"Index","SLB.Close"
"2010-01-04",67.110001
"2010-01-05",67.300003
"2010-01-06",68.800003
"2010-01-07",69.510002
"2010-01-08",70.650002
"2010-01-11",70.650002
"2010-01-12",69.589996
"2010-01-13",70.849998
"2010-01-14",71.290001
"2010-01-15",70.830002
"2010-01-19",70.93
"2010-01-20",69.089996
"2010-01-21",68.309998
"2010-01-22",65.239998
"2010-01-25",65.809998
"2010-01-26",65.75
"2010-01-27",65.699997
"2010-01-28",64.629997
"2010-01-29",63.459999
"2010-02-01",64.790001
"2010-02-02",66.120003
"2010-02-03",65.989998
"2010-02-04",62.5
"2010-02-05",62.060001
"2010-02-08",62.119999
"2010-02-09",63.759998
"2010-02-10",63.650002
"2010-02-11",64.760002
"2010-02-12",64.300003
"2010-02-16",65.650002
"2010-02-17",65.43
"2010-02-18",65.809998
"2010-02-19",63.900002
"2010-02-22",61.57
"2010-02-23",60.880001
"2010-02-24",60.91
"2010-02-25",60.810001
"2010-02-26",61.099998
"2010-03-01",61.419998
"2010-03-02",62.810001
"2010-03-03",63.23
"2010-03-04",62.880001
"2010-03-05",63.810001
"2010-03-08",64.480003
"2010-03-09",64.099998
"2010-03-10",64.199997
"2010-03-11",63.900002
"2010-03-12",64.540001
"2010-03-15",64.309998
"2010-03-16",65.519997
"2010-03-17",66.599998
"2010-03-18",65.25
"2010-03-19",64.32
"2010-03-22",63.490002
"2010-03-23",63.029999
"2010-03-24",62.209999
"2010-03-25",60.759998
"2010-03-26",61.669998
"2010-03-29",63.07
"2010-03-30",63.049999
"2010-03-31",63.459999
"2010-04-01",64.57
"2010-04-05",65.769997
"2010-04-06",66.790001
"2010-04-07",66.040001
"2010-04-08",66.620003
"2010-04-09",66.529999
"2010-04-12",66.309998
"2010-04-13",65.510002
"2010-04-14",67.099998
"2010-04-15",67.209999
"2010-04-16",65.800003
"2010-04-19",65.239998
"2010-04-20",67.849998
"2010-04-21",68.019997
"2010-04-22",68.18
"2010-04-23",72.68
"2010-04-26",72.690002
"2010-04-27",70.309998
"2010-04-28",71.010002
"2010-04-29",73.150002
"2010-04-30",71.419998
"2010-05-03",71.309998
"2010-05-04",68.949997
"2010-05-05",67.300003
"2010-05-06",65.349998
"2010-05-07",62.860001
"2010-05-10",66.830002
"2010-05-11",66.839996
"2010-05-12",66.650002
"2010-05-13",66.940002
"2010-05-14",64.879997
"2010-05-17",64.150002
"2010-05-18",63.740002
"2010-05-19",62.59
"2010-05-20",59.220001
"2010-05-21",60.5
"2010-05-24",57.599998
"2010-05-25",58.459999
"2010-05-26",58.75
"2010-05-27",60.02
"2010-05-28",56.150002
"2010-06-01",51.75
"2010-06-02",56.310001
"2010-06-03",56.630001
"2010-06-04",55.740002
"2010-06-07",54.23
"2010-06-08",55.560001
"2010-06-09",55.470001
"2010-06-10",59.169998
"2010-06-11",59.48
"2010-06-14",58.66
"2010-06-15",60.869999
"2010-06-16",60.810001
"2010-06-17",61.360001
"2010-06-18",60.529999
"2010-06-21",60.330002
"2010-06-22",58.259998
"2010-06-23",58.330002
"2010-06-24",57.139999
"2010-06-25",58.220001
"2010-06-28",57.34
"2010-06-29",55.080002
"2010-06-30",55.34
"2010-07-01",55.259998
"2010-07-02",54.959999
"2010-07-06",55.540001
"2010-07-07",57.540001
"2010-07-08",58.540001
"2010-07-09",58.560001
"2010-07-12",58.25
"2010-07-13",58.619999
"2010-07-14",58.889999
"2010-07-15",58.669998
"2010-07-16",56.68
"2010-07-19",59.150002
"2010-07-20",61.040001
"2010-07-21",59.59
"2010-07-22",61.299999
"2010-07-23",59.349998
"2010-07-26",58.849998
"2010-07-27",58.93
"2010-07-28",59.73
"2010-07-29",59.810001
"2010-07-30",59.66
"2010-08-02",62.740002
"2010-08-03",62.860001
"2010-08-04",62.919998
"2010-08-05",63.259998
"2010-08-06",62.34
"2010-08-09",62.75
"2010-08-10",62.150002
"2010-08-11",60.060001
"2010-08-12",59.299999
"2010-08-13",58.759998
"2010-08-16",59.369999
"2010-08-17",60.310001
"2010-08-18",59.18
"2010-08-19",57.82
"2010-08-20",56.459999
"2010-08-23",55.82
"2010-08-24",54.77
"2010-08-25",54.689999
"2010-08-26",53.459999
"2010-08-27",55.759998
"2010-08-30",54.169998
"2010-08-31",53.330002
"2010-09-01",55.18
"2010-09-02",56.419998
"2010-09-03",57.369999
"2010-09-07",57.130001
"2010-09-08",58.34
"2010-09-09",58.529999
"2010-09-10",59.310001
"2010-09-13",60.150002
"2010-09-14",58.849998
"2010-09-15",58.189999
"2010-09-16",58.18
"2010-09-17",58.099998
"2010-09-20",58.84
"2010-09-21",59.290001
"2010-09-22",58.98
"2010-09-23",58.110001
"2010-09-24",60.639999
"2010-09-27",59.860001
"2010-09-28",60.290001
"2010-09-29",61.52
"2010-09-30",61.610001
"2010-10-01",62.43
"2010-10-04",61.200001
"2010-10-05",62.959999
"2010-10-06",63.130001
"2010-10-07",62.990002
"2010-10-08",63.560001
"2010-10-11",63.5
"2010-10-12",62.66
"2010-10-13",64.620003
"2010-10-14",64.260002
"2010-10-15",64.5
"2010-10-18",64.510002
"2010-10-19",63.139999
"2010-10-20",64.290001
"2010-10-21",64.309998
"2010-10-22",67.769997
"2010-10-25",68.529999
"2010-10-26",69.110001
"2010-10-27",69.239998
"2010-10-28",69.779999
"2010-10-29",69.889999
"2010-11-01",70.169998
"2010-11-02",71.470001
"2010-11-03",72.209999
"2010-11-04",75.800003
"2010-11-05",75.660004
"2010-11-08",74.839996
"2010-11-09",73.919998
"2010-11-10",74.650002
"2010-11-11",75.019997
"2010-11-12",74.110001
"2010-11-15",74.300003
"2010-11-16",73.18
"2010-11-17",74.400002
"2010-11-18",75.5
"2010-11-19",76.43
"2010-11-22",76.400002
"2010-11-23",75.440002
"2010-11-24",77.150002
"2010-11-26",75.980003
"2010-11-29",77
"2010-11-30",77.339996
"2010-12-01",80.849998
"2010-12-02",80.739998
"2010-12-03",82.739998
"2010-12-06",82.860001
"2010-12-07",81
"2010-12-08",80.900002
"2010-12-09",81.239998
"2010-12-10",81.540001
"2010-12-13",82.43
"2010-12-14",81.330002
"2010-12-15",80.720001
"2010-12-16",81.129997
"2010-12-17",81.339996
"2010-12-20",82.18
"2010-12-21",82.440002
"2010-12-22",82.809998
"2010-12-23",82.519997
"2010-12-27",82.419998
"2010-12-28",82.209999
"2010-12-29",83.629997
"2010-12-30",83.360001
"2010-12-31",83.5
"2011-01-03",83.650002
"2011-01-04",81.629997
"2011-01-05",82.589996
"2011-01-06",80.529999
"2011-01-07",81.559998
"2011-01-10",80.68
"2011-01-11",82.260002
"2011-01-12",84.449997
"2011-01-13",84.599998
"2011-01-14",86.910004
"2011-01-18",86.760002
"2011-01-19",86.260002
"2011-01-20",85.279999
"2011-01-21",83.480003
"2011-01-24",84.25
"2011-01-25",83.25
"2011-01-26",87.449997
"2011-01-27",85.980003
"2011-01-28",86.669998
"2011-01-31",88.989998
"2011-02-01",89.639999
"2011-02-02",89.080002
"2011-02-03",89.43
"2011-02-04",89.330002
"2011-02-07",89.830002
"2011-02-08",89.059998
"2011-02-09",88.489998
"2011-02-10",90.629997
"2011-02-11",90.370003
"2011-02-14",92.239998
"2011-02-15",92.339996
"2011-02-16",94.010002
"2011-02-17",94.370003
"2011-02-18",95.040001
"2011-02-22",92.910004
"2011-02-23",92.900002
"2011-02-24",89.650002
"2011-02-25",92.849998
"2011-02-28",93.419998
"2011-03-01",91.5
"2011-03-02",90.989998
"2011-03-03",92.849998
"2011-03-04",91.400002
"2011-03-07",90.25
"2011-03-08",89.849998
"2011-03-09",88.550003
"2011-03-10",84.610001
"2011-03-11",86.239998
"2011-03-14",85.360001
"2011-03-15",84.800003
"2011-03-16",83.099998
"2011-03-17",87.050003
"2011-03-18",85.93
"2011-03-21",89.730003
"2011-03-22",88.769997
"2011-03-23",88.5
"2011-03-24",88.099998
"2011-03-25",86.889999
"2011-03-28",90.43
"2011-03-29",94.360001
"2011-03-30",93.650002
"2011-03-31",93.260002
"2011-04-01",93.699997
"2011-04-04",92.769997
"2011-04-05",92.870003
"2011-04-06",91.940002
"2011-04-07",91.620003
"2011-04-08",90.849998
"2011-04-11",88.800003
"2011-04-12",86.239998
"2011-04-13",85.790001
"2011-04-14",86.019997
"2011-04-15",86.660004
"2011-04-18",84.75
"2011-04-19",86.129997
"2011-04-20",87.889999
"2011-04-21",89.779999
"2011-04-25",88.050003
"2011-04-26",89.470001
"2011-04-27",89.379997
"2011-04-28",89.110001
"2011-04-29",89.75
"2011-05-02",87.790001
"2011-05-03",85.849998
"2011-05-04",84.790001
"2011-05-05",82.839996
"2011-05-06",82.660004
"2011-05-09",83.589996
"2011-05-10",84.489998
"2011-05-11",82.25
"2011-05-12",83.519997
"2011-05-13",82.709999
"2011-05-16",82.190002
"2011-05-17",82.059998
"2011-05-18",83.75
"2011-05-19",83.580002
"2011-05-20",83.5
"2011-05-23",82.080002
"2011-05-24",83.279999
"2011-05-25",84.089996
"2011-05-26",85.190002
"2011-05-27",84.709999
"2011-05-31",85.720001
"2011-06-01",83.190002
"2011-06-02",84.290001
"2011-06-03",85.040001
"2011-06-06",83.059998
"2011-06-07",82.879997
"2011-06-08",83.730003
"2011-06-09",85.839996
"2011-06-10",83.660004
"2011-06-13",82.699997
"2011-06-14",84.5
"2011-06-15",82.660004
"2011-06-16",82.25
"2011-06-17",81.790001
"2011-06-20",82.129997
"2011-06-21",83.5
"2011-06-22",83.580002
"2011-06-23",83.07
"2011-06-24",80.919998
"2011-06-27",80.639999
"2011-06-28",84.349998
"2011-06-29",85.209999
"2011-06-30",86.400002
"2011-07-01",87.599998
"2011-07-05",88.349998
"2011-07-06",89.110001
"2011-07-07",90.400002
"2011-07-08",89.959999
"2011-07-11",88.07
"2011-07-12",86.839996
"2011-07-13",87
"2011-07-14",85.919998
"2011-07-15",87.989998
"2011-07-18",87.209999
"2011-07-19",88.699997
"2011-07-20",88.410004
"2011-07-21",90.959999
"2011-07-22",93.809998
"2011-07-25",94.699997
"2011-07-26",93.93
"2011-07-27",91.68
"2011-07-28",91.400002
"2011-07-29",90.370003
"2011-08-01",90.209999
"2011-08-02",87.620003
"2011-08-03",87.190002
"2011-08-04",80.790001
"2011-08-05",80.879997
"2011-08-08",73.669998
"2011-08-09",77.629997
"2011-08-10",73.809998
"2011-08-11",77.529999
"2011-08-12",77.989998
"2011-08-15",80.07
"2011-08-16",78.629997
"2011-08-17",79.519997
"2011-08-18",74.410004
"2011-08-19",73.120003
"2011-08-22",72.489998
"2011-08-23",76.129997
"2011-08-24",76.230003
"2011-08-25",73.110001
"2011-08-26",74.839996
"2011-08-29",77.25
"2011-08-30",77.330002
"2011-08-31",78.120003
"2011-09-01",76.5
"2011-09-02",74.419998
"2011-09-06",74.32
"2011-09-07",76.790001
"2011-09-08",75.470001
"2011-09-09",71.800003
"2011-09-12",72.379997
"2011-09-13",72.129997
"2011-09-14",72.93
"2011-09-15",74.220001
"2011-09-16",72.839996
"2011-09-19",70.760002
"2011-09-20",69.290001
"2011-09-21",65.150002
"2011-09-22",61.220001
"2011-09-23",61.200001
"2011-09-26",63.27
"2011-09-27",63.419998
"2011-09-28",60.330002
"2011-09-29",61.330002
"2011-09-30",59.73
"2011-10-03",57.720001
"2011-10-04",59.110001
"2011-10-05",61.580002
"2011-10-06",63.889999
"2011-10-07",62.639999
"2011-10-10",65.790001
"2011-10-11",66.82
"2011-10-12",67.309998
"2011-10-13",67.199997
"2011-10-14",70.940002
"2011-10-17",67.519997
"2011-10-18",69.910004
"2011-10-19",67.900002
"2011-10-20",67.989998
"2011-10-21",67.379997
"2011-10-24",69.879997
"2011-10-25",68.029999
"2011-10-26",69.839996
"2011-10-27",75.769997
"2011-10-28",75.959999
"2011-10-31",73.470001
"2011-11-01",71.129997
"2011-11-02",72.739998
"2011-11-03",75.93
"2011-11-04",74.970001
"2011-11-07",75.330002
"2011-11-08",76.830002
"2011-11-09",73.089996
"2011-11-10",74.050003
"2011-11-11",76.540001
"2011-11-14",75.620003
"2011-11-15",75.970001
"2011-11-16",74.769997
"2011-11-17",71.709999
"2011-11-18",71.32
"2011-11-21",70.18
"2011-11-22",68.949997
"2011-11-23",66.5
"2011-11-25",66.370003
"2011-11-28",69.220001
"2011-11-29",70.43
"2011-11-30",75.330002
"2011-12-01",74.870003
"2011-12-02",75.010002
"2011-12-05",77.150002
"2011-12-06",76.650002
"2011-12-07",75.089996
"2011-12-08",71.949997
"2011-12-09",74.150002
"2011-12-12",71.919998
"2011-12-13",70.410004
"2011-12-14",67
"2011-12-15",66.330002
"2011-12-16",66.910004
"2011-12-19",65.07
"2011-12-20",68.169998
"2011-12-21",67.709999
"2011-12-22",67.93
"2011-12-23",69.139999
"2011-12-27",68.599998
"2011-12-28",67.040001
"2011-12-29",67.410004
"2011-12-30",68.309998
"2012-01-03",70.089996
"2012-01-04",69.559998
"2012-01-05",68.07
"2012-01-06",67.779999
"2012-01-09",68.82
"2012-01-10",70.75
"2012-01-11",70.160004
"2012-01-12",69.699997
"2012-01-13",67.989998
"2012-01-17",67.639999
"2012-01-18",70.629997
"2012-01-19",72.860001
"2012-01-20",73.800003
"2012-01-23",74.160004
"2012-01-24",74.589996
"2012-01-25",76.190002
"2012-01-26",75.980003
"2012-01-27",76.660004
"2012-01-30",76.269997
"2012-01-31",75.169998
"2012-02-01",76.120003
"2012-02-02",77.309998
"2012-02-03",78.660004
"2012-02-06",79.639999
"2012-02-07",79.5
"2012-02-08",78.410004
"2012-02-09",78.639999
"2012-02-10",77.169998
"2012-02-13",78.029999
"2012-02-14",77.800003
"2012-02-15",77.360001
"2012-02-16",78.059998
"2012-02-17",77.739998
"2012-02-21",78.580002
"2012-02-22",80
"2012-02-23",79.589996
"2012-02-24",79.849998
"2012-02-27",79.110001
"2012-02-28",78.779999
"2012-02-29",77.610001
"2012-03-01",78.370003
"2012-03-02",77.190002
"2012-03-05",75.690002
"2012-03-06",73.790001
"2012-03-07",74.699997
"2012-03-08",75.82
"2012-03-09",75.839996
"2012-03-12",74.019997
"2012-03-13",74.769997
"2012-03-14",74.019997
"2012-03-15",74.919998
"2012-03-16",76.760002
"2012-03-19",77.099998
"2012-03-20",75.709999
"2012-03-21",74.010002
"2012-03-22",71.980003
"2012-03-23",73.18
"2012-03-26",72.400002
"2012-03-27",69.959999
"2012-03-28",69.779999
"2012-03-29",69.139999
"2012-03-30",69.93
"2012-04-02",69.839996
"2012-04-03",69.730003
"2012-04-04",68.690002
"2012-04-05",68.419998
"2012-04-09",67.589996
"2012-04-10",67.260002
"2012-04-11",68.120003
"2012-04-12",70.339996
"2012-04-13",68.379997
"2012-04-16",67.440002
"2012-04-17",69.349998
"2012-04-18",69.93
"2012-04-19",69.800003
"2012-04-20",71.699997
"2012-04-23",71.190002
"2012-04-24",72.709999
"2012-04-25",74.459999
"2012-04-26",74.25
"2012-04-27",73.949997
"2012-04-30",74.139999
"2012-05-01",75.129997
"2012-05-02",74.169998
"2012-05-03",72.610001
"2012-05-04",69.959999
"2012-05-07",70.599998
"2012-05-08",70.389999
"2012-05-09",69.639999
"2012-05-10",69.440002
"2012-05-11",68.800003
"2012-05-14",67.25
"2012-05-15",65.519997
"2012-05-16",64.809998
"2012-05-17",64.75
"2012-05-18",64.059998
"2012-05-21",66.760002
"2012-05-22",66.400002
"2012-05-23",67.18
"2012-05-24",65.849998
"2012-05-25",65.410004
"2012-05-29",67.239998
"2012-05-30",64.18
"2012-05-31",63.25
"2012-06-01",62.07
"2012-06-04",62.209999
"2012-06-05",62.240002
"2012-06-06",64.589996
"2012-06-07",64.43
"2012-06-08",64.540001
"2012-06-11",64.07
"2012-06-12",64.93
"2012-06-13",63.950001
"2012-06-14",65.379997
"2012-06-15",66.459999
"2012-06-18",66.540001
"2012-06-19",67.150002
"2012-06-20",65.540001
"2012-06-21",62.560001
"2012-06-22",61.560001
"2012-06-25",60.060001
"2012-06-26",59.669998
"2012-06-27",61.470001
"2012-06-28",62.720001
"2012-06-29",64.910004
"2012-07-02",64.940002
"2012-07-03",67.339996
"2012-07-05",66.099998
"2012-07-06",65.169998
"2012-07-09",65.82
"2012-07-10",64.970001
"2012-07-11",65.660004
"2012-07-12",65.389999
"2012-07-13",66.720001
"2012-07-16",66.300003
"2012-07-17",67.790001
