"Index","SLB.Close"
"2012-07-18",68.760002
"2012-07-19",68.639999
"2012-07-20",69.330002
"2012-07-23",69.550003
"2012-07-24",67.940002
"2012-07-25",68.25
"2012-07-26",71.309998
"2012-07-27",72.959999
"2012-07-30",72.540001
"2012-07-31",71.260002
"2012-08-01",71.68
"2012-08-02",70.830002
"2012-08-03",72.389999
"2012-08-06",72.400002
"2012-08-07",73.610001
"2012-08-08",73.660004
"2012-08-09",74.330002
"2012-08-10",75.349998
"2012-08-13",75.199997
"2012-08-14",74.470001
"2012-08-15",73.870003
"2012-08-16",74.980003
"2012-08-17",74.779999
"2012-08-20",74.339996
"2012-08-21",74.349998
"2012-08-22",74.82
"2012-08-23",74.190002
"2012-08-24",74.589996
"2012-08-27",74.849998
"2012-08-28",74.379997
"2012-08-29",72.959999
"2012-08-30",71.599998
"2012-08-31",72.379997
"2012-09-04",71.419998
"2012-09-05",71.25
"2012-09-06",72.459999
"2012-09-07",73.169998
"2012-09-10",72.690002
"2012-09-11",73.660004
"2012-09-12",74.32
"2012-09-13",75.669998
"2012-09-14",77.599998
"2012-09-17",77.139999
"2012-09-18",76.230003
"2012-09-19",74.709999
"2012-09-20",75.230003
"2012-09-21",75.019997
"2012-09-24",74.260002
"2012-09-25",72.690002
"2012-09-26",72.050003
"2012-09-27",73.239998
"2012-09-28",72.330002
"2012-10-01",72.580002
"2012-10-02",72.260002
"2012-10-03",71.190002
"2012-10-04",71.669998
"2012-10-05",71.489998
"2012-10-08",71.610001
"2012-10-09",71.730003
"2012-10-10",71.080002
"2012-10-11",72.419998
"2012-10-12",72.190002
"2012-10-15",72.760002
"2012-10-16",73.519997
"2012-10-17",74.550003
"2012-10-18",74.800003
"2012-10-19",74
"2012-10-22",73.160004
"2012-10-23",71.260002
"2012-10-24",70.089996
"2012-10-25",70.739998
"2012-10-26",70.099998
"2012-10-31",69.529999
"2012-11-01",70.150002
"2012-11-02",68.769997
"2012-11-05",69.949997
"2012-11-06",71.150002
"2012-11-07",70.129997
"2012-11-08",67.769997
"2012-11-09",68.370003
"2012-11-12",68.480003
"2012-11-13",69.07
"2012-11-14",67.830002
"2012-11-15",69.160004
"2012-11-16",68.220001
"2012-11-19",70.690002
"2012-11-20",70.019997
"2012-11-21",70.209999
"2012-11-23",71.18
"2012-11-26",70.43
"2012-11-27",69.870003
"2012-11-28",70.730003
"2012-11-29",70.599998
"2012-11-30",71.620003
"2012-12-03",71.019997
"2012-12-04",71.220001
"2012-12-05",71.32
"2012-12-06",71.5
"2012-12-07",71.830002
"2012-12-10",72
"2012-12-11",72.599998
"2012-12-12",72.790001
"2012-12-13",72.559998
"2012-12-14",68.910004
"2012-12-17",69.68
"2012-12-18",71.349998
"2012-12-19",70.660004
"2012-12-20",71.099998
"2012-12-21",69.690002
"2012-12-24",69.279999
"2012-12-26",69.099998
"2012-12-27",69.169998
"2012-12-28",67.959999
"2012-12-31",69.300003
"2013-01-02",71.400002
"2013-01-03",70.919998
"2013-01-04",72.010002
"2013-01-07",72.209999
"2013-01-08",72.510002
"2013-01-09",72.199997
"2013-01-10",73.25
"2013-01-11",73.75
"2013-01-14",72.769997
"2013-01-15",72.589996
"2013-01-16",73.220001
"2013-01-17",73.370003
"2013-01-18",76.5
"2013-01-22",78
"2013-01-23",78.169998
"2013-01-24",78.019997
"2013-01-25",79.510002
"2013-01-28",79.279999
"2013-01-29",79.949997
"2013-01-30",78.599998
"2013-01-31",78.050003
"2013-02-01",79.699997
"2013-02-04",79.449997
"2013-02-05",80.160004
"2013-02-06",78.730003
"2013-02-07",78
"2013-02-08",79.07
"2013-02-11",77.93
"2013-02-12",78.529999
"2013-02-13",78.629997
"2013-02-14",81.559998
"2013-02-15",80.029999
"2013-02-19",79.989998
"2013-02-20",78.529999
"2013-02-21",77.43
"2013-02-22",77.790001
"2013-02-25",75.830002
"2013-02-26",76.330002
"2013-02-27",77.900002
"2013-02-28",77.849998
"2013-03-01",77.639999
"2013-03-04",76.5
"2013-03-05",76.949997
"2013-03-06",77.160004
"2013-03-07",77.82
"2013-03-08",77.959999
"2013-03-11",77.779999
"2013-03-12",77.440002
"2013-03-13",77.389999
"2013-03-14",78.75
"2013-03-15",79.400002
"2013-03-18",76.339996
"2013-03-19",73.980003
"2013-03-20",73.790001
"2013-03-21",73.440002
"2013-03-22",74.370003
"2013-03-25",73.860001
"2013-03-26",74.419998
"2013-03-27",75.099998
"2013-03-28",74.889999
"2013-04-01",74.019997
"2013-04-02",74.809998
"2013-04-03",74.010002
"2013-04-04",73.940002
"2013-04-05",74.349998
"2013-04-08",74.959999
"2013-04-09",75.43
"2013-04-10",76.989998
"2013-04-11",77.139999
"2013-04-12",75.660004
"2013-04-15",71.889999
"2013-04-16",73.290001
"2013-04-17",70.970001
"2013-04-18",71
"2013-04-19",69.949997
"2013-04-22",71.230003
"2013-04-23",71.940002
"2013-04-24",73.169998
"2013-04-25",73.440002
"2013-04-26",73.339996
"2013-04-29",74.029999
"2013-04-30",74.43
"2013-05-01",73.790001
"2013-05-02",74.25
"2013-05-03",75.720001
"2013-05-06",76.160004
"2013-05-07",76.889999
"2013-05-08",77.589996
"2013-05-09",77.25
"2013-05-10",76.82
"2013-05-13",77.040001
"2013-05-14",76.860001
"2013-05-15",75.68
"2013-05-16",75.269997
"2013-05-17",75.739998
"2013-05-20",77.419998
"2013-05-21",77.080002
"2013-05-22",75.580002
"2013-05-23",75.379997
"2013-05-24",74.660004
"2013-05-28",75.400002
"2013-05-29",74.980003
"2013-05-30",74.809998
"2013-05-31",73.029999
"2013-06-03",73.25
"2013-06-04",72.849998
"2013-06-05",72.18
"2013-06-06",73.300003
"2013-06-07",73.93
"2013-06-10",73.300003
"2013-06-11",71.440002
"2013-06-12",70.949997
"2013-06-13",72.459999
"2013-06-14",71.599998
"2013-06-17",73.099998
"2013-06-18",74.160004
"2013-06-19",73.400002
"2013-06-20",72.139999
"2013-06-21",72.830002
"2013-06-24",71.239998
"2013-06-25",72.089996
"2013-06-26",71.809998
"2013-06-27",71.93
"2013-06-28",71.660004
"2013-07-01",72.779999
"2013-07-02",72.610001
"2013-07-03",73.010002
"2013-07-05",74.089996
"2013-07-08",74.790001
"2013-07-09",76.540001
"2013-07-10",76.18
"2013-07-11",76.629997
"2013-07-12",76.839996
"2013-07-15",77.019997
"2013-07-16",76.519997
"2013-07-17",77.610001
"2013-07-18",78.480003
"2013-07-19",82.739998
"2013-07-22",83.809998
"2013-07-23",83.57
"2013-07-24",82.849998
"2013-07-25",82.57
"2013-07-26",81.910004
"2013-07-29",81.150002
"2013-07-30",81.43
"2013-07-31",81.330002
"2013-08-01",83.550003
"2013-08-02",82.889999
"2013-08-05",82.889999
"2013-08-06",82.220001
"2013-08-07",81.050003
"2013-08-08",81.230003
"2013-08-09",80.489998
"2013-08-12",80.25
"2013-08-13",82.220001
"2013-08-14",82.160004
"2013-08-15",81.989998
"2013-08-16",81.919998
"2013-08-19",80.410004
"2013-08-20",80.620003
"2013-08-21",80.050003
"2013-08-22",82.209999
"2013-08-23",81.669998
"2013-08-26",81.900002
"2013-08-27",81.169998
"2013-08-28",82.68
"2013-08-29",81.599998
"2013-08-30",80.940002
"2013-09-03",82.419998
"2013-09-04",82.860001
"2013-09-05",84.220001
"2013-09-06",85.139999
"2013-09-09",86.449997
"2013-09-10",86.900002
"2013-09-11",87.050003
"2013-09-12",86.580002
"2013-09-13",86.720001
"2013-09-16",87
"2013-09-17",87.739998
"2013-09-18",88.949997
"2013-09-19",88.790001
"2013-09-20",87.440002
"2013-09-23",87.040001
"2013-09-24",87.910004
"2013-09-25",88.57
"2013-09-26",88.830002
"2013-09-27",88.82
"2013-09-30",88.360001
"2013-10-01",89.050003
"2013-10-02",89.849998
"2013-10-03",89.440002
"2013-10-04",90.010002
"2013-10-07",89.290001
"2013-10-08",87.949997
"2013-10-09",87.040001
"2013-10-10",89.419998
"2013-10-11",90.019997
"2013-10-14",91.169998
"2013-10-15",90.540001
"2013-10-16",92.18
"2013-10-17",91.43
"2013-10-18",93.989998
"2013-10-21",93.480003
"2013-10-22",94.459999
"2013-10-23",92.839996
"2013-10-24",92.849998
"2013-10-25",92.900002
"2013-10-28",92.849998
"2013-10-29",94
"2013-10-30",93.879997
"2013-10-31",93.720001
"2013-11-01",93
"2013-11-04",93.510002
"2013-11-05",92.389999
"2013-11-06",93.230003
"2013-11-07",92.050003
"2013-11-08",93.790001
"2013-11-11",93.870003
"2013-11-12",91.989998
"2013-11-13",93.080002
"2013-11-14",93.309998
"2013-11-15",92.980003
"2013-11-18",92.019997
"2013-11-19",91.279999
"2013-11-20",90.449997
"2013-11-21",91.010002
"2013-11-22",92.730003
"2013-11-25",89.809998
"2013-11-26",89.459999
"2013-11-27",87.949997
"2013-11-29",88.419998
"2013-12-02",87.599998
"2013-12-03",87.639999
"2013-12-04",87.279999
"2013-12-05",86.870003
"2013-12-06",88.150002
"2013-12-09",88.029999
"2013-12-10",87.010002
"2013-12-11",86.139999
"2013-12-12",86.959999
"2013-12-13",86.370003
"2013-12-16",87
"2013-12-17",85.540001
"2013-12-18",87.260002
"2013-12-19",86.470001
"2013-12-20",87.269997
"2013-12-23",87.32
"2013-12-24",88.309998
"2013-12-26",89.389999
"2013-12-27",89.900002
"2013-12-30",89.169998
"2013-12-31",90.110001
"2014-01-02",88.82
"2014-01-03",88.349998
"2014-01-06",88.019997
"2014-01-07",87.510002
"2014-01-08",86.980003
"2014-01-09",86.480003
"2014-01-10",88.169998
"2014-01-13",87.459999
"2014-01-14",88.870003
"2014-01-15",88.889999
"2014-01-16",88.610001
"2014-01-17",90.209999
"2014-01-21",91.089996
"2014-01-22",91.209999
"2014-01-23",90.260002
"2014-01-24",88.150002
"2014-01-27",87.910004
"2014-01-28",87.760002
"2014-01-29",87.300003
"2014-01-30",88.809998
"2014-01-31",87.57
"2014-02-03",86.230003
"2014-02-04",87.190002
"2014-02-05",86.160004
"2014-02-06",88.510002
"2014-02-07",89.5
"2014-02-10",89.040001
"2014-02-11",90.370003
"2014-02-12",90.029999
"2014-02-13",90.260002
"2014-02-14",90.449997
"2014-02-18",90.629997
"2014-02-19",90.480003
"2014-02-20",91.029999
"2014-02-21",90.07
"2014-02-24",92.720001
"2014-02-25",92.559998
"2014-02-26",92.349998
"2014-02-27",92.57
"2014-02-28",93
"2014-03-03",91.260002
"2014-03-04",92.489998
"2014-03-05",92.010002
"2014-03-06",92.75
"2014-03-07",92.980003
"2014-03-10",92.870003
"2014-03-11",91.949997
"2014-03-12",91.169998
"2014-03-13",90.269997
"2014-03-14",89.089996
"2014-03-17",89.779999
"2014-03-18",90.5
"2014-03-19",90.360001
"2014-03-20",91.110001
"2014-03-21",92.669998
"2014-03-24",93.230003
"2014-03-25",95.559998
"2014-03-26",95.43
"2014-03-27",96.489998
"2014-03-28",97.57
"2014-03-31",97.5
"2014-04-01",97.959999
"2014-04-02",97.690002
"2014-04-03",98.07
"2014-04-04",98.029999
"2014-04-07",97.599998
"2014-04-08",98.440002
"2014-04-09",99.019997
"2014-04-10",97.32
"2014-04-11",97.099998
"2014-04-14",98.480003
"2014-04-15",100.110001
"2014-04-16",100.940002
"2014-04-17",99.910004
"2014-04-21",101.800003
"2014-04-22",102.029999
"2014-04-23",102.209999
"2014-04-24",101.800003
"2014-04-25",101.75
"2014-04-28",101.290001
"2014-04-29",101.389999
"2014-04-30",101.550003
"2014-05-01",100.800003
"2014-05-02",101.029999
