"Index","DIS.Close"
"2011-03-04",43.549999
"2011-03-07",43.02
"2011-03-08",43.200001
"2011-03-09",43.119999
"2011-03-10",42.470001
"2011-03-11",42.93
"2011-03-14",42.240002
"2011-03-15",41.619999
"2011-03-16",40.599998
"2011-03-17",40.759998
"2011-03-18",41.23
"2011-03-21",41.82
"2011-03-22",41.439999
"2011-03-23",42.240002
"2011-03-24",42.860001
"2011-03-25",42.970001
"2011-03-28",42.52
"2011-03-29",42.939999
"2011-03-30",43.349998
"2011-03-31",43.09
"2011-04-01",42.849998
"2011-04-04",42.630001
"2011-04-05",42.43
"2011-04-06",42.27
"2011-04-07",42.040001
"2011-04-08",41.759998
"2011-04-11",41.889999
"2011-04-12",41.630001
"2011-04-13",41.700001
"2011-04-14",41.02
"2011-04-15",41.52
"2011-04-18",41.200001
"2011-04-19",41.349998
"2011-04-20",42.040001
"2011-04-21",42.27
"2011-04-25",41.93
"2011-04-26",42.330002
"2011-04-27",42.580002
"2011-04-28",43.02
"2011-04-29",43.099998
"2011-05-02",43.27
"2011-05-03",43.07
"2011-05-04",42.619999
"2011-05-05",42.689999
"2011-05-06",43.060001
"2011-05-09",43.099998
"2011-05-10",43.91
"2011-05-11",41.52
"2011-05-12",41.580002
"2011-05-13",41.52
"2011-05-16",40.93
"2011-05-17",41.009998
"2011-05-18",41.419998
"2011-05-19",41.380001
"2011-05-20",41.5
"2011-05-23",41.16
"2011-05-24",41.09
"2011-05-25",41.130001
"2011-05-26",40.990002
"2011-05-27",41.52
"2011-05-31",41.630001
"2011-06-01",40.400002
"2011-06-02",40.060001
"2011-06-03",39.380001
"2011-06-06",39.400002
"2011-06-07",39.349998
"2011-06-08",39.23
"2011-06-09",39.369999
"2011-06-10",38.5
"2011-06-13",38.369999
"2011-06-14",38.59
"2011-06-15",38.389999
"2011-06-16",38.009998
"2011-06-17",38.040001
"2011-06-20",38.23
"2011-06-21",38.779999
"2011-06-22",38.310001
"2011-06-23",37.82
"2011-06-24",37.580002
"2011-06-27",38.07
"2011-06-28",37.919998
"2011-06-29",38.349998
"2011-06-30",39.040001
"2011-07-01",39.720001
"2011-07-05",39.970001
"2011-07-06",39.57
"2011-07-07",39.740002
"2011-07-08",39.91
"2011-07-11",39.220001
"2011-07-12",39.150002
"2011-07-13",39.560001
"2011-07-14",39.580002
"2011-07-15",39.27
"2011-07-18",38.75
"2011-07-19",39.540001
"2011-07-20",39.360001
"2011-07-21",40.740002
"2011-07-22",40.650002
"2011-07-25",40.560001
"2011-07-26",40.509998
"2011-07-27",39.52
"2011-07-28",39.400002
"2011-07-29",38.619999
"2011-08-01",38.439999
"2011-08-02",36.970001
"2011-08-03",37.43
"2011-08-04",35.349998
"2011-08-05",35.18
"2011-08-08",33.029999
"2011-08-09",34.700001
"2011-08-10",31.540001
"2011-08-11",32.119999
"2011-08-12",33.09
"2011-08-15",33.650002
"2011-08-16",33.419998
"2011-08-17",33.369999
"2011-08-18",32.549999
"2011-08-19",31.85
"2011-08-22",32.02
"2011-08-23",32.110001
"2011-08-24",32.509998
"2011-08-25",32.009998
"2011-08-26",32.400002
"2011-08-29",33.16
"2011-08-30",33.580002
"2011-08-31",34.060001
"2011-09-01",33.380001
"2011-09-02",32.459999
"2011-09-06",31.76
"2011-09-07",32.630001
"2011-09-08",31.950001
"2011-09-09",31.040001
"2011-09-12",31.290001
"2011-09-13",31.450001
"2011-09-14",32.290001
"2011-09-15",32.939999
"2011-09-16",32.91
"2011-09-19",32.509998
"2011-09-20",32.310001
"2011-09-21",31.280001
"2011-09-22",29.549999
"2011-09-23",29.83
"2011-09-26",30.299999
"2011-09-27",31.16
"2011-09-28",30.48
"2011-09-29",30.65
"2011-09-30",30.16
"2011-10-03",29
"2011-10-04",29.860001
"2011-10-05",31.51
"2011-10-06",32.029999
"2011-10-07",31.700001
"2011-10-10",33
"2011-10-11",32.610001
"2011-10-12",33.759998
"2011-10-13",33.549999
"2011-10-14",34.470001
"2011-10-17",33.389999
"2011-10-18",33.939999
"2011-10-19",33.610001
"2011-10-20",33.84
"2011-10-21",35.16
"2011-10-24",35.369999
"2011-10-25",34.509998
"2011-10-26",35.049999
"2011-10-27",36.279999
"2011-10-28",36.209999
"2011-10-31",34.880001
"2011-11-01",33.599998
"2011-11-02",34.07
"2011-11-03",35.029999
"2011-11-04",34.759998
"2011-11-07",35.150002
"2011-11-08",35.290001
"2011-11-09",33.790001
"2011-11-10",34.639999
"2011-11-11",36.700001
"2011-11-14",36.119999
"2011-11-15",36.450001
"2011-11-16",35.529999
"2011-11-17",35.150002
"2011-11-18",35.630001
"2011-11-21",34.330002
"2011-11-22",34.02
"2011-11-23",33.400002
"2011-11-25",33.509998
"2011-11-28",34.07
"2011-11-29",34
"2011-11-30",35.849998
"2011-12-01",35.990002
"2011-12-02",36.610001
"2011-12-05",36.939999
"2011-12-06",36.830002
"2011-12-07",37.099998
"2011-12-08",35.919998
"2011-12-09",36.560001
"2011-12-12",36.650002
"2011-12-13",36.330002
"2011-12-14",35.16
"2011-12-15",35.189999
"2011-12-16",35.32
"2011-12-19",34.75
"2011-12-20",36.169998
"2011-12-21",36.27
"2011-12-22",36.950001
"2011-12-23",37.700001
"2011-12-27",37.610001
"2011-12-28",37.240002
"2011-12-29",37.709999
"2011-12-30",37.5
"2012-01-03",38.310001
"2012-01-04",38.849998
"2012-01-05",39.5
"2012-01-06",39.91
"2012-01-09",39.75
"2012-01-10",39.630001
"2012-01-11",38.700001
"2012-01-12",38.73
"2012-01-13",38.400002
"2012-01-17",38.48
"2012-01-18",39.02
"2012-01-19",39.439999
"2012-01-20",39.310001
"2012-01-23",39.25
"2012-01-24",39.25
"2012-01-25",39.560001
"2012-01-26",39.349998
"2012-01-27",39.25
"2012-01-30",38.990002
"2012-01-31",38.900002
"2012-02-01",39.330002
"2012-02-02",38.91
"2012-02-03",40
"2012-02-06",40.459999
"2012-02-07",40.98
"2012-02-08",41.27
"2012-02-09",41.529999
"2012-02-10",41.450001
"2012-02-13",41.790001
"2012-02-14",41.599998
"2012-02-15",41.25
"2012-02-16",41.540001
"2012-02-17",41.75
"2012-02-21",41.57
"2012-02-22",41.27
"2012-02-23",41.48
"2012-02-24",41.310001
"2012-02-27",41.639999
"2012-02-28",41.93
"2012-02-29",41.990002
"2012-03-01",42.389999
"2012-03-02",42.360001
"2012-03-05",42.700001
"2012-03-06",42
"2012-03-07",41.75
"2012-03-08",42.02
"2012-03-09",42.240002
"2012-03-12",42.34
"2012-03-13",44.009998
"2012-03-14",43.48
"2012-03-15",43.470001
"2012-03-16",43.189999
"2012-03-19",43.439999
"2012-03-20",43.240002
"2012-03-21",43.27
"2012-03-22",43.290001
"2012-03-23",43.650002
"2012-03-26",44.380001
"2012-03-27",44.150002
"2012-03-28",43.509998
"2012-03-29",43.009998
"2012-03-30",43.779999
"2012-04-02",43.84
"2012-04-03",43.290001
"2012-04-04",42.93
"2012-04-05",43.080002
"2012-04-09",42.110001
"2012-04-10",40.990002
"2012-04-11",41.369999
"2012-04-12",42.150002
"2012-04-13",41.849998
"2012-04-16",41.66
"2012-04-17",42.68
"2012-04-18",42.490002
"2012-04-19",42.080002
"2012-04-20",42.349998
"2012-04-23",42.009998
"2012-04-24",42.18
"2012-04-25",42.700001
"2012-04-26",43.360001
"2012-04-27",43.349998
"2012-04-30",43.110001
"2012-05-01",43.790001
"2012-05-02",43.540001
"2012-05-03",43.810001
"2012-05-04",42.93
"2012-05-07",43.82
"2012-05-08",44.299999
"2012-05-09",45.02
"2012-05-10",45.279999
"2012-05-11",45.560001
"2012-05-14",45.169998
"2012-05-15",45.009998
"2012-05-16",45.080002
"2012-05-17",44.330002
"2012-05-18",43.810001
"2012-05-21",44.389999
"2012-05-22",44.389999
"2012-05-23",44.209999
"2012-05-24",44.439999
"2012-05-25",44.5
"2012-05-29",45.48
"2012-05-30",45.200001
"2012-05-31",45.709999
"2012-06-01",44.400002
"2012-06-04",44.41
"2012-06-05",44.84
"2012-06-06",45.529999
"2012-06-07",45.630001
"2012-06-08",46.240002
"2012-06-11",45.799999
"2012-06-12",46.380001
"2012-06-13",46.23
"2012-06-14",47.18
"2012-06-15",47.09
"2012-06-18",47.099998
"2012-06-19",47.509998
"2012-06-20",47.73
"2012-06-21",47.400002
"2012-06-22",47.470001
"2012-06-25",46.700001
"2012-06-26",47.299999
"2012-06-27",47.869999
"2012-06-28",47.82
"2012-06-29",48.5
"2012-07-02",48.720001
"2012-07-03",48.59
"2012-07-05",48.110001
"2012-07-06",48.040001
"2012-07-09",48
"2012-07-10",47.360001
"2012-07-11",47.27
"2012-07-12",47.41
"2012-07-13",48.189999
"2012-07-16",47.860001
"2012-07-17",49.349998
"2012-07-18",49.349998
"2012-07-19",48.990002
"2012-07-20",48.59
"2012-07-23",47.98
"2012-07-24",48.16
"2012-07-25",48.299999
"2012-07-26",49.709999
"2012-07-27",49.939999
"2012-07-30",49.799999
"2012-07-31",49.139999
"2012-08-01",48.82
"2012-08-02",48.98
"2012-08-03",49.77
"2012-08-06",49.650002
"2012-08-07",49.810001
"2012-08-08",50.490002
"2012-08-09",49.959999
"2012-08-10",49.650002
"2012-08-13",49.860001
"2012-08-14",49.689999
"2012-08-15",49.889999
"2012-08-16",50.25
"2012-08-17",50.459999
"2012-08-20",50.450001
"2012-08-21",49.639999
"2012-08-22",49.66
"2012-08-23",49.169998
"2012-08-24",49.560001
"2012-08-27",49.630001
"2012-08-28",49.630001
"2012-08-29",50.040001
"2012-08-30",49.419998
"2012-08-31",49.470001
"2012-09-04",49.66
"2012-09-05",50.790001
"2012-09-06",51.860001
"2012-09-07",51.740002
"2012-09-10",51.52
"2012-09-11",51.560001
"2012-09-12",51.700001
"2012-09-13",52.599998
"2012-09-14",52.349998
"2012-09-17",52.150002
"2012-09-18",51.900002
"2012-09-19",52.700001
"2012-09-20",52.66
"2012-09-21",52.740002
"2012-09-24",52.919998
"2012-09-25",52.540001
"2012-09-26",51.939999
"2012-09-27",52.580002
"2012-09-28",52.279999
"2012-10-01",52.07
"2012-10-02",51.639999
"2012-10-03",52.470001
"2012-10-04",52.630001
"2012-10-05",52.970001
"2012-10-08",52.330002
"2012-10-09",51.509998
"2012-10-10",51.209999
"2012-10-11",50.34
"2012-10-12",50.59
"2012-10-15",50.790001
"2012-10-16",51.240002
"2012-10-17",52.290001
"2012-10-18",52.419998
"2012-10-19",51.900002
"2012-10-22",51.790001
"2012-10-23",50.759998
"2012-10-24",50.650002
"2012-10-25",50.259998
"2012-10-26",50.080002
"2012-10-31",49.119999
"2012-11-01",49.779999
"2012-11-02",49.860001
"2012-11-05",50.32
"2012-11-06",50.470001
"2012-11-07",50.080002
"2012-11-08",50.040001
"2012-11-09",47.060001
"2012-11-12",47.450001
"2012-11-13",47.959999
"2012-11-14",47.169998
"2012-11-15",47.470001
"2012-11-16",47.419998
"2012-11-19",47.91
"2012-11-20",48.439999
"2012-11-21",48.68
"2012-11-23",49.259998
"2012-11-26",49.029999
"2012-11-27",48.599998
"2012-11-28",49.200001
"2012-11-29",49.720001
"2012-11-30",49.66
"2012-12-03",49.290001
"2012-12-04",49.299999
"2012-12-05",49.59
"2012-12-06",49.060001
"2012-12-07",49.240002
"2012-12-10",49.299999
"2012-12-11",49.48
"2012-12-12",49.639999
"2012-12-13",49.110001
"2012-12-14",48.669998
"2012-12-17",49.279999
"2012-12-18",50.220001
"2012-12-19",49.939999
"2012-12-20",50.93
"2012-12-21",50
"2012-12-24",49.880001
"2012-12-26",49.849998
"2012-12-27",49.529999
"2012-12-28",49.150002
"2012-12-31",49.790001
"2013-01-02",51.099998
"2013-01-03",51.209999
"2013-01-04",52.189999
"2013-01-07",50.970001
"2013-01-08",50.759998
"2013-01-09",50.779999
"2013-01-10",50.790001
"2013-01-11",50.580002
"2013-01-14",50.59
"2013-01-15",51.09
"2013-01-16",51.529999
"2013-01-17",52.41
"2013-01-18",52.34
"2013-01-22",52.73
"2013-01-23",53.950001
"2013-01-24",53.950001
"2013-01-25",54.380001
"2013-01-28",54.360001
"2013-01-29",53.990002
"2013-01-30",53.790001
"2013-01-31",53.880001
"2013-02-01",54.59
"2013-02-04",53.900002
"2013-02-05",54.290001
"2013-02-06",54.52
"2013-02-07",54.360001
"2013-02-08",54.66
"2013-02-11",54.75
"2013-02-12",54.950001
"2013-02-13",54.959999
"2013-02-14",54.880001
"2013-02-15",55.610001
"2013-02-19",55.73
"2013-02-20",54.599998
"2013-02-21",54.169998
"2013-02-22",54.25
"2013-02-25",53.59
"2013-02-26",53.900002
"2013-02-27",54.48
"2013-02-28",54.59
"2013-03-01",55.330002
"2013-03-04",55.799999
"2013-03-05",56.48
"2013-03-06",56.360001
"2013-03-07",56.32
"2013-03-08",57.389999
"2013-03-11",57.66
"2013-03-12",57.110001
"2013-03-13",57.34
"2013-03-14",57.75
"2013-03-15",57.580002
"2013-03-18",56.830002
"2013-03-19",56.310001
"2013-03-20",56.939999
"2013-03-21",56.310001
"2013-03-22",56.779999
"2013-03-25",56.209999
"2013-03-26",56.630001
"2013-03-27",56.470001
"2013-03-28",56.799999
"2013-04-01",56.689999
"2013-04-02",57.459999
"2013-04-03",57.25
"2013-04-04",57.59
"2013-04-05",57.700001
"2013-04-08",58.82
"2013-04-09",59.139999
"2013-04-10",60.110001
"2013-04-11",60.549999
"2013-04-12",60.549999
"2013-04-15",58.880001
"2013-04-16",60.75
"2013-04-17",60.68
"2013-04-18",59.990002
"2013-04-19",61.560001
"2013-04-22",62.009998
"2013-04-23",62.59
"2013-04-24",61.939999
"2013-04-25",62
"2013-04-26",61.869999
"2013-04-29",63
"2013-04-30",62.84
"2013-05-01",63.209999
"2013-05-02",63.880001
"2013-05-03",64.800003
"2013-05-06",65.059998
"2013-05-07",66.07
"2013-05-08",65.989998
"2013-05-09",66.669998
"2013-05-10",67.199997
"2013-05-13",67.32
"2013-05-14",67.470001
"2013-05-15",67.669998
"2013-05-16",66.470001
"2013-05-17",66.580002
"2013-05-20",66.120003
"2013-05-21",65.830002
"2013-05-22",65.57
"2013-05-23",65.230003
"2013-05-24",65.489998
"2013-05-28",66.690002
"2013-05-29",66.260002
"2013-05-30",64.650002
"2013-05-31",63.080002
"2013-06-03",63.799999
"2013-06-04",64.349998
"2013-06-05",63.119999
"2013-06-06",63.139999
"2013-06-07",64.849998
"2013-06-10",63.830002
"2013-06-11",63.799999
"2013-06-12",62.990002
"2013-06-13",64.300003
"2013-06-14",63.799999
"2013-06-17",64.489998
"2013-06-18",65.290001
"2013-06-19",64.330002
"2013-06-20",61.98
"2013-06-21",62.73
"2013-06-24",62.439999
"2013-06-25",62.57
"2013-06-26",63.209999
"2013-06-27",63.720001
"2013-06-28",63.150002
"2013-07-01",63.93
"2013-07-02",63.259998
"2013-07-03",63.610001
"2013-07-05",63.82
"2013-07-08",64.709999
"2013-07-09",64.940002
"2013-07-10",64.910004
"2013-07-11",66.580002
"2013-07-12",66.980003
"2013-07-15",65.93
"2013-07-16",65.029999
"2013-07-17",65.360001
"2013-07-18",65.82
"2013-07-19",65.160004
"2013-07-22",64.400002
"2013-07-23",64.449997
"2013-07-24",64.639999
"2013-07-25",64.550003
"2013-07-26",64.980003
"2013-07-29",64.610001
"2013-07-30",64.18
"2013-07-31",64.650002
"2013-08-01",65.360001
"2013-08-02",66.510002
"2013-08-05",66.019997
"2013-08-06",67.050003
"2013-08-07",65.910004
"2013-08-08",65.75
"2013-08-09",64.730003
"2013-08-12",63.93
"2013-08-13",63.98
"2013-08-14",63.959999
"2013-08-15",62.380001
"2013-08-16",62.169998
"2013-08-19",61.830002
"2013-08-20",61.880001
"2013-08-21",61.139999
"2013-08-22",61.639999
"2013-08-23",61.73
"2013-08-26",61.349998
"2013-08-27",60.689999
"2013-08-28",60.810001
"2013-08-29",61.080002
"2013-08-30",60.830002
"2013-09-03",60.93
"2013-09-04",61.110001
"2013-09-05",61.299999
"2013-09-06",61.389999
"2013-09-09",61.59
"2013-09-10",62.830002
"2013-09-11",63.939999
"2013-09-12",65.489998
"2013-09-13",66.690002
"2013-09-16",66.940002
"2013-09-17",66.980003
"2013-09-18",67.110001
"2013-09-19",65.720001
"2013-09-20",65.010002
"2013-09-23",64.75
"2013-09-24",64.32
"2013-09-25",64.449997
"2013-09-26",65.239998
"2013-09-27",65.190002
"2013-09-30",64.489998
"2013-10-01",64.830002
"2013-10-02",64.879997
"2013-10-03",64.019997
"2013-10-04",65.300003
"2013-10-07",64.589996
"2013-10-08",64
"2013-10-09",63.59
"2013-10-10",65.580002
"2013-10-11",66.209999
"2013-10-14",66.830002
"2013-10-15",66.440002
"2013-10-16",66.349998
"2013-10-17",66.419998
"2013-10-18",67.150002
"2013-10-21",67.610001
"2013-10-22",69
"2013-10-23",68.120003
"2013-10-24",69.050003
"2013-10-25",69.260002
"2013-10-28",69
"2013-10-29",68.919998
"2013-10-30",68.470001
"2013-10-31",68.589996
"2013-11-01",69.010002
"2013-11-04",68.809998
"2013-11-05",68.849998
"2013-11-06",69
"2013-11-07",67.150002
"2013-11-08",68.580002
"2013-11-11",68.339996
"2013-11-12",67.769997
"2013-11-13",68.970001
"2013-11-14",70.019997
"2013-11-15",70
"2013-11-18",69.5
"2013-11-19",69.120003
"2013-11-20",69.230003
"2013-11-21",69.940002
"2013-11-22",70.199997
"2013-11-25",69.739998
"2013-11-26",71.18
"2013-11-27",70.769997
"2013-11-29",70.540001
"2013-12-02",70.910004
"2013-12-03",69.900002
"2013-12-04",69.970001
"2013-12-05",70.230003
"2013-12-06",71.459999
"2013-12-09",71.110001
"2013-12-10",71.57
"2013-12-11",70.519997
"2013-12-12",69.629997
"2013-12-13",69.620003
"2013-12-16",70.510002
"2013-12-17",70.660004
"2013-12-18",72.199997
"2013-12-19",72.970001
"2013-12-20",72.400002
"2013-12-23",73.279999
"2013-12-24",73.849998
"2013-12-26",74.620003
"2013-12-27",74.349998
"2013-12-30",76.230003
"2013-12-31",76.400002
"2014-01-02",76.269997
"2014-01-03",76.110001
"2014-01-06",75.82
"2014-01-07",76.339996
"2014-01-08",75.220001
"2014-01-09",74.900002
"2014-01-10",75.389999
"2014-01-13",73.269997
"2014-01-14",74.449997
"2014-01-15",74.279999
"2014-01-16",74.209999
"2014-01-17",73.980003
"2014-01-21",74.199997
"2014-01-22",75.309998
"2014-01-23",74.790001
"2014-01-24",72.720001
"2014-01-27",72.25
"2014-01-28",72.879997
"2014-01-29",71.330002
"2014-01-30",73.220001
"2014-01-31",72.610001
"2014-02-03",69.989998
"2014-02-04",71.050003
"2014-02-05",71.760002
"2014-02-06",75.559998
"2014-02-07",75.669998
"2014-02-10",77.059998
"2014-02-11",77.790001
"2014-02-12",77.910004
"2014-02-13",77.900002
"2014-02-14",79.230003
"2014-02-18",79.580002
"2014-02-19",78.870003
"2014-02-20",79.190002
"2014-02-21",80.129997
"2014-02-24",80.730003
"2014-02-25",80.209999
"2014-02-26",80.080002
"2014-02-27",80.480003
"2014-02-28",80.809998
"2014-03-03",79.459999
"2014-03-04",81.709999
"2014-03-05",82.68
"2014-03-06",83.339996
"2014-03-07",82.209999
"2014-03-10",81.970001
"2014-03-11",81.050003
"2014-03-12",81.379997
"2014-03-13",79.93
"2014-03-14",80.07
"2014-03-17",81.389999
"2014-03-18",81.989998
"2014-03-19",80.519997
"2014-03-20",80.809998
"2014-03-21",80.349998
"2014-03-24",79.489998
"2014-03-25",79.550003
"2014-03-26",78.620003
"2014-03-27",78.480003
"2014-03-28",78.989998
"2014-03-31",80.07
"2014-04-01",81.57
"2014-04-02",81.669998
"2014-04-03",81.690002
"2014-04-04",80.43
"2014-04-07",79.129997
"2014-04-08",79.57
"2014-04-09",80.470001
"2014-04-10",77.510002
"2014-04-11",77.010002
"2014-04-14",77.620003
"2014-04-15",77.660004
"2014-04-16",78.949997
"2014-04-17",79.989998
"2014-04-21",79.110001
"2014-04-22",79.449997
"2014-04-23",79.519997
"2014-04-24",79.589996
"2014-04-25",78.230003
"2014-04-28",77.779999
"2014-04-29",78.639999
"2014-04-30",79.339996
"2014-05-01",79.559998
"2014-05-02",80.309998
"2014-05-05",81.220001
"2014-05-06",81.029999
"2014-05-07",80.290001
"2014-05-08",81.599998
"2014-05-09",81.949997
"2014-05-12",82.419998
"2014-05-13",82.080002
"2014-05-14",80.919998
"2014-05-15",80.150002
