"Index","XOM.Close"
"2011-05-06",82.690002
"2011-05-09",83.18
"2011-05-10",83.339996
"2011-05-11",81.120003
"2011-05-12",81.050003
"2011-05-13",80.870003
"2011-05-16",80.239998
"2011-05-17",80.410004
"2011-05-18",81.739998
"2011-05-19",82.330002
"2011-05-20",81.57
"2011-05-23",80.669998
"2011-05-24",81.290001
"2011-05-25",81.959999
"2011-05-26",82.389999
"2011-05-27",82.629997
"2011-05-31",83.470001
"2011-06-01",82.029999
"2011-06-02",81.330002
"2011-06-03",81.18
"2011-06-06",80.290001
"2011-06-07",80
"2011-06-08",80.760002
"2011-06-09",81.18
"2011-06-10",79.779999
"2011-06-13",79.230003
"2011-06-14",80.379997
"2011-06-15",78.660004
"2011-06-16",79.220001
"2011-06-17",79.019997
"2011-06-20",79.709999
"2011-06-21",80.57
"2011-06-22",79.82
"2011-06-23",78.440002
"2011-06-24",76.779999
"2011-06-27",77.919998
"2011-06-28",79.629997
"2011-06-29",80.25
"2011-06-30",81.379997
"2011-07-01",82.010002
"2011-07-05",81.599998
"2011-07-06",81.57
"2011-07-07",82.360001
"2011-07-08",82.419998
"2011-07-11",81.900002
"2011-07-12",81.889999
"2011-07-13",82.480003
"2011-07-14",82.239998
"2011-07-15",83
"2011-07-18",82.650002
"2011-07-19",83.629997
"2011-07-20",83.300003
"2011-07-21",85.019997
"2011-07-22",85.220001
"2011-07-25",84.57
"2011-07-26",84.370003
"2011-07-27",83.309998
"2011-07-28",81.459999
"2011-07-29",79.790001
"2011-08-01",79.599998
"2011-08-02",77.839996
"2011-08-03",77.720001
"2011-08-04",73.839996
"2011-08-05",74.82
"2011-08-08",70.190002
"2011-08-09",71.639999
"2011-08-10",68.029999
"2011-08-11",71.580002
"2011-08-12",72
"2011-08-15",74.290001
"2011-08-16",73.5
"2011-08-17",74.160004
"2011-08-18",70.940002
"2011-08-19",69.800003
"2011-08-22",70.18
"2011-08-23",73.660004
"2011-08-24",73.540001
"2011-08-25",71.769997
"2011-08-26",72.639999
"2011-08-29",74.120003
"2011-08-30",73.910004
"2011-08-31",74.019997
"2011-09-01",73.489998
"2011-09-02",72.139999
"2011-09-06",71.150002
"2011-09-07",73.650002
"2011-09-08",72.82
"2011-09-09",71.010002
"2011-09-12",71.839996
"2011-09-13",71.650002
"2011-09-14",72.639999
"2011-09-15",74.010002
"2011-09-16",74.550003
"2011-09-19",73.699997
"2011-09-20",74.010002
"2011-09-21",71.970001
"2011-09-22",69.239998
"2011-09-23",69.309998
"2011-09-26",71.720001
"2011-09-27",72.910004
"2011-09-28",72.07
"2011-09-29",73.879997
"2011-09-30",72.629997
"2011-10-03",71.150002
"2011-10-04",72.830002
"2011-10-05",73.949997
"2011-10-06",73.889999
"2011-10-07",73.559998
"2011-10-10",76.279999
"2011-10-11",76.269997
"2011-10-12",77.160004
"2011-10-13",76.370003
"2011-10-14",78.110001
"2011-10-17",77.470001
"2011-10-18",78.889999
"2011-10-19",78.43
"2011-10-20",78.709999
"2011-10-21",80.129997
"2011-10-24",80.169998
"2011-10-25",79.440002
"2011-10-26",81.07
"2011-10-27",81.879997
"2011-10-28",81.480003
"2011-10-31",78.089996
"2011-11-01",75.940002
"2011-11-02",77.370003
"2011-11-03",78.860001
"2011-11-04",78.519997
"2011-11-07",79.349998
"2011-11-08",79.760002
"2011-11-09",77.389999
"2011-11-10",78.699997
"2011-11-11",79.720001
"2011-11-14",78.959999
"2011-11-15",79.089996
"2011-11-16",78.25
"2011-11-17",77.860001
"2011-11-18",77.900002
"2011-11-21",76.910004
"2011-11-22",76.029999
"2011-11-23",74.580002
"2011-11-25",73.900002
"2011-11-28",75.839996
"2011-11-29",76.93
"2011-11-30",80.440002
"2011-12-01",79.790001
"2011-12-02",79.790001
"2011-12-05",80.449997
"2011-12-06",80.82
"2011-12-07",81.080002
"2011-12-08",79.870003
"2011-12-09",81.339996
"2011-12-12",80.050003
"2011-12-13",80.529999
"2011-12-14",79.440002
"2011-12-15",80.029999
"2011-12-16",80.160004
"2011-12-19",79.529999
"2011-12-20",82
"2011-12-21",83.120003
"2011-12-22",84.290001
"2011-12-23",85.220001
"2011-12-27",85.279999
"2011-12-28",84.18
"2011-12-29",85.269997
"2011-12-30",84.760002
"2012-01-03",86
"2012-01-04",86.019997
"2012-01-05",85.760002
"2012-01-06",85.120003
"2012-01-09",85.5
"2012-01-10",85.720001
"2012-01-11",85.080002
"2012-01-12",84.739998
"2012-01-13",84.879997
"2012-01-17",85.690002
"2012-01-18",86.449997
"2012-01-19",87.029999
"2012-01-20",87.489998
"2012-01-23",87.470001
"2012-01-24",87.18
"2012-01-25",87.220001
"2012-01-26",86.769997
"2012-01-27",85.830002
"2012-01-30",85.489998
"2012-01-31",83.739998
"2012-02-01",83.970001
"2012-02-02",83.529999
"2012-02-03",84.919998
"2012-02-06",85.75
"2012-02-07",86.339996
"2012-02-08",85.32
"2012-02-09",84.879997
"2012-02-10",83.800003
"2012-02-13",84.419998
"2012-02-14",84.669998
"2012-02-15",84.120003
"2012-02-16",85.410004
"2012-02-17",85.620003
"2012-02-21",86.57
"2012-02-22",86.919998
"2012-02-23",87.019997
"2012-02-24",87.339996
"2012-02-27",87.230003
"2012-02-28",87.139999
"2012-02-29",86.5
"2012-03-01",86.830002
"2012-03-02",86.330002
"2012-03-05",87.010002
"2012-03-06",85.860001
"2012-03-07",85.830002
"2012-03-08",84.830002
"2012-03-09",84.300003
"2012-03-12",85.550003
"2012-03-13",86.860001
"2012-03-14",86.019997
"2012-03-15",86.089996
"2012-03-16",86.440002
"2012-03-19",86.989998
"2012-03-20",86.599998
"2012-03-21",86.010002
"2012-03-22",85.330002
"2012-03-23",85.550003
"2012-03-26",87.029999
"2012-03-27",86.620003
"2012-03-28",85.860001
"2012-03-29",86.080002
"2012-03-30",86.730003
"2012-04-02",87.07
"2012-04-03",85.830002
"2012-04-04",84.980003
"2012-04-05",84.82
"2012-04-09",83.879997
"2012-04-10",82.169998
"2012-04-11",82.699997
"2012-04-12",83.599998
"2012-04-13",82.949997
"2012-04-16",84.010002
"2012-04-17",85.449997
"2012-04-18",85.75
"2012-04-19",85.279999
"2012-04-20",85.300003
"2012-04-23",85.690002
"2012-04-24",86.309998
"2012-04-25",86.849998
"2012-04-26",86.07
"2012-04-27",86.080002
"2012-04-30",86.339996
"2012-05-01",87.040001
"2012-05-02",86.199997
"2012-05-03",85.650002
"2012-05-04",84.57
"2012-05-07",84.480003
"2012-05-08",84.019997
"2012-05-09",83.309998
"2012-05-10",82.839996
"2012-05-11",83.099998
"2012-05-14",82.120003
"2012-05-15",81.790001
"2012-05-16",82.169998
"2012-05-17",81.910004
"2012-05-18",81.470001
"2012-05-21",82.040001
"2012-05-22",81.949997
"2012-05-23",82.040001
"2012-05-24",82.610001
"2012-05-25",82.080002
"2012-05-29",81.93
"2012-05-30",79.790001
"2012-05-31",78.629997
"2012-06-01",77.919998
"2012-06-04",77.830002
"2012-06-05",77.599998
"2012-06-06",80.18
"2012-06-07",80.690002
"2012-06-08",80.839996
"2012-06-11",80.269997
"2012-06-12",81.260002
"2012-06-13",80.629997
"2012-06-14",82.129997
"2012-06-15",83.220001
"2012-06-18",83.110001
"2012-06-19",84.480003
"2012-06-20",84.970001
"2012-06-21",82.110001
"2012-06-22",82.110001
"2012-06-25",81.239998
"2012-06-26",82.400002
"2012-06-27",83.199997
"2012-06-28",83.099998
"2012-06-29",85.57
"2012-07-02",85.339996
"2012-07-03",86.279999
"2012-07-05",85.57
"2012-07-06",84.800003
"2012-07-09",83.650002
"2012-07-10",83.110001
"2012-07-11",84.379997
"2012-07-12",84.120003
"2012-07-13",85.470001
"2012-07-16",85.050003
"2012-07-17",85.730003
"2012-07-18",86.209999
"2012-07-19",86.209999
"2012-07-20",85.949997
"2012-07-23",85.209999
"2012-07-24",84.580002
"2012-07-25",85.239998
"2012-07-26",86.519997
"2012-07-27",87.449997
"2012-07-30",87.559998
"2012-07-31",86.849998
"2012-08-01",86.910004
"2012-08-02",85.879997
"2012-08-03",87.550003
"2012-08-06",87.449997
"2012-08-07",87.919998
"2012-08-08",88.279999
"2012-08-09",88.199997
"2012-08-10",88.440002
"2012-08-13",88.139999
"2012-08-14",88.199997
"2012-08-15",88
"2012-08-16",88.669998
"2012-08-17",88.400002
"2012-08-20",87.949997
"2012-08-21",87.459999
"2012-08-22",87.730003
"2012-08-23",87.309998
"2012-08-24",88.050003
"2012-08-27",87.739998
"2012-08-28",88.099998
"2012-08-29",87.900002
"2012-08-30",87.199997
"2012-08-31",87.300003
"2012-09-04",87.120003
"2012-09-05",87.330002
"2012-09-06",88.989998
"2012-09-07",89.919998
"2012-09-10",89.480003
"2012-09-11",89.620003
"2012-09-12",89.550003
"2012-09-13",91.230003
"2012-09-14",92.300003
"2012-09-17",91.910004
"2012-09-18",91.650002
"2012-09-19",90.57
"2012-09-20",91.519997
"2012-09-21",91.919998
"2012-09-24",91.879997
"2012-09-25",91.739998
"2012-09-26",91.230003
"2012-09-27",91.800003
"2012-09-28",91.449997
"2012-10-01",91.800003
"2012-10-02",91.720001
"2012-10-03",91.699997
"2012-10-04",92.220001
"2012-10-05",92.550003
"2012-10-08",92.68
"2012-10-09",92.129997
"2012-10-10",91.029999
"2012-10-11",91.169998
"2012-10-12",91.029999
"2012-10-15",91.510002
"2012-10-16",92.379997
"2012-10-17",93.389999
"2012-10-18",93.480003
"2012-10-19",92.150002
"2012-10-22",92.190002
"2012-10-23",90.18
"2012-10-24",89.879997
"2012-10-25",90.43
"2012-10-26",90.620003
"2012-10-31",91.169998
"2012-11-01",91.599998
"2012-11-02",90.269997
"2012-11-05",90.629997
"2012-11-06",91.610001
"2012-11-07",88.18
"2012-11-08",87.07
"2012-11-09",87.209999
"2012-11-12",87.32
"2012-11-13",86.470001
"2012-11-14",86.07
"2012-11-15",86.139999
"2012-11-16",86.449997
"2012-11-19",87.669998
"2012-11-20",87.5
"2012-11-21",88.010002
"2012-11-23",89.089996
"2012-11-26",88.620003
"2012-11-27",87.349998
"2012-11-28",88.099998
"2012-11-29",88.120003
"2012-11-30",88.139999
"2012-12-03",87.610001
"2012-12-04",87.190002
"2012-12-05",87.730003
"2012-12-06",88
"2012-12-07",88.599998
"2012-12-10",88.410004
"2012-12-11",88.989998
"2012-12-12",89.449997
"2012-12-13",88.580002
"2012-12-14",88.080002
"2012-12-17",88.870003
"2012-12-18",89.559998
"2012-12-19",88.440002
"2012-12-20",88.889999
"2012-12-21",87.230003
"2012-12-24",86.919998
"2012-12-26",87.07
"2012-12-27",86.860001
"2012-12-28",85.099998
"2012-12-31",86.550003
"2013-01-02",88.709999
"2013-01-03",88.550003
"2013-01-04",88.959999
"2013-01-07",87.93
"2013-01-08",88.480003
"2013-01-09",88.139999
"2013-01-10",89.099998
"2013-01-11",89.610001
"2013-01-14",89.580002
"2013-01-15",89.529999
"2013-01-16",89.470001
"2013-01-17",90.199997
"2013-01-18",90.800003
"2013-01-22",90.919998
"2013-01-23",90.699997
"2013-01-24",91.349998
"2013-01-25",91.730003
"2013-01-28",91.110001
"2013-01-29",91.760002
"2013-01-30",90.669998
"2013-01-31",89.970001
"2013-02-01",90.040001
"2013-02-04",89.150002
"2013-02-05",89.739998
"2013-02-06",89.790001
"2013-02-07",88.25
"2013-02-08",88.610001
"2013-02-11",88.279999
"2013-02-12",88.459999
"2013-02-13",88.669998
"2013-02-14",88.519997
"2013-02-15",88.360001
"2013-02-19",89.32
"2013-02-20",88.970001
"2013-02-21",88.589996
"2013-02-22",89.199997
"2013-02-25",87.699997
"2013-02-26",88.510002
"2013-02-27",89.529999
"2013-02-28",89.550003
"2013-03-01",89.43
"2013-03-04",88.949997
"2013-03-05",89.610001
"2013-03-06",89.559998
"2013-03-07",88.709999
"2013-03-08",88.970001
"2013-03-11",89.160004
"2013-03-12",89.160004
"2013-03-13",89.260002
"2013-03-14",89.830002
"2013-03-15",89.370003
"2013-03-18",88.769997
"2013-03-19",88.580002
"2013-03-20",88.629997
"2013-03-21",88.169998
"2013-03-22",89.290001
"2013-03-25",89.019997
"2013-03-26",90.129997
"2013-03-27",90.580002
"2013-03-28",90.110001
"2013-04-01",90.769997
"2013-04-02",90.580002
"2013-04-03",89.93
"2013-04-04",89.769997
"2013-04-05",89.010002
"2013-04-08",88.599998
"2013-04-09",88.769997
"2013-04-10",88.68
"2013-04-11",89.220001
"2013-04-12",88.989998
"2013-04-15",86.489998
"2013-04-16",86.610001
"2013-04-17",86.080002
"2013-04-18",86.620003
"2013-04-19",87.449997
"2013-04-22",88.089996
"2013-04-23",89.300003
"2013-04-24",89.43
"2013-04-25",88.07
"2013-04-26",88
"2013-04-29",88.209999
"2013-04-30",88.989998
"2013-05-01",87.510002
"2013-05-02",88.629997
"2013-05-03",90.019997
"2013-05-06",90.580002
"2013-05-07",91.150002
"2013-05-08",91.699997
"2013-05-09",91.029999
"2013-05-10",90.139999
"2013-05-13",90.099998
"2013-05-14",91.110001
"2013-05-15",91.239998
"2013-05-16",90.699997
"2013-05-17",91.760002
"2013-05-20",92.519997
"2013-05-21",92.800003
"2013-05-22",92.190002
"2013-05-23",91.790001
"2013-05-24",91.529999
"2013-05-28",92.379997
"2013-05-29",92.080002
"2013-05-30",92.089996
"2013-05-31",90.470001
"2013-06-03",91.459999
"2013-06-04",90.790001
"2013-06-05",89.650002
"2013-06-06",90.230003
"2013-06-07",91.449997
"2013-06-10",91.120003
"2013-06-11",90.459999
"2013-06-12",89.739998
"2013-06-13",91.330002
"2013-06-14",90.580002
"2013-06-17",91.510002
"2013-06-18",91.93
"2013-06-19",91
"2013-06-20",89.050003
"2013-06-21",89.480003
"2013-06-24",88.480003
"2013-06-25",89.110001
"2013-06-26",89.800003
"2013-06-27",90.040001
"2013-06-28",90.349998
"2013-07-01",90.300003
"2013-07-02",90.639999
"2013-07-03",90.690002
"2013-07-05",91.57
"2013-07-08",92.25
"2013-07-09",93.339996
"2013-07-10",92.82
"2013-07-11",93.269997
"2013-07-12",93.400002
"2013-07-15",93.25
"2013-07-16",93.300003
"2013-07-17",93.459999
"2013-07-18",94.379997
"2013-07-19",95.169998
"2013-07-22",94.830002
"2013-07-23",95.199997
"2013-07-24",94.989998
"2013-07-25",94.970001
"2013-07-26",94.790001
"2013-07-29",94.029999
"2013-07-30",93.809998
"2013-07-31",93.75
"2013-08-01",92.730003
"2013-08-02",91.949997
"2013-08-05",91.589996
"2013-08-06",91.470001
"2013-08-07",91.339996
"2013-08-08",91.779999
"2013-08-09",90.720001
"2013-08-12",89.889999
"2013-08-13",89.400002
"2013-08-14",88.949997
"2013-08-15",88.160004
"2013-08-16",87.910004
"2013-08-19",86.919998
"2013-08-20",86.830002
"2013-08-21",86.419998
"2013-08-22",86.980003
"2013-08-23",87.519997
"2013-08-26",87.089996
"2013-08-27",86.82
"2013-08-28",88.839996
"2013-08-29",87.269997
"2013-08-30",87.160004
"2013-09-03",87.150002
"2013-09-04",87.760002
"2013-09-05",87.349998
"2013-09-06",87.25
"2013-09-09",88.040001
"2013-09-10",87.82
"2013-09-11",88.839996
"2013-09-12",87.980003
"2013-09-13",88.400002
"2013-09-16",88.669998
"2013-09-17",88.940002
"2013-09-18",89.580002
"2013-09-19",89.279999
"2013-09-20",88.660004
"2013-09-23",87.75
"2013-09-24",87.360001
"2013-09-25",87.139999
"2013-09-26",87.07
"2013-09-27",86.900002
"2013-09-30",86.040001
"2013-10-01",86
"2013-10-02",86.080002
"2013-10-03",85.5
"2013-10-04",86.32
"2013-10-07",85.900002
"2013-10-08",85.510002
"2013-10-09",85.160004
"2013-10-10",86.040001
"2013-10-11",86.949997
"2013-10-14",87.599998
"2013-10-15",86.790001
"2013-10-16",87.309998
"2013-10-17",87.480003
"2013-10-18",87.550003
"2013-10-21",87.230003
"2013-10-22",87.980003
"2013-10-23",87.610001
"2013-10-24",88.419998
"2013-10-25",87.970001
"2013-10-28",88.230003
"2013-10-29",88.93
"2013-10-30",88.809998
"2013-10-31",89.620003
"2013-11-01",89.82
"2013-11-04",92.099998
"2013-11-05",91.989998
"2013-11-06",93.220001
"2013-11-07",91.959999
"2013-11-08",92.730003
"2013-11-11",92.959999
"2013-11-12",92.669998
"2013-11-13",92.589996
"2013-11-14",93.220001
"2013-11-15",95.269997
"2013-11-18",95.449997
"2013-11-19",95.419998
"2013-11-20",94.68
"2013-11-21",94.690002
"2013-11-22",95.010002
"2013-11-25",95.089996
"2013-11-26",94.269997
"2013-11-27",93.800003
"2013-11-29",93.480003
"2013-12-02",93.519997
"2013-12-03",94.389999
"2013-12-04",94.669998
"2013-12-05",94.129997
"2013-12-06",95.650002
"2013-12-09",95.839996
"2013-12-10",95.709999
"2013-12-11",94.260002
"2013-12-12",95.360001
"2013-12-13",95.309998
"2013-12-16",97.220001
"2013-12-17",96.75
"2013-12-18",99.540001
"2013-12-19",99.43
"2013-12-20",98.68
"2013-12-23",98.510002
"2013-12-24",99.220001
"2013-12-26",100.900002
"2013-12-27",101.510002
"2013-12-30",100.309998
"2013-12-31",101.199997
"2014-01-02",99.75
"2014-01-03",99.510002
"2014-01-06",99.660004
"2014-01-07",101.07
"2014-01-08",100.739998
"2014-01-09",99.760002
"2014-01-10",100.519997
"2014-01-13",98.550003
"2014-01-14",99.120003
"2014-01-15",98.779999
"2014-01-16",98.940002
"2014-01-17",99.160004
"2014-01-21",98.5
"2014-01-22",97.879997
"2014-01-23",96.970001
"2014-01-24",94.849998
"2014-01-27",94.919998
"2014-01-28",95.650002
"2014-01-29",95.110001
"2014-01-30",93.989998
"2014-01-31",92.160004
"2014-02-03",90.050003
"2014-02-04",90.019997
"2014-02-05",89.580002
"2014-02-06",89.800003
"2014-02-07",90.580002
"2014-02-10",89.519997
"2014-02-11",90.839996
"2014-02-12",91.080002
"2014-02-13",91.43
"2014-02-14",94.110001
"2014-02-18",94.07
"2014-02-19",93.949997
"2014-02-20",95.370003
"2014-02-21",95.029999
"2014-02-24",96.440002
"2014-02-25",96.309998
"2014-02-26",95.790001
"2014-02-27",95.839996
"2014-02-28",96.269997
"2014-03-03",95.5
"2014-03-04",96.519997
"2014-03-05",93.800003
"2014-03-06",93.760002
"2014-03-07",94.989998
"2014-03-10",95.5
"2014-03-11",94.010002
"2014-03-12",94.209999
"2014-03-13",93.639999
"2014-03-14",93.470001
"2014-03-17",94.32
"2014-03-18",94.709999
"2014-03-19",93.730003
"2014-03-20",94.580002
"2014-03-21",94.309998
"2014-03-24",94.639999
"2014-03-25",94.910004
"2014-03-26",94.699997
"2014-03-27",96.239998
"2014-03-28",97.699997
"2014-03-31",97.68
"2014-04-01",97.730003
"2014-04-02",97.949997
"2014-04-03",97.93
"2014-04-04",97.360001
"2014-04-07",96.779999
"2014-04-08",97.449997
"2014-04-09",97.330002
"2014-04-10",96.779999
"2014-04-11",96.720001
"2014-04-14",97.860001
"2014-04-15",98.68
"2014-04-16",99.940002
"2014-04-17",100.419998
"2014-04-21",100.93
"2014-04-22",100.370003
"2014-04-23",100.5
"2014-04-24",100.010002
"2014-04-25",100.410004
"2014-04-28",101.169998
"2014-04-29",101.449997
"2014-04-30",102.410004
"2014-05-01",101.410004
