"Index","PEP.Close"
"2010-08-20",64.800003
"2010-08-23",64.82
"2010-08-24",64.779999
"2010-08-25",64.57
"2010-08-26",64.129997
"2010-08-27",64.120003
"2010-08-30",63.599998
"2010-08-31",64.18
"2010-09-01",64.889999
"2010-09-02",64.970001
"2010-09-03",65.57
"2010-09-07",65.480003
"2010-09-08",65.43
"2010-09-09",66.099998
"2010-09-10",66.410004
"2010-09-13",66.25
"2010-09-14",65.980003
"2010-09-15",66.5
"2010-09-16",66.610001
"2010-09-17",66.120003
"2010-09-20",66.889999
"2010-09-21",66.459999
"2010-09-22",66.660004
"2010-09-23",65.790001
"2010-09-24",66.129997
"2010-09-27",66.370003
"2010-09-28",66.779999
"2010-09-29",66.75
"2010-09-30",66.440002
"2010-10-01",67
"2010-10-04",66.870003
"2010-10-05",67.760002
"2010-10-06",68.110001
"2010-10-07",66.099998
"2010-10-08",65.75
"2010-10-11",65.519997
"2010-10-12",66.080002
"2010-10-13",66.400002
"2010-10-14",66.639999
"2010-10-15",66.68
"2010-10-18",66.5
"2010-10-19",65.410004
"2010-10-20",64.970001
"2010-10-21",65.18
"2010-10-22",65.010002
"2010-10-25",65.050003
"2010-10-26",64.790001
"2010-10-27",64.269997
"2010-10-28",65.010002
"2010-10-29",65.300003
"2010-11-01",65.550003
"2010-11-02",65.800003
"2010-11-03",65.199997
"2010-11-04",65.349998
"2010-11-05",65.080002
"2010-11-08",65.110001
"2010-11-09",65.300003
"2010-11-10",65.25
"2010-11-11",64.900002
"2010-11-12",64.639999
"2010-11-15",64.419998
"2010-11-16",64.040001
"2010-11-17",63.939999
"2010-11-18",64.769997
"2010-11-19",64.709999
"2010-11-22",64.699997
"2010-11-23",63.889999
"2010-11-24",64.330002
"2010-11-26",63.900002
"2010-11-29",64.010002
"2010-11-30",64.629997
"2010-12-01",65.629997
"2010-12-02",65.199997
"2010-12-03",65.169998
"2010-12-06",64.730003
"2010-12-07",64.68
"2010-12-08",64.629997
"2010-12-09",64.720001
"2010-12-10",64.900002
"2010-12-13",65.529999
"2010-12-14",65.589996
"2010-12-15",65.239998
"2010-12-16",65.75
"2010-12-17",65.970001
"2010-12-20",66.309998
"2010-12-21",65.400002
"2010-12-22",65.68
"2010-12-23",65.690002
"2010-12-27",65.419998
"2010-12-28",65.279999
"2010-12-29",65.330002
"2010-12-30",65.120003
"2010-12-31",65.330002
"2011-01-03",65.75
"2011-01-04",65.410004
"2011-01-05",66.589996
"2011-01-06",66.839996
"2011-01-07",66.389999
"2011-01-10",66.050003
"2011-01-11",66.330002
"2011-01-12",66.730003
"2011-01-13",66.910004
"2011-01-14",66.779999
"2011-01-18",66.57
"2011-01-19",65.900002
"2011-01-20",65.900002
"2011-01-21",65.870003
"2011-01-24",66.18
"2011-01-25",65.769997
"2011-01-26",65.860001
"2011-01-27",65.559998
"2011-01-28",64.400002
"2011-01-31",64.309998
"2011-02-01",65.050003
"2011-02-02",64.650002
"2011-02-03",64.18
"2011-02-04",63.84
"2011-02-07",63.68
"2011-02-08",64.169998
"2011-02-09",64.419998
"2011-02-10",63.360001
"2011-02-11",63.869999
"2011-02-14",63.34
"2011-02-15",64.349998
"2011-02-16",63.959999
"2011-02-17",64.699997
"2011-02-18",63.41
"2011-02-22",63.150002
"2011-02-23",62.93
"2011-02-24",63.029999
"2011-02-25",63.599998
"2011-02-28",63.419998
"2011-03-01",63.209999
"2011-03-02",62.939999
"2011-03-03",63.75
"2011-03-04",63.400002
"2011-03-07",63.470001
"2011-03-08",63.790001
"2011-03-09",64.650002
"2011-03-10",64.43
"2011-03-11",64.650002
"2011-03-14",64.139999
"2011-03-15",63.009998
"2011-03-16",62.310001
"2011-03-17",63.080002
"2011-03-18",63.240002
"2011-03-21",64.099998
"2011-03-22",63.939999
"2011-03-23",64.199997
"2011-03-24",64.199997
"2011-03-25",63.98
"2011-03-28",64.339996
"2011-03-29",64.160004
"2011-03-30",65.050003
"2011-03-31",64.410004
"2011-04-01",65.220001
"2011-04-04",65.089996
"2011-04-05",65.580002
"2011-04-06",65.75
"2011-04-07",65.919998
"2011-04-08",65.730003
"2011-04-11",66.040001
"2011-04-12",66.57
"2011-04-13",66.449997
"2011-04-14",66.699997
"2011-04-15",67.110001
"2011-04-18",67.150002
"2011-04-19",66.809998
"2011-04-20",67.330002
"2011-04-21",67.410004
"2011-04-25",67.029999
"2011-04-26",67.709999
"2011-04-27",67.93
"2011-04-28",69.720001
"2011-04-29",68.889999
"2011-05-02",69.309998
"2011-05-03",69.589996
"2011-05-04",69.830002
"2011-05-05",68.830002
"2011-05-06",69.269997
"2011-05-09",69.82
"2011-05-10",70.029999
"2011-05-11",70.199997
"2011-05-12",70.959999
"2011-05-13",70.559998
"2011-05-16",70.720001
"2011-05-17",71.110001
"2011-05-18",71.269997
"2011-05-19",71.779999
"2011-05-20",71.300003
"2011-05-23",71.040001
"2011-05-24",70.980003
"2011-05-25",70.449997
"2011-05-26",70.419998
"2011-05-27",70.400002
"2011-05-31",71.120003
"2011-06-01",70.290001
"2011-06-02",69.510002
"2011-06-03",68.970001
"2011-06-06",68.889999
"2011-06-07",68.93
"2011-06-08",68.839996
"2011-06-09",69.510002
"2011-06-10",68.690002
"2011-06-13",69.059998
"2011-06-14",69.57
"2011-06-15",68.480003
"2011-06-16",68.889999
"2011-06-17",68.720001
"2011-06-20",68.980003
"2011-06-21",68.93
"2011-06-22",68.779999
"2011-06-23",67.980003
"2011-06-24",68.449997
"2011-06-27",69.050003
"2011-06-28",69.620003
"2011-06-29",69.959999
"2011-06-30",70.43
"2011-07-01",70.190002
"2011-07-05",69.769997
"2011-07-06",70.169998
"2011-07-07",70.519997
"2011-07-08",69.93
"2011-07-11",69.300003
"2011-07-12",69.010002
"2011-07-13",68.889999
"2011-07-14",68.599998
"2011-07-15",68.529999
"2011-07-18",68
"2011-07-19",68.540001
"2011-07-20",68.489998
"2011-07-21",66.169998
"2011-07-22",65.760002
"2011-07-25",64.370003
"2011-07-26",64.07
"2011-07-27",63.860001
"2011-07-28",63.889999
"2011-07-29",64.040001
"2011-08-01",63.860001
"2011-08-02",63.18
"2011-08-03",64.480003
"2011-08-04",63.349998
"2011-08-05",64.669998
"2011-08-08",62.970001
"2011-08-09",63.09
"2011-08-10",60.32
"2011-08-11",62.869999
"2011-08-12",63.18
"2011-08-15",63.57
"2011-08-16",63.759998
"2011-08-17",64.620003
"2011-08-18",63.09
"2011-08-19",62.07
"2011-08-22",61.919998
"2011-08-23",63.48
"2011-08-24",63.700001
"2011-08-25",63.02
"2011-08-26",63.16
"2011-08-29",64.160004
"2011-08-30",64.519997
"2011-08-31",64.43
"2011-09-01",64.150002
"2011-09-02",63.299999
"2011-09-06",62.450001
"2011-09-07",61.619999
"2011-09-08",61.34
"2011-09-09",59.990002
"2011-09-12",60.139999
"2011-09-13",60.540001
"2011-09-14",61.580002
"2011-09-15",63.220001
"2011-09-16",62.049999
"2011-09-19",60.560001
"2011-09-20",60.389999
"2011-09-21",60.790001
"2011-09-22",60.919998
"2011-09-23",60.34
"2011-09-26",61.889999
"2011-09-27",62.43
"2011-09-28",61.970001
"2011-09-29",62.580002
"2011-09-30",61.900002
"2011-10-03",60.290001
"2011-10-04",60.450001
"2011-10-05",60.290001
"2011-10-06",60.57
"2011-10-07",61.02
"2011-10-10",61.869999
"2011-10-11",60.950001
"2011-10-12",62.700001
"2011-10-13",62.360001
"2011-10-14",62.240002
"2011-10-17",61.889999
"2011-10-18",62.41
"2011-10-19",62.110001
"2011-10-20",62.119999
"2011-10-21",62.279999
"2011-10-24",62.099998
"2011-10-25",61.82
"2011-10-26",62.009998
"2011-10-27",62.880001
"2011-10-28",63.200001
"2011-10-31",62.950001
"2011-11-01",62.23
"2011-11-02",62.41
"2011-11-03",62.799999
"2011-11-04",61.990002
"2011-11-07",62.5
"2011-11-08",63.66
"2011-11-09",62.279999
"2011-11-10",62.959999
"2011-11-11",63.279999
"2011-11-14",62.799999
"2011-11-15",64.5
"2011-11-16",65.089996
"2011-11-17",64.089996
"2011-11-18",63.889999
"2011-11-21",63.150002
"2011-11-22",63.18
"2011-11-23",62.400002
"2011-11-25",62.490002
"2011-11-28",62.990002
"2011-11-29",63.66
"2011-11-30",64
"2011-12-01",64.089996
"2011-12-02",64.279999
"2011-12-05",64.400002
"2011-12-06",64.650002
"2011-12-07",64.910004
"2011-12-08",64.330002
"2011-12-09",65.190002
"2011-12-12",64.660004
"2011-12-13",64.279999
"2011-12-14",63.98
"2011-12-15",64.849998
"2011-12-16",64.709999
"2011-12-19",64.370003
"2011-12-20",65.529999
"2011-12-21",66.040001
"2011-12-22",66.040001
"2011-12-23",66.57
"2011-12-27",66.379997
"2011-12-28",65.910004
"2011-12-29",66.540001
"2011-12-30",66.349998
"2012-01-03",66.400002
"2012-01-04",66.739998
"2012-01-05",66.220001
"2012-01-06",65.389999
"2012-01-09",65.730003
"2012-01-10",65.660004
"2012-01-11",65.010002
"2012-01-12",64.620003
"2012-01-13",64.400002
"2012-01-17",64.650002
"2012-01-18",64.849998
"2012-01-19",65.910004
"2012-01-20",66.279999
"2012-01-23",66.099998
"2012-01-24",66.199997
"2012-01-25",66.699997
"2012-01-26",66.519997
"2012-01-27",65.809998
"2012-01-30",65.410004
"2012-01-31",65.669998
"2012-02-01",66.379997
"2012-02-02",66.400002
"2012-02-03",66.660004
"2012-02-06",66.519997
"2012-02-07",66.760002
"2012-02-08",66.739998
"2012-02-09",64.269997
"2012-02-10",63.950001
"2012-02-13",63.689999
"2012-02-14",63.52
"2012-02-15",63.07
"2012-02-16",62.73
"2012-02-17",62.68
"2012-02-21",63.139999
"2012-02-22",63.099998
"2012-02-23",63.130001
"2012-02-24",63.310001
"2012-02-27",63.32
"2012-02-28",63.32
"2012-02-29",62.939999
"2012-03-01",62.549999
"2012-03-02",62.52
"2012-03-05",62.790001
"2012-03-06",62.279999
"2012-03-07",62.619999
"2012-03-08",62.950001
"2012-03-09",63.150002
"2012-03-12",63.939999
"2012-03-13",64.339996
"2012-03-14",64.059998
"2012-03-15",64.169998
"2012-03-16",64.470001
"2012-03-19",64.730003
"2012-03-20",65.279999
"2012-03-21",65.360001
"2012-03-22",65.389999
"2012-03-23",65.300003
"2012-03-26",65.779999
"2012-03-27",66.010002
"2012-03-28",65.93
"2012-03-29",66.019997
"2012-03-30",66.349998
"2012-04-02",66.739998
"2012-04-03",66.559998
"2012-04-04",66.339996
"2012-04-05",66.150002
"2012-04-09",65.349998
"2012-04-10",64.849998
"2012-04-11",65.150002
"2012-04-12",65.379997
"2012-04-13",65.059998
"2012-04-16",65.989998
"2012-04-17",66.400002
"2012-04-18",66.209999
"2012-04-19",66.150002
"2012-04-20",66.629997
"2012-04-23",66.18
"2012-04-24",66.510002
"2012-04-25",66.669998
"2012-04-26",66.370003
"2012-04-27",66.099998
"2012-04-30",66
"2012-05-01",66.489998
"2012-05-02",66.830002
"2012-05-03",66.910004
"2012-05-04",65.900002
"2012-05-07",66.620003
"2012-05-08",66.519997
"2012-05-09",65.940002
"2012-05-10",66.790001
"2012-05-11",66.800003
"2012-05-14",67.150002
"2012-05-15",67.849998
"2012-05-16",68.75
"2012-05-17",68.769997
"2012-05-18",68.120003
"2012-05-21",67.980003
"2012-05-22",68.080002
"2012-05-23",68
"2012-05-24",68.809998
"2012-05-25",68.639999
"2012-05-29",69.330002
"2012-05-30",68.220001
"2012-05-31",67.849998
"2012-06-01",67.510002
"2012-06-04",67.480003
"2012-06-05",67
"2012-06-06",67.489998
"2012-06-07",67.68
"2012-06-08",68.309998
"2012-06-11",68.050003
"2012-06-12",68.400002
"2012-06-13",68.550003
"2012-06-14",69.269997
"2012-06-15",69.480003
"2012-06-18",69.599998
"2012-06-19",69.309998
"2012-06-20",68.910004
"2012-06-21",68.5
"2012-06-22",68.699997
"2012-06-25",68.610001
"2012-06-26",68.940002
"2012-06-27",69.75
"2012-06-28",69.599998
"2012-06-29",70.660004
"2012-07-02",70.760002
"2012-07-03",70.760002
"2012-07-05",70.169998
"2012-07-06",70.220001
"2012-07-09",69.989998
"2012-07-10",69.870003
"2012-07-11",70.129997
"2012-07-12",69.849998
"2012-07-13",70.410004
"2012-07-16",70.349998
"2012-07-17",70.330002
"2012-07-18",70.379997
"2012-07-19",70.419998
"2012-07-20",69.959999
"2012-07-23",69.339996
"2012-07-24",68.790001
"2012-07-25",70.300003
"2012-07-26",71.220001
"2012-07-27",72.260002
"2012-07-30",72.75
"2012-07-31",72.730003
"2012-08-01",72.400002
"2012-08-02",71.800003
"2012-08-03",72.870003
"2012-08-06",72.480003
"2012-08-07",72.290001
"2012-08-08",72.57
"2012-08-09",72.139999
"2012-08-10",72.129997
"2012-08-13",71.989998
"2012-08-14",72.239998
"2012-08-15",72.620003
"2012-08-16",73.580002
"2012-08-17",73.389999
"2012-08-20",73.330002
"2012-08-21",73.010002
"2012-08-22",72.889999
"2012-08-23",72.660004
"2012-08-24",73.059998
"2012-08-27",73.169998
"2012-08-28",73.120003
"2012-08-29",72.779999
"2012-08-30",72.18
"2012-08-31",72.43
"2012-09-04",72.480003
"2012-09-05",71.540001
"2012-09-06",72.150002
"2012-09-07",72.099998
"2012-09-10",71.839996
"2012-09-11",71.580002
"2012-09-12",70.059998
"2012-09-13",70.879997
"2012-09-14",70.459999
"2012-09-17",70.389999
"2012-09-18",70.730003
"2012-09-19",70.849998
"2012-09-20",71.239998
"2012-09-21",70.550003
"2012-09-24",70.699997
"2012-09-25",70.349998
"2012-09-26",70.419998
"2012-09-27",70.639999
"2012-09-28",70.769997
"2012-10-01",70.650002
"2012-10-02",70.620003
"2012-10-03",70.699997
"2012-10-04",70.870003
"2012-10-05",71.099998
"2012-10-08",71.190002
"2012-10-09",71.110001
"2012-10-10",70.290001
"2012-10-11",69.82
"2012-10-12",70.050003
"2012-10-15",70.339996
"2012-10-16",70.300003
"2012-10-17",70.099998
"2012-10-18",70.760002
"2012-10-19",69.879997
"2012-10-22",69.599998
"2012-10-23",68.519997
"2012-10-24",68.400002
"2012-10-25",68.889999
"2012-10-26",68.980003
"2012-10-31",69.239998
"2012-11-01",69.440002
"2012-11-02",69.050003
"2012-11-05",69
"2012-11-06",69.349998
"2012-11-07",68.989998
"2012-11-08",68.790001
"2012-11-09",68.849998
"2012-11-12",68.610001
"2012-11-13",68.580002
"2012-11-14",68.169998
"2012-11-15",68.190002
"2012-11-16",68.309998
"2012-11-19",68.779999
"2012-11-20",68.910004
"2012-11-21",69.309998
"2012-11-23",70.190002
"2012-11-26",70
"2012-11-27",70.110001
"2012-11-28",70.349998
"2012-11-29",70.309998
"2012-11-30",70.209999
"2012-12-03",69.870003
"2012-12-04",69.860001
"2012-12-05",69.709999
"2012-12-06",70.019997
"2012-12-07",70.260002
"2012-12-10",70.209999
"2012-12-11",70.419998
"2012-12-12",70.239998
"2012-12-13",70.209999
"2012-12-14",70.160004
"2012-12-17",70.370003
"2012-12-18",70.529999
"2012-12-19",69.879997
"2012-12-20",70.110001
"2012-12-21",69.629997
"2012-12-24",69.43
"2012-12-26",68.839996
"2012-12-27",68.669998
"2012-12-28",68.019997
"2012-12-31",68.43
"2013-01-02",69.330002
"2013-01-03",69.360001
"2013-01-04",69.459999
"2013-01-07",69.449997
"2013-01-08",69.660004
"2013-01-09",70.010002
"2013-01-10",70.809998
"2013-01-11",70.879997
"2013-01-14",71.290001
"2013-01-15",71.599998
"2013-01-16",71.480003
"2013-01-17",72.43
"2013-01-18",72.480003
"2013-01-22",72.199997
"2013-01-23",71.809998
"2013-01-24",72.230003
"2013-01-25",72.489998
"2013-01-28",72.610001
"2013-01-29",72.940002
"2013-01-30",73.209999
"2013-01-31",72.849998
"2013-02-01",72.669998
"2013-02-04",72.449997
"2013-02-05",73.150002
"2013-02-06",72.769997
"2013-02-07",72.809998
"2013-02-08",72.599998
"2013-02-11",72.360001
"2013-02-12",72.169998
"2013-02-13",71.5
"2013-02-14",72.279999
"2013-02-15",73.68
"2013-02-19",75.5
"2013-02-20",75.419998
"2013-02-21",75.360001
"2013-02-22",75.57
"2013-02-25",75.190002
"2013-02-26",75.620003
"2013-02-27",75.480003
"2013-02-28",75.769997
"2013-03-01",75.93
"2013-03-04",76.599998
"2013-03-05",76.900002
"2013-03-06",76.800003
"2013-03-07",77.139999
"2013-03-08",77.199997
"2013-03-11",76.849998
"2013-03-12",76.889999
"2013-03-13",76.949997
"2013-03-14",77.190002
"2013-03-15",77.040001
"2013-03-18",76.68
"2013-03-19",76.669998
"2013-03-20",76.32
"2013-03-21",76.150002
"2013-03-22",78.639999
"2013-03-25",77.830002
"2013-03-26",78.919998
"2013-03-27",78.290001
"2013-03-28",79.110001
"2013-04-01",79.099998
"2013-04-02",79.739998
"2013-04-03",78.959999
"2013-04-04",79.529999
"2013-04-05",78.589996
"2013-04-08",79.5
"2013-04-09",79.209999
"2013-04-10",80.059998
"2013-04-11",79.959999
"2013-04-12",79.989998
"2013-04-15",78.919998
"2013-04-16",80
"2013-04-17",78.849998
"2013-04-18",81.25
"2013-04-19",82.769997
"2013-04-22",83.379997
"2013-04-23",84.099998
"2013-04-24",82.339996
"2013-04-25",82.82
"2013-04-26",82.510002
"2013-04-29",82.650002
"2013-04-30",82.470001
"2013-05-01",82.209999
"2013-05-02",82.559998
"2013-05-03",82.830002
"2013-05-06",82.5
"2013-05-07",83.339996
"2013-05-08",83.25
"2013-05-09",82.849998
"2013-05-10",83
"2013-05-13",83.029999
"2013-05-14",83.5
"2013-05-15",84.25
"2013-05-16",83.739998
"2013-05-17",83.800003
"2013-05-20",82.589996
"2013-05-21",82.629997
"2013-05-22",82.970001
"2013-05-23",82.120003
"2013-05-24",82.580002
"2013-05-28",82.43
"2013-05-29",81.120003
"2013-05-30",81.220001
"2013-05-31",80.769997
"2013-06-03",81.400002
"2013-06-04",81.629997
"2013-06-05",81.199997
"2013-06-06",81.660004
"2013-06-07",82.510002
"2013-06-10",82.849998
"2013-06-11",82.529999
"2013-06-12",82.110001
"2013-06-13",81.980003
"2013-06-14",82.129997
"2013-06-17",82.550003
"2013-06-18",82.57
"2013-06-19",80.889999
"2013-06-20",78.910004
"2013-06-21",80.129997
"2013-06-24",80.129997
"2013-06-25",80.040001
"2013-06-26",81.300003
"2013-06-27",81.739998
"2013-06-28",81.790001
"2013-07-01",82.040001
"2013-07-02",81.68
"2013-07-03",80.730003
"2013-07-05",80.800003
"2013-07-08",81.779999
"2013-07-09",82.769997
"2013-07-10",82.989998
"2013-07-11",84.550003
"2013-07-12",84.32
"2013-07-15",84.720001
"2013-07-16",84.019997
"2013-07-17",85.239998
"2013-07-18",86.800003
"2013-07-19",86.410004
"2013-07-22",86.400002
"2013-07-23",86.199997
"2013-07-24",85.639999
"2013-07-25",85.550003
"2013-07-26",85.309998
"2013-07-29",85.25
"2013-07-30",85.110001
"2013-07-31",83.540001
"2013-08-01",84.199997
"2013-08-02",84.290001
"2013-08-05",84.480003
"2013-08-06",85.050003
"2013-08-07",84.760002
"2013-08-08",84.68
"2013-08-09",84.339996
"2013-08-12",83.809998
"2013-08-13",83.389999
"2013-08-14",82.75
"2013-08-15",80.910004
"2013-08-16",80.18
"2013-08-19",80.879997
"2013-08-20",80.290001
"2013-08-21",79.080002
"2013-08-22",79.25
"2013-08-23",79.849998
"2013-08-26",79.690002
"2013-08-27",79.059998
"2013-08-28",79.370003
"2013-08-29",79.330002
"2013-08-30",79.730003
"2013-09-03",80.199997
"2013-09-04",79.529999
"2013-09-05",79.07
"2013-09-06",79.260002
"2013-09-09",79.379997
"2013-09-10",79.43
"2013-09-11",79.849998
"2013-09-12",79.870003
"2013-09-13",80.32
"2013-09-16",81.019997
"2013-09-17",81.660004
"2013-09-18",82.879997
"2013-09-19",81.82
"2013-09-20",81.739998
"2013-09-23",81.019997
"2013-09-24",80.540001
"2013-09-25",80.209999
"2013-09-26",80.540001
"2013-09-27",80.199997
"2013-09-30",79.5
"2013-10-01",79.82
"2013-10-02",79.559998
"2013-10-03",79.440002
"2013-10-04",79.620003
"2013-10-07",79.059998
"2013-10-08",78.93
"2013-10-09",79.5
"2013-10-10",80.690002
"2013-10-11",80.830002
"2013-10-14",81.089996
"2013-10-15",80.599998
"2013-10-16",82.269997
"2013-10-17",82.580002
"2013-10-18",83.010002
"2013-10-21",82.370003
"2013-10-22",83.440002
"2013-10-23",83.330002
"2013-10-24",82.540001
"2013-10-25",83.349998
"2013-10-28",84.610001
"2013-10-29",85.489998
"2013-10-30",84.720001
"2013-10-31",84.089996
"2013-11-01",84.559998
"2013-11-04",84.370003
"2013-11-05",84.620003
"2013-11-06",86.68
"2013-11-07",85.300003
"2013-11-08",85.849998
"2013-11-11",85.449997
"2013-11-12",85.639999
"2013-11-13",85.949997
"2013-11-14",86.389999
"2013-11-15",86.029999
"2013-11-18",85.860001
"2013-11-19",85.290001
"2013-11-20",85.129997
"2013-11-21",85.620003
"2013-11-22",85.739998
"2013-11-25",85.370003
"2013-11-26",84.389999
"2013-11-27",84.419998
"2013-11-29",84.459999
"2013-12-02",83.699997
"2013-12-03",83.800003
"2013-12-04",82.650002
"2013-12-05",81.900002
"2013-12-06",83.150002
"2013-12-09",82.690002
"2013-12-10",82.400002
"2013-12-11",82.669998
"2013-12-12",81.279999
"2013-12-13",80.93
"2013-12-16",81
"2013-12-17",80.459999
"2013-12-18",81.419998
"2013-12-19",81.660004
"2013-12-20",81.809998
"2013-12-23",81.860001
"2013-12-24",82.040001
"2013-12-26",82.449997
"2013-12-27",82.709999
"2013-12-30",82.910004
"2013-12-31",82.940002
"2014-01-02",82.099998
"2014-01-03",82.239998
"2014-01-06",82.279999
"2014-01-07",83.480003
"2014-01-08",83.239998
"2014-01-09",82.849998
"2014-01-10",83.5
"2014-01-13",82.370003
"2014-01-14",82.370003
"2014-01-15",82.889999
"2014-01-16",82.860001
"2014-01-17",82.199997
"2014-01-21",82.919998
"2014-01-22",82.849998
"2014-01-23",82.43
"2014-01-24",81.43
"2014-01-27",82.059998
"2014-01-28",82.32
"2014-01-29",80.220001
"2014-01-30",81.080002
"2014-01-31",80.360001
"2014-02-03",78.57
"2014-02-04",78.82
"2014-02-05",79.419998
"2014-02-06",79.389999
"2014-02-07",80.220001
"2014-02-10",80.599998
"2014-02-11",81.25
"2014-02-12",81.489998
"2014-02-13",79.690002
"2014-02-14",78.089996
"2014-02-18",78.18
"2014-02-19",77.099998
"2014-02-20",78.010002
"2014-02-21",78.220001
"2014-02-24",78.879997
"2014-02-25",79.230003
"2014-02-26",78.650002
"2014-02-27",79.07
"2014-02-28",80.07
"2014-03-03",79.519997
"2014-03-04",80.849998
"2014-03-05",81.110001
"2014-03-06",81.330002
"2014-03-07",81.559998
"2014-03-10",81.730003
"2014-03-11",82.809998
"2014-03-12",82.150002
"2014-03-13",81.800003
"2014-03-14",81
"2014-03-17",82.050003
"2014-03-18",81.949997
"2014-03-19",81.370003
"2014-03-20",81.860001
"2014-03-21",82.139999
"2014-03-24",81.889999
"2014-03-25",82.400002
"2014-03-26",82.870003
"2014-03-27",82.540001
"2014-03-28",82.949997
"2014-03-31",83.5
"2014-04-01",82.879997
"2014-04-02",82.730003
"2014-04-03",82.910004
"2014-04-04",82.589996
"2014-04-07",83.910004
"2014-04-08",83.470001
"2014-04-09",83.910004
"2014-04-10",83.620003
"2014-04-11",83.150002
"2014-04-14",83.550003
"2014-04-15",83.959999
"2014-04-16",84.769997
"2014-04-17",85.550003
"2014-04-21",85.910004
"2014-04-22",85.139999
"2014-04-23",85.410004
"2014-04-24",85.519997
"2014-04-25",85.25
"2014-04-28",86.82
"2014-04-29",85.760002
"2014-04-30",85.889999
"2014-05-01",85.57
"2014-05-02",85.519997
