"Index","JNJ.Close"
"2011-03-07",60.400002
"2011-03-08",60.709999
"2011-03-09",60.400002
"2011-03-10",59.610001
"2011-03-11",59.689999
"2011-03-14",59.130001
"2011-03-15",58.48
"2011-03-16",57.66
"2011-03-17",58.130001
"2011-03-18",58.57
"2011-03-21",58.830002
"2011-03-22",58.790001
"2011-03-23",58.720001
"2011-03-24",59.029999
"2011-03-25",58.98
"2011-03-28",59.240002
"2011-03-29",59.220001
"2011-03-30",59.380001
"2011-03-31",59.25
"2011-04-01",59.490002
"2011-04-04",60.150002
"2011-04-05",59.799999
"2011-04-06",59.66
"2011-04-07",59.48
"2011-04-08",59.459999
"2011-04-11",59.860001
"2011-04-12",59.939999
"2011-04-13",59.599998
"2011-04-14",60.02
"2011-04-15",60.560001
"2011-04-18",60.459999
"2011-04-19",62.689999
"2011-04-20",64.389999
"2011-04-21",64.07
"2011-04-25",64.110001
"2011-04-26",64.949997
"2011-04-27",65.57
"2011-04-28",65.379997
"2011-04-29",65.720001
"2011-05-02",66.209999
"2011-05-03",66.260002
"2011-05-04",65.669998
"2011-05-05",65.010002
"2011-05-06",65.269997
"2011-05-09",65.629997
"2011-05-10",65.760002
"2011-05-11",66.57
"2011-05-12",67.190002
"2011-05-13",66.620003
"2011-05-16",66.370003
"2011-05-17",66.400002
"2011-05-18",66.5
"2011-05-19",66.389999
"2011-05-20",65.690002
"2011-05-23",65.559998
"2011-05-24",65.779999
"2011-05-25",66.290001
"2011-05-26",65.510002
"2011-05-27",66.769997
"2011-05-31",67.290001
"2011-06-01",66.480003
"2011-06-02",66.480003
"2011-06-03",66.089996
"2011-06-06",66.050003
"2011-06-07",65.5
"2011-06-08",66.139999
"2011-06-09",66.779999
"2011-06-10",66.089996
"2011-06-13",66.589996
"2011-06-14",67.099998
"2011-06-15",66.160004
"2011-06-16",66.32
"2011-06-17",66.290001
"2011-06-20",66.510002
"2011-06-21",66.489998
"2011-06-22",66.07
"2011-06-23",65.669998
"2011-06-24",65.059998
"2011-06-27",65.25
"2011-06-28",65.910004
"2011-06-29",66.309998
"2011-06-30",66.519997
"2011-07-01",67.300003
"2011-07-05",67.620003
"2011-07-06",67.550003
"2011-07-07",67.919998
"2011-07-08",67.57
"2011-07-11",67.269997
"2011-07-12",67.029999
"2011-07-13",67.629997
"2011-07-14",67.660004
"2011-07-15",67.449997
"2011-07-18",67.089996
"2011-07-19",66.720001
"2011-07-20",66.239998
"2011-07-21",66.470001
"2011-07-22",66.720001
"2011-07-25",66.25
"2011-07-26",65.919998
"2011-07-27",65.230003
"2011-07-28",65.080002
"2011-07-29",64.790001
"2011-08-01",64.410004
"2011-08-02",63.43
"2011-08-03",63.41
"2011-08-04",61.84
"2011-08-05",62.709999
"2011-08-08",61.119999
"2011-08-09",62.200001
"2011-08-10",60.200001
"2011-08-11",63.439999
"2011-08-12",63.360001
"2011-08-15",64.589996
"2011-08-16",64.360001
"2011-08-17",64.260002
"2011-08-18",63.16
"2011-08-19",63.139999
"2011-08-22",63.290001
"2011-08-23",64.970001
"2011-08-24",65.529999
"2011-08-25",64.550003
"2011-08-26",64.279999
"2011-08-29",65.860001
"2011-08-30",65.769997
"2011-08-31",65.800003
"2011-09-01",65.330002
"2011-09-02",64.07
"2011-09-06",64.639999
"2011-09-07",65.43
"2011-09-08",64.949997
"2011-09-09",63.639999
"2011-09-12",63.59
"2011-09-13",63.610001
"2011-09-14",63.73
"2011-09-15",64.400002
"2011-09-16",64.589996
"2011-09-19",64.139999
"2011-09-20",64.220001
"2011-09-21",63.130001
"2011-09-22",61.919998
"2011-09-23",61.59
"2011-09-26",62.689999
"2011-09-27",63.82
"2011-09-28",63.25
"2011-09-29",63.900002
"2011-09-30",63.689999
"2011-10-03",62.080002
"2011-10-04",62.169998
"2011-10-05",62.349998
"2011-10-06",62.810001
"2011-10-07",63.130001
"2011-10-10",64.43
"2011-10-11",63.959999
"2011-10-12",64.330002
"2011-10-13",64.230003
"2011-10-14",64.720001
"2011-10-17",63.790001
"2011-10-18",64.419998
"2011-10-19",62.639999
"2011-10-20",62.529999
"2011-10-21",63.779999
"2011-10-24",64.730003
"2011-10-25",63.689999
"2011-10-26",64.489998
"2011-10-27",65.5
"2011-10-28",65.599998
"2011-10-31",64.389999
"2011-11-01",63.380001
"2011-11-02",63.639999
"2011-11-03",64.339996
"2011-11-04",64.120003
"2011-11-07",64
"2011-11-08",64.860001
"2011-11-09",63.529999
"2011-11-10",64.120003
"2011-11-11",65.25
"2011-11-14",64.910004
"2011-11-15",64.989998
"2011-11-16",64.400002
"2011-11-17",63.939999
"2011-11-18",63.849998
"2011-11-21",62.939999
"2011-11-22",62.900002
"2011-11-23",61.990002
"2011-11-25",61.27
"2011-11-28",62.369999
"2011-11-29",62.779999
"2011-11-30",64.720001
"2011-12-01",64.449997
"2011-12-02",63.470001
"2011-12-05",63.360001
"2011-12-06",63.490002
"2011-12-07",64.449997
"2011-12-08",63.779999
"2011-12-09",64.529999
"2011-12-12",63.509998
"2011-12-13",63.360001
"2011-12-14",63.18
"2011-12-15",64
"2011-12-16",64.300003
"2011-12-19",63.529999
"2011-12-20",64.519997
"2011-12-21",64.959999
"2011-12-22",65.18
"2011-12-23",65.980003
"2011-12-27",66.019997
"2011-12-28",65.449997
"2011-12-29",65.879997
"2011-12-30",65.580002
"2012-01-03",65.879997
"2012-01-04",65.480003
"2012-01-05",65.400002
"2012-01-06",64.830002
"2012-01-09",64.93
"2012-01-10",65.199997
"2012-01-11",65.129997
"2012-01-12",65.230003
"2012-01-13",65.260002
"2012-01-17",65.120003
"2012-01-18",65.279999
"2012-01-19",65.190002
"2012-01-20",65.269997
"2012-01-23",65
"2012-01-24",65
"2012-01-25",65.220001
"2012-01-26",65.699997
"2012-01-27",65.559998
"2012-01-30",65.709999
"2012-01-31",65.910004
"2012-02-01",65.690002
"2012-02-02",65.589996
"2012-02-03",65.639999
"2012-02-06",65.190002
"2012-02-07",65.260002
"2012-02-08",65.239998
"2012-02-09",64.889999
"2012-02-10",64.599998
"2012-02-13",64.68
"2012-02-14",64.610001
"2012-02-15",64.650002
"2012-02-16",64.919998
"2012-02-17",64.989998
"2012-02-21",65.040001
"2012-02-22",65
"2012-02-23",65.099998
"2012-02-24",64.459999
"2012-02-27",64.449997
"2012-02-28",65.18
"2012-02-29",65.080002
"2012-03-01",64.830002
"2012-03-02",64.769997
"2012-03-05",64.910004
"2012-03-06",64.349998
"2012-03-07",64.300003
"2012-03-08",64.849998
"2012-03-09",64.739998
"2012-03-12",65.099998
"2012-03-13",65.330002
"2012-03-14",65.080002
"2012-03-15",65.07
"2012-03-16",65.120003
"2012-03-19",65.209999
"2012-03-20",64.959999
"2012-03-21",64.760002
"2012-03-22",64.459999
"2012-03-23",64.550003
"2012-03-26",65.169998
"2012-03-27",65.400002
"2012-03-28",65.620003
"2012-03-29",65.540001
"2012-03-30",65.959999
"2012-04-02",66.209999
"2012-04-03",65.879997
"2012-04-04",65.389999
"2012-04-05",65.339996
"2012-04-09",64.919998
"2012-04-10",64.199997
"2012-04-11",64.129997
"2012-04-12",64.150002
"2012-04-13",63.540001
"2012-04-16",63.98
"2012-04-17",64.220001
"2012-04-18",63.259998
"2012-04-19",63.029999
"2012-04-20",63.709999
"2012-04-23",63.369999
"2012-04-24",63.77
"2012-04-25",64.43
"2012-04-26",64.75
"2012-04-27",64.839996
"2012-04-30",65.099998
"2012-05-01",65.220001
"2012-05-02",65.330002
"2012-05-03",65.339996
"2012-05-04",64.739998
"2012-05-07",64.800003
"2012-05-08",64.980003
"2012-05-09",64.279999
"2012-05-10",64.57
"2012-05-11",64.339996
"2012-05-14",63.93
"2012-05-15",63.610001
"2012-05-16",63.709999
"2012-05-17",63.549999
"2012-05-18",63.349998
"2012-05-21",63.470001
"2012-05-22",63.52
"2012-05-23",63.27
"2012-05-24",63.099998
"2012-05-25",62.509998
"2012-05-29",62.59
"2012-05-30",62.209999
"2012-05-31",62.43
"2012-06-01",61.779999
"2012-06-04",62.34
"2012-06-05",62.209999
"2012-06-06",62.799999
"2012-06-07",62.799999
"2012-06-08",62.98
"2012-06-11",62.119999
"2012-06-12",63.080002
"2012-06-13",64.449997
"2012-06-14",65.449997
"2012-06-15",66.010002
"2012-06-18",66.300003
"2012-06-19",66.720001
"2012-06-20",67
"2012-06-21",66.389999
"2012-06-22",66.629997
"2012-06-25",66.5
"2012-06-26",66.419998
"2012-06-27",66.839996
"2012-06-28",66.940002
"2012-06-29",67.559998
"2012-07-02",68
"2012-07-03",68.040001
"2012-07-05",67.779999
"2012-07-06",67.639999
"2012-07-09",67.779999
"2012-07-10",67.879997
"2012-07-11",67.900002
"2012-07-12",67.709999
"2012-07-13",68.610001
"2012-07-16",68.449997
"2012-07-17",69
"2012-07-18",69.370003
"2012-07-19",69.529999
"2012-07-20",68.629997
"2012-07-23",68.110001
"2012-07-24",67.349998
"2012-07-25",67.529999
"2012-07-26",68.739998
"2012-07-27",69.519997
"2012-07-30",69.449997
"2012-07-31",69.220001
"2012-08-01",69.379997
"2012-08-02",68.449997
"2012-08-03",69.120003
"2012-08-06",68.839996
"2012-08-07",68.290001
"2012-08-08",68.349998
"2012-08-09",68.32
"2012-08-10",68.639999
"2012-08-13",68.459999
"2012-08-14",68.639999
"2012-08-15",68.349998
"2012-08-16",68.199997
"2012-08-17",67.800003
"2012-08-20",67.699997
"2012-08-21",67.779999
"2012-08-22",67.75
"2012-08-23",67.739998
"2012-08-24",67.599998
"2012-08-27",67.489998
"2012-08-28",67.510002
"2012-08-29",67.370003
"2012-08-30",67.209999
"2012-08-31",67.43
"2012-09-04",67.260002
"2012-09-05",67.269997
"2012-09-06",67.839996
"2012-09-07",67.879997
"2012-09-10",68.18
"2012-09-11",68.199997
"2012-09-12",68.150002
"2012-09-13",68.989998
"2012-09-14",68.470001
"2012-09-17",68.25
"2012-09-18",68.550003
"2012-09-19",68.599998
"2012-09-20",68.900002
"2012-09-21",69.059998
"2012-09-24",69
"2012-09-25",69.32
"2012-09-26",69
"2012-09-27",69.010002
"2012-09-28",68.910004
"2012-10-01",69.129997
"2012-10-02",68.959999
"2012-10-03",69
"2012-10-04",69.269997
"2012-10-05",69.650002
"2012-10-08",69.440002
"2012-10-09",68.410004
"2012-10-10",68.220001
"2012-10-11",67.970001
"2012-10-12",67.970001
"2012-10-15",68.599998
"2012-10-16",69.550003
"2012-10-17",71
"2012-10-18",72.519997
"2012-10-19",71.860001
"2012-10-22",71.779999
"2012-10-23",70.889999
"2012-10-24",70.739998
"2012-10-25",71.139999
"2012-10-26",70.900002
"2012-10-31",70.82
"2012-11-01",71.5
"2012-11-02",70.900002
"2012-11-05",70.790001
"2012-11-06",71.010002
"2012-11-07",70.339996
"2012-11-08",69.650002
"2012-11-09",69.870003
"2012-11-12",69.68
"2012-11-13",69.510002
"2012-11-14",69.269997
"2012-11-15",69.07
"2012-11-16",69.190002
"2012-11-19",69.25
"2012-11-20",69.669998
"2012-11-21",69.589996
"2012-11-23",69.559998
"2012-11-26",69.089996
"2012-11-27",68.809998
"2012-11-28",69.290001
"2012-11-29",69.220001
"2012-11-30",69.730003
"2012-12-03",69.650002
"2012-12-04",69.860001
"2012-12-05",69.970001
"2012-12-06",70.050003
"2012-12-07",70.449997
"2012-12-10",70.599998
"2012-12-11",71.099998
"2012-12-12",70.959999
"2012-12-13",70.75
"2012-12-14",70.690002
"2012-12-17",70.940002
"2012-12-18",70.949997
"2012-12-19",70.629997
"2012-12-20",70.75
"2012-12-21",70.269997
"2012-12-24",70.019997
"2012-12-26",70.169998
"2012-12-27",70.089996
"2012-12-28",69.480003
"2012-12-31",70.099998
"2013-01-02",70.839996
"2013-01-03",70.739998
"2013-01-04",71.550003
"2013-01-07",71.400002
"2013-01-08",71.410004
"2013-01-09",71.730003
"2013-01-10",72.190002
"2013-01-11",72.349998
"2013-01-14",72.559998
"2013-01-15",72.370003
"2013-01-16",72.580002
"2013-01-17",72.900002
"2013-01-18",73.230003
"2013-01-22",72.690002
"2013-01-23",72.849998
"2013-01-24",73.099998
"2013-01-25",73.919998
"2013-01-28",73.620003
"2013-01-29",74.410004
"2013-01-30",74.089996
"2013-01-31",73.919998
"2013-02-01",74.18
"2013-02-04",74.110001
"2013-02-05",74.660004
"2013-02-06",75.389999
"2013-02-07",75.059998
"2013-02-08",75.480003
"2013-02-11",75.410004
"2013-02-12",75.800003
"2013-02-13",75.660004
"2013-02-14",75.809998
"2013-02-15",76.160004
"2013-02-19",76.959999
"2013-02-20",76.650002
"2013-02-21",76.870003
"2013-02-22",76.25
"2013-02-25",75.57
"2013-02-26",75.75
"2013-02-27",76.32
"2013-02-28",76.110001
"2013-03-01",76.699997
"2013-03-04",77.199997
"2013-03-05",77.660004
"2013-03-06",77.389999
"2013-03-07",77.75
"2013-03-08",78.190002
"2013-03-11",78.440002
"2013-03-12",78.559998
"2013-03-13",78.550003
"2013-03-14",79.099998
"2013-03-15",79.190002
"2013-03-18",78.809998
"2013-03-19",78.860001
"2013-03-20",79.449997
"2013-03-21",79.010002
"2013-03-22",79.739998
"2013-03-25",79.68
"2013-03-26",80.849998
"2013-03-27",81.269997
"2013-03-28",81.529999
"2013-04-01",81.93
"2013-04-02",82.690002
"2013-04-03",82.07
"2013-04-04",82.410004
"2013-04-05",82.040001
"2013-04-08",81.110001
"2013-04-09",81.519997
"2013-04-10",82.019997
"2013-04-11",82.32
"2013-04-12",82.739998
"2013-04-15",81.709999
"2013-04-16",83.440002
"2013-04-17",83.900002
"2013-04-18",83.18
"2013-04-19",84.489998
"2013-04-22",84.830002
"2013-04-23",85.449997
"2013-04-24",84.389999
"2013-04-25",85.220001
"2013-04-26",85.120003
"2013-04-29",85.580002
"2013-04-30",85.230003
"2013-05-01",84.230003
"2013-05-02",85.160004
"2013-05-03",85.75
"2013-05-06",84.68
"2013-05-07",85.529999
"2013-05-08",85.459999
"2013-05-09",85.150002
"2013-05-10",85.760002
"2013-05-13",85.849998
"2013-05-14",86.970001
"2013-05-15",87.639999
"2013-05-16",87.449997
"2013-05-17",88.089996
"2013-05-20",88.010002
"2013-05-21",88.589996
"2013-05-22",88.459999
"2013-05-23",87.209999
"2013-05-24",86.82
"2013-05-28",87.610001
"2013-05-29",85.650002
"2013-05-30",85.989998
"2013-05-31",84.18
"2013-06-03",84.709999
"2013-06-04",84.099998
"2013-06-05",83.68
"2013-06-06",84.459999
"2013-06-07",84.910004
"2013-06-10",85.139999
"2013-06-11",84.690002
"2013-06-12",83.739998
"2013-06-13",84.910004
"2013-06-14",84.910004
"2013-06-17",85.629997
"2013-06-18",86.360001
"2013-06-19",84.860001
"2013-06-20",82.620003
"2013-06-21",83.199997
"2013-06-24",84.610001
"2013-06-25",85.349998
"2013-06-26",86.989998
"2013-06-27",86.709999
"2013-06-28",85.860001
"2013-07-01",86.629997
"2013-07-02",86.57
"2013-07-03",86.779999
"2013-07-05",87.870003
"2013-07-08",88.589996
"2013-07-09",88.879997
"2013-07-10",89.239998
"2013-07-11",89.669998
"2013-07-12",89.989998
"2013-07-15",90.400002
"2013-07-16",90.400002
"2013-07-17",90.129997
"2013-07-18",90.169998
"2013-07-19",92.230003
"2013-07-22",92.279999
"2013-07-23",92.419998
"2013-07-24",92.360001
"2013-07-25",92.57
"2013-07-26",92.830002
"2013-07-29",93.209999
"2013-07-30",93.169998
"2013-07-31",93.5
"2013-08-01",93.769997
"2013-08-02",94.389999
"2013-08-05",93.800003
"2013-08-06",93.809998
"2013-08-07",93.660004
"2013-08-08",93.339996
"2013-08-09",92.360001
"2013-08-12",92
"2013-08-13",93.010002
"2013-08-14",90.699997
"2013-08-15",89.550003
"2013-08-16",89.370003
"2013-08-19",90.449997
"2013-08-20",89.730003
"2013-08-21",88.800003
"2013-08-22",88.260002
"2013-08-23",88.410004
"2013-08-26",87.529999
"2013-08-27",86.169998
"2013-08-28",86.529999
"2013-08-29",86.57
"2013-08-30",86.410004
"2013-09-03",86.419998
"2013-09-04",86.900002
"2013-09-05",87.040001
"2013-09-06",87.160004
"2013-09-09",87.559998
"2013-09-10",88.529999
"2013-09-11",89.230003
"2013-09-12",89.010002
"2013-09-13",88.57
"2013-09-16",89.029999
"2013-09-17",89.059998
"2013-09-18",89.910004
"2013-09-19",90.07
"2013-09-20",89.68
"2013-09-23",89.089996
"2013-09-24",88.220001
"2013-09-25",87.080002
"2013-09-26",87.07
"2013-09-27",86.730003
"2013-09-30",86.690002
"2013-10-01",87.470001
"2013-10-02",87.290001
"2013-10-03",86.580002
"2013-10-04",87.309998
"2013-10-07",86.589996
"2013-10-08",85.610001
"2013-10-09",85.959999
"2013-10-10",87.779999
"2013-10-11",89.449997
"2013-10-14",89.800003
"2013-10-15",89.93
"2013-10-16",91.110001
"2013-10-17",91.970001
"2013-10-18",91.629997
"2013-10-21",91.199997
"2013-10-22",92.360001
"2013-10-23",92.099998
"2013-10-24",92.349998
"2013-10-25",92.089996
"2013-10-28",92.389999
"2013-10-29",93.139999
"2013-10-30",92.790001
"2013-10-31",92.610001
"2013-11-01",93.370003
"2013-11-04",93.029999
"2013-11-05",92.809998
"2013-11-06",93.040001
"2013-11-07",92.690002
"2013-11-08",94.050003
"2013-11-11",94.290001
"2013-11-12",93.559998
"2013-11-13",93.339996
"2013-11-14",93.919998
"2013-11-15",94.389999
"2013-11-18",94.300003
"2013-11-19",94.860001
"2013-11-20",95.150002
"2013-11-21",95.199997
"2013-11-22",95.25
"2013-11-25",95.629997
"2013-11-26",95.059998
"2013-11-27",94.980003
"2013-11-29",94.660004
"2013-12-02",94.279999
"2013-12-03",93.970001
"2013-12-04",93.629997
"2013-12-05",92.970001
"2013-12-06",94.440002
"2013-12-09",94.440002
"2013-12-10",94.139999
"2013-12-11",93.110001
"2013-12-12",91.160004
"2013-12-13",91.349998
"2013-12-16",91.370003
"2013-12-17",90.660004
"2013-12-18",92.639999
"2013-12-19",91.980003
"2013-12-20",92.089996
"2013-12-23",92.029999
"2013-12-24",92.059998
"2013-12-26",92.540001
"2013-12-27",92.349998
"2013-12-30",92.300003
"2013-12-31",91.589996
"2014-01-02",91.029999
"2014-01-03",91.849998
"2014-01-06",92.330002
"2014-01-07",94.290001
"2014-01-08",94.160004
"2014-01-09",94.730003
"2014-01-10",94.739998
"2014-01-13",94.5
"2014-01-14",94.720001
"2014-01-15",94.800003
"2014-01-16",94.639999
"2014-01-17",95.059998
"2014-01-21",94.029999
"2014-01-22",94.32
"2014-01-23",92.739998
"2014-01-24",90.610001
"2014-01-27",89.940002
"2014-01-28",90.099998
"2014-01-29",88.900002
"2014-01-30",89.5
"2014-01-31",88.470001
"2014-02-03",86.779999
"2014-02-04",86.620003
"2014-02-05",87.279999
"2014-02-06",88.75
"2014-02-07",90.040001
"2014-02-10",91.07
"2014-02-11",92.970001
"2014-02-12",92.419998
"2014-02-13",92.559998
"2014-02-14",92.760002
"2014-02-18",92.169998
"2014-02-19",91.639999
"2014-02-20",92.379997
"2014-02-21",91.519997
"2014-02-24",91.110001
"2014-02-25",91.110001
"2014-02-26",91.110001
"2014-02-27",91.360001
"2014-02-28",92.120003
"2014-03-03",91.559998
"2014-03-04",93.339996
"2014-03-05",92.589996
"2014-03-06",92.889999
"2014-03-07",93.32
"2014-03-10",93.449997
"2014-03-11",93.489998
"2014-03-12",93.599998
"2014-03-13",93
"2014-03-14",92.809998
"2014-03-17",93.93
"2014-03-18",93.940002
"2014-03-19",93.589996
"2014-03-20",94.120003
"2014-03-21",95.93
"2014-03-24",95.199997
"2014-03-25",97.379997
"2014-03-26",97.050003
"2014-03-27",97.279999
"2014-03-28",97.440002
"2014-03-31",98.230003
"2014-04-01",97.940002
"2014-04-02",98.230003
"2014-04-03",98.260002
"2014-04-04",98.419998
"2014-04-07",97.889999
"2014-04-08",98.059998
"2014-04-09",98.949997
"2014-04-10",96.540001
"2014-04-11",96.870003
"2014-04-14",97.139999
"2014-04-15",99.199997
"2014-04-16",98.75
"2014-04-17",98.959999
"2014-04-21",100
"2014-04-22",100.18
"2014-04-23",100.220001
"2014-04-24",99.959999
"2014-04-25",99.790001
"2014-04-28",101.339996
"2014-04-29",101.029999
"2014-04-30",101.290001
"2014-05-01",100.529999
"2014-05-02",99.309998
"2014-05-05",100
