"Index","DJA.Close"
"2010-01-04",3604.73999
"2010-01-05",3606.76001
"2010-01-06",3605.360107
"2010-01-07",3605.300049
"2010-01-08",3629.419922
"2010-01-11",3654.969971
"2010-01-12",3629.370117
"2010-01-13",3650.340088
"2010-01-14",3653.300049
"2010-01-15",3619.969971
"2010-01-19",3655.449951
"2010-01-20",3612.870117
"2010-01-21",3550.679932
"2010-01-22",3473.850098
"2010-01-25",3486.919922
"2010-01-26",3486.050049
"2010-01-27",3495.060059
"2010-01-28",3442.070068
"2010-01-29",3417.080078
"2010-02-01",3460.100098
"2010-02-02",3493
"2010-02-03",3467.820068
"2010-02-04",3371.639893
"2010-02-05",3373.669922
"2010-02-08",3341.389893
"2010-02-09",3394.379883
"2010-02-10",3383.830078
"2010-02-11",3419.870117
"2010-02-12",3405.800049
"2010-02-16",3468.060059
"2010-02-17",3475.620117
"2010-02-18",3493.51001
"2010-02-19",3516.97998
"2010-02-22",3516.120117
"2010-02-23",3486.830078
"2010-02-24",3511.360107
"2010-02-25",3502.959961
"2010-02-26",3504.679932
"2010-03-01",3535.610107
"2010-03-02",3534.040039
"2010-03-03",3531.399902
"2010-03-04",3544.050049
"2010-03-05",3581.639893
"2010-03-08",3582.530029
"2010-03-09",3596.23999
"2010-03-10",3605.040039
"2010-03-11",3621.399902
"2010-03-12",3621.570068
"2010-03-15",3629.560059
"2010-03-16",3654.73999
"2010-03-17",3666.52002
"2010-03-18",3682.340088
"2010-03-19",3663.129883
"2010-03-22",3668.879883
"2010-03-23",3697.27002
"2010-03-24",3669.889893
"2010-03-25",3660.280029
"2010-03-26",3665.209961
"2010-03-29",3689.090088
"2010-03-30",3692.47998
"2010-03-31",3679.02002
"2010-04-01",3703.27002
"2010-04-05",3720.52002
"2010-04-06",3728.52002
"2010-04-07",3700.820068
"2010-04-08",3718.370117
"2010-04-09",3747.429932
"2010-04-12",3754.26001
"2010-04-13",3757.540039
"2010-04-14",3802.22998
"2010-04-15",3825.090088
"2010-04-16",3775.840088
"2010-04-19",3780.570068
"2010-04-20",3804.370117
"2010-04-21",3809.530029
"2010-04-22",3820.870117
"2010-04-23",3850.669922
"2010-04-26",3849.22998
"2010-04-27",3770.169922
"2010-04-28",3791.899902
"2010-04-29",3840.189941
"2010-04-30",3794.610107
"2010-05-03",3861.780029
"2010-05-04",3762.889893
"2010-05-05",3731.73999
"2010-05-06",3615.850098
"2010-05-07",3560.600098
"2010-05-10",3710.389893
"2010-05-11",3711.169922
"2010-05-12",3765.929932
"2010-05-13",3721.149902
"2010-05-14",3665.659912
"2010-05-17",3664.01001
"2010-05-18",3622.040039
"2010-05-19",3591.879883
"2010-05-20",3451.669922
"2010-05-21",3497.530029
"2010-05-24",3458.699951
"2010-05-25",3450.320068
"2010-05-26",3447.090088
"2010-05-27",3543.790039
"2010-05-28",3509.399902
"2010-06-01",3449.840088
"2010-06-02",3535.639893
"2010-06-03",3547.120117
"2010-06-04",3416.790039
"2010-06-07",3370.469971
"2010-06-08",3413.340088
"2010-06-09",3402.360107
"2010-06-10",3512.090088
"2010-06-11",3530.080078
"2010-06-14",3534.550049
"2010-06-15",3617.290039
"2010-06-16",3610.129883
"2010-06-17",3622.139893
"2010-06-18",3627.73999
"2010-06-21",3621.01001
"2010-06-22",3537.199951
"2010-06-23",3531.5
"2010-06-24",3487.97998
"2010-06-25",3495.98999
"2010-06-28",3490.530029
"2010-06-29",3387.590088
"2010-06-30",3357.540039
"2010-07-01",3351.399902
"2010-07-02",3320.719971
"2010-07-06",3331.600098
"2010-07-07",3438.429932
"2010-07-08",3481.25
"2010-07-09",3506.090088
"2010-07-12",3512.709961
"2010-07-13",3561.330078
"2010-07-14",3570.810059
"2010-07-15",3568.429932
"2010-07-16",3477.179932
"2010-07-19",3499.080078
"2010-07-20",3535.860107
"2010-07-21",3492.47998
"2010-07-22",3578.429932
"2010-07-23",3613.189941
"2010-07-26",3662.389893
"2010-07-27",3661.409912
"2010-07-28",3649.659912
"2010-07-29",3632.969971
"2010-07-30",3631.610107
"2010-08-02",3703.449951
"2010-08-03",3679.030029
"2010-08-04",3702.949951
"2010-08-05",3698.320068
"2010-08-06",3687.860107
"2010-08-09",3712.72998
"2010-08-10",3690.070068
"2010-08-11",3581.070068
"2010-08-12",3561.419922
"2010-08-13",3551.669922
"2010-08-16",3552.01001
"2010-08-17",3600.379883
"2010-08-18",3602.929932
"2010-08-19",3542.860107
"2010-08-20",3533.800049
"2010-08-23",3518.51001
"2010-08-24",3477.159912
"2010-08-25",3480.02002
"2010-08-26",3463.800049
"2010-08-27",3528.060059
"2010-08-30",3475.570068
"2010-08-31",3482.290039
"2010-09-01",3582.02002
"2010-09-02",3604.709961
"2010-09-03",3643.449951
"2010-09-07",3609.25
"2010-09-08",3629.330078
"2010-09-09",3636.129883
"2010-09-10",3641.370117
"2010-09-13",3669.75
"2010-09-14",3665.919922
"2010-09-15",3675.169922
"2010-09-16",3665.580078
"2010-09-17",3669.399902
"2010-09-20",3715.949951
"2010-09-21",3722.949951
"2010-09-22",3711.929932
"2010-09-23",3671.080078
"2010-09-24",3749.959961
"2010-09-27",3740.790039
"2010-09-28",3755.26001
"2010-09-29",3751.610107
"2010-09-30",3735.800049
"2010-10-01",3743.719971
"2010-10-04",3713.5
"2010-10-05",3785.530029
"2010-10-06",3789.050049
"2010-10-07",3784.899902
"2010-10-08",3810.929932
"2010-10-11",3812.370117
"2010-10-12",3807.719971
"2010-10-13",3855.399902
"2010-10-14",3847.820068
"2010-10-15",3841.330078
"2010-10-18",3867.449951
"2010-10-19",3817.300049
"2010-10-20",3871.530029
"2010-10-21",3872.47998
"2010-10-22",3869.699951
"2010-10-25",3877.48999
"2010-10-26",3878.070068
"2010-10-27",3857.419922
"2010-10-28",3856.399902
"2010-10-29",3863.639893
"2010-11-01",3860.110107
"2010-11-02",3895.139893
"2010-11-03",3907.959961
"2010-11-04",3970.629883
"2010-11-05",3972
"2010-11-08",3960.679932
"2010-11-09",3927.850098
"2010-11-10",3928.179932
"2010-11-11",3917.75
"2010-11-12",3883.439941
"2010-11-15",3889.830078
"2010-11-16",3832.530029
"2010-11-17",3831.629883
"2010-11-18",3886.629883
"2010-11-19",3896.52002
"2010-11-22",3888.889893
"2010-11-23",3835.939941
"2010-11-24",3898.209961
"2010-11-26",3868.659912
"2010-11-29",3863.48999
"2010-11-30",3845.26001
"2010-12-01",3926.98999
"2010-12-02",3964.899902
"2010-12-03",3978.419922
"2010-12-06",3967.580078
"2010-12-07",3966.419922
"2010-12-08",3961.370117
"2010-12-09",3973.790039
"2010-12-10",3988.219971
"2010-12-13",3984.23999
"2010-12-14",3990.050049
"2010-12-15",3976.080078
"2010-12-16",4006.639893
"2010-12-17",3998.469971
"2010-12-20",3997.26001
"2010-12-21",4019.669922
"2010-12-22",4028.689941
"2010-12-23",4026.909912
"2010-12-27",4027.889893
"2010-12-28",4032.110107
"2010-12-29",4035
"2010-12-30",4031.820068
"2010-12-31",4033.189941
"2011-01-03",4069.439941
"2011-01-04",4067.639893
"2011-01-05",4073.25
"2011-01-06",4066.399902
"2011-01-07",4072.969971
"2011-01-10",4069.580078
"2011-01-11",4068.159912
"2011-01-12",4097.470215
"2011-01-13",4098.549805
"2011-01-14",4110.899902
"2011-01-18",4119.959961
"2011-01-19",4094.27002
"2011-01-20",4086.030029
"2011-01-21",4085.649902
"2011-01-24",4116.689941
"2011-01-25",4108.02002
"2011-01-26",4121.240234
"2011-01-27",4130.779785
"2011-01-28",4057.030029
"2011-01-31",4077.469971
"2011-02-01",4136.169922
"2011-02-02",4109.459961
"2011-02-03",4120.970215
"2011-02-04",4123.97998
"2011-02-07",4145.02002
"2011-02-08",4161.379883
"2011-02-09",4164.959961
"2011-02-10",4181.930176
"2011-02-11",4204.72998
"2011-02-14",4193.419922
"2011-02-15",4190.72998
"2011-02-16",4212.609863
"2011-02-17",4224.580078
"2011-02-18",4237.169922
"2011-02-22",4153.859863
"2011-02-23",4106.640137
"2011-02-24",4103.549805
"2011-02-25",4131.839844
"2011-02-28",4163.22998
"2011-03-01",4094.48999
"2011-03-02",4103.52002
"2011-03-03",4174.319824
"2011-03-04",4141.850098
"2011-03-07",4118.189941
"2011-03-08",4178.870117
"2011-03-09",4186.609863
"2011-03-10",4121.899902
"2011-03-11",4144.669922
"2011-03-14",4107.299805
"2011-03-15",4061.120117
"2011-03-16",3988.050049
"2011-03-17",4036.22998
"2011-03-18",4063.379883
"2011-03-21",4133.009766
"2011-03-22",4113.589844
"2011-03-23",4124.430176
"2011-03-24",4159.75
"2011-03-25",4179.390137
"2011-03-28",4177.160156
"2011-03-29",4205.620117
"2011-03-30",4230.359863
"2011-03-31",4228.419922
"2011-04-01",4260.669922
"2011-04-04",4265.890137
"2011-04-05",4253.779785
"2011-04-06",4265.370117
"2011-04-07",4252.52002
"2011-04-08",4224.169922
"2011-04-11",4213.02002
"2011-04-12",4194.310059
"2011-04-13",4196.939941
"2011-04-14",4207.959961
"2011-04-15",4233.839844
"2011-04-18",4184.540039
"2011-04-19",4202.879883
"2011-04-20",4250.450195
"2011-04-21",4268.899902
"2011-04-25",4266.839844
"2011-04-26",4319.060059
"2011-04-27",4352.919922
"2011-04-28",4386.240234
"2011-04-29",4397.049805
"2011-05-02",4393.859863
"2011-05-03",4392.799805
"2011-05-04",4354.600098
"2011-05-05",4339.279785
"2011-05-06",4356.709961
"2011-05-09",4366.930176
"2011-05-10",4405.129883
"2011-05-11",4362.540039
"2011-05-12",4379.290039
"2011-05-13",4339.47998
"2011-05-16",4327.580078
"2011-05-17",4312.540039
"2011-05-18",4346.370117
"2011-05-19",4369.580078
"2011-05-20",4345.180176
"2011-05-23",4296.089844
"2011-05-24",4282.600098
"2011-05-25",4299.77002
"2011-05-26",4303.109863
"2011-05-27",4311.930176
"2011-05-31",4354.839844
"2011-06-01",4250.47998
"2011-06-02",4247.22998
"2011-06-03",4202.52002
"2011-06-06",4170.47998
"2011-06-07",4166.950195
"2011-06-08",4149.850098
"2011-06-09",4175.97998
"2011-06-10",4121.629883
"2011-06-13",4125.810059
"2011-06-14",4175.189941
"2011-06-15",4117.490234
"2011-06-16",4135.259766
"2011-06-17",4160.120117
"2011-06-20",4188.27002
"2011-06-21",4232.910156
"2011-06-22",4211.029785
"2011-06-23",4196.660156
"2011-06-24",4155.560059
"2011-06-27",4191.540039
"2011-06-28",4239.100098
"2011-06-29",4261.72998
"2011-06-30",4309.560059
"2011-07-01",4379.47998
"2011-07-05",4360.799805
"2011-07-06",4388.100098
"2011-07-07",4420.669922
"2011-07-08",4389.27002
"2011-07-11",4328.430176
"2011-07-12",4305.950195
"2011-07-13",4320.080078
"2011-07-14",4291.350098
"2011-07-15",4299.890137
"2011-07-18",4261.339844
"2011-07-19",4320.640137
"2011-07-20",4321.410156
"2011-07-21",4382.120117
"2011-07-22",4369.589844
"2011-07-25",4351.589844
"2011-07-26",4315.129883
"2011-07-27",4245.350098
"2011-07-28",4227.399902
"2011-07-29",4199.240234
"2011-08-01",4187.029785
"2011-08-02",4081.27002
"2011-08-03",4092
"2011-08-04",3912.810059
"2011-08-05",3926.800049
"2011-08-08",3691.360107
"2011-08-09",3840.23999
"2011-08-10",3688.370117
"2011-08-11",3838.570068
"2011-08-12",3871.719971
"2011-08-15",3951.149902
"2011-08-16",3912.620117
"2011-08-17",3915.26001
"2011-08-18",3913.409912
"2011-08-19",3703.699951
"2011-08-22",3708.800049
"2011-08-23",3815.01001
"2011-08-24",3870.179932
"2011-08-25",3807.159912
"2011-08-26",3857.870117
"2011-08-29",3956.820068
"2011-08-30",3976.679932
"2011-08-31",3986.75
"2011-09-01",3944.409912
"2011-09-02",3851.47998
"2011-09-06",3813.949951
"2011-09-07",3907.330078
"2011-09-08",3872.419922
"2011-09-09",3776.080078
"2011-09-12",3793.22998
"2011-09-13",3840.02002
"2011-09-14",3894.290039
"2011-09-15",3952.820068
"2011-09-16",3974.300049
"2011-09-19",3933.070068
"2011-09-20",3928.879883
"2011-09-21",3807.179932
"2011-09-22",3690.219971
"2011-09-23",3720.280029
"2011-09-26",3799.399902
"2011-09-27",3843.550049
"2011-09-28",3773.080078
"2011-09-29",3831.840088
"2011-09-30",3742.600098
"2011-10-03",3642.709961
"2011-10-04",3709.870117
"2011-10-05",3761.080078
"2011-10-06",3830.300049
"2011-10-07",3814.050049
"2011-10-10",3930.159912
"2011-10-11",3926.679932
