"Index","DJA.Close"
"2011-10-12",3957.780029
"2011-10-13",3942.449951
"2011-10-14",4004.600098
"2011-10-17",3927.169922
"2011-10-18",3999.810059
"2011-10-19",3972.370117
"2011-10-20",4001.300049
"2011-10-21",4087.669922
"2011-10-24",4124.27002
"2011-10-25",4050.199951
"2011-10-26",4088.929932
"2011-10-27",4218.799805
"2011-10-28",4213.77002
"2011-10-31",4128.75
"2011-11-01",4029.850098
"2011-11-02",4088.969971
"2011-11-03",4160.02002
"2011-11-04",4140.339844
"2011-11-07",4159.290039
"2011-11-08",4194.589844
"2011-11-09",4060.050049
"2011-11-10",4100.009766
"2011-11-11",4190.200195
"2011-11-14",4158.169922
"2011-11-15",4173.359863
"2011-11-16",4104.169922
"2011-11-17",4057.899902
"2011-11-18",4073.350098
"2011-11-21",3991.550049
"2011-11-22",3959.179932
"2011-11-23",3877.909912
"2011-11-25",3869.459961
"2011-11-28",3971.139893
"2011-11-29",3992.179932
"2011-11-30",4155.810059
"2011-12-01",4141.02002
"2011-12-02",4142.790039
"2011-12-05",4182.200195
"2011-12-06",4183.540039
"2011-12-07",4190.689941
"2011-12-08",4113.77002
"2011-12-09",4180.549805
"2011-12-12",4131.669922
"2011-12-13",4103.810059
"2011-12-14",4055.530029
"2011-12-15",4092.629883
"2011-12-16",4109.470215
"2011-12-19",4056.530029
"2011-12-20",4173.859863
"2011-12-21",4193.660156
"2011-12-22",4217.720215
"2011-12-23",4251.330078
"2011-12-27",4257.299805
"2011-12-28",4206.509766
"2011-12-29",4254.399902
"2011-12-30",4232.169922
"2012-01-03",4261.02002
"2012-01-04",4264.589844
"2012-01-05",4262.600098
"2012-01-06",4247.540039
"2012-01-09",4263.47998
"2012-01-10",4295.259766
"2012-01-11",4296.089844
"2012-01-12",4303.180176
"2012-01-13",4284.950195
"2012-01-17",4295.27002
"2012-01-18",4325.160156
"2012-01-19",4325.129883
"2012-01-20",4360.910156
"2012-01-23",4350.890137
"2012-01-24",4330.240234
"2012-01-25",4376.069824
"2012-01-26",4378.189941
"2012-01-27",4365.169922
"2012-01-30",4355.879883
"2012-01-31",4355.240234
"2012-02-01",4379.740234
"2012-02-02",4366.609863
"2012-02-03",4413.200195
"2012-02-06",4399.069824
"2012-02-07",4405.839844
"2012-02-08",4401.379883
"2012-02-09",4402.720215
"2012-02-10",4371.970215
"2012-02-13",4400.359863
"2012-02-14",4393.129883
"2012-02-15",4345.069824
"2012-02-16",4396.399902
"2012-02-17",4398.669922
"2012-02-21",4381.879883
"2012-02-22",4367.620117
"2012-02-23",4382.359863
"2012-02-24",4380.759766
"2012-02-27",4387.52002
"2012-02-28",4387.490234
"2012-02-29",4375.689941
"2012-03-01",4398.140137
"2012-03-02",4385.740234
"2012-03-05",4375.75
"2012-03-06",4316.149902
"2012-03-07",4336.22998
"2012-03-08",4368.72998
"2012-03-09",4378.189941
"2012-03-12",4388.879883
"2012-03-13",4457.779785
"2012-03-14",4431.660156
"2012-03-15",4484.180176
"2012-03-16",4479.180176
"2012-03-19",4479.22998
"2012-03-20",4452.109863
"2012-03-21",4453.149902
"2012-03-22",4412.080078
"2012-03-23",4417.580078
"2012-03-26",4469.870117
"2012-03-27",4462.399902
"2012-03-28",4438.089844
"2012-03-29",4444.339844
"2012-03-30",4460.529785
"2012-04-02",4486.640137
"2012-04-03",4472.379883
"2012-04-04",4445.149902
"2012-04-05",4440.209961
"2012-04-09",4390.180176
"2012-04-10",4314.680176
"2012-04-11",4344.240234
"2012-04-12",4408.939941
"2012-04-13",4369.370117
"2012-04-16",4398.620117
"2012-04-17",4456.959961
"2012-04-18",4438.740234
"2012-04-19",4405.390137
"2012-04-20",4425.77002
"2012-04-23",4391.77002
"2012-04-24",4425.370117
"2012-04-25",4457.790039
"2012-04-26",4470.220215
"2012-04-27",4484.790039
"2012-04-30",4474.870117
"2012-05-01",4504.52002
"2012-05-02",4509.419922
"2012-05-03",4481.149902
"2012-05-04",4437.859863
"2012-05-07",4436.029785
"2012-05-08",4419.339844
"2012-05-09",4382.790039
"2012-05-10",4388.290039
"2012-05-11",4384.069824
"2012-05-14",4348.439941
"2012-05-15",4334.669922
"2012-05-16",4325.899902
"2012-05-17",4252.52002
"2012-05-18",4223.640137
"2012-05-21",4282.25
"2012-05-22",4286.959961
"2012-05-23",4295.799805
"2012-05-24",4314.669922
"2012-05-25",4294.819824
"2012-05-29",4335.600098
"2012-05-30",4273.660156
"2012-05-31",4283.569824
"2012-06-01",4187.569824
"2012-06-04",4171.310059
"2012-06-05",4184.060059
"2012-06-06",4281.919922
"2012-06-07",4294.569824
"2012-06-08",4327.399902
"2012-06-11",4281.069824
"2012-06-12",4323.149902
"2012-06-13",4301.470215
"2012-06-14",4347.890137
"2012-06-15",4380.97998
"2012-06-18",4402.620117
"2012-06-19",4432.709961
"2012-06-20",4415.52002
"2012-06-21",4334.740234
"2012-06-22",4337.450195
"2012-06-25",4285.330078
"2012-06-26",4298.149902
"2012-06-27",4330.220215
"2012-06-28",4336.069824
"2012-06-29",4427.419922
"2012-07-02",4430.609863
"2012-07-03",4448.02002
"2012-07-05",4437.740234
"2012-07-06",4399.779785
"2012-07-09",4387.370117
"2012-07-10",4358.540039
"2012-07-11",4351.390137
"2012-07-12",4339.689941
"2012-07-13",4412.129883
"2012-07-16",4391.129883
"2012-07-17",4398.259766
"2012-07-18",4426.799805
"2012-07-19",4445.25
"2012-07-20",4398.859863
"2012-07-23",4360.259766
"2012-07-24",4320.160156
"2012-07-25",4324.850098
"2012-07-26",4395.779785
"2012-07-27",4466.589844
"2012-07-30",4466.660156
"2012-07-31",4442.240234
"2012-08-01",4405.100098
"2012-08-02",4381.509766
"2012-08-03",4454.759766
"2012-08-06",4454.450195
"2012-08-07",4456.759766
"2012-08-08",4452.290039
"2012-08-09",4444.990234
"2012-08-10",4458.839844
"2012-08-13",4447.660156
"2012-08-14",4453.830078
"2012-08-15",4462.910156
"2012-08-16",4481.390137
"2012-08-17",4490.620117
"2012-08-20",4489.180176
"2012-08-21",4472.279785
"2012-08-22",4459.22998
"2012-08-23",4416.819824
"2012-08-24",4439.830078
"2012-08-27",4425.060059
"2012-08-28",4417.160156
"2012-08-29",4411.200195
"2012-08-30",4374.350098
"2012-08-31",4393.459961
"2012-09-04",4384.890137
"2012-09-05",4368.990234
"2012-09-06",4446.189941
"2012-09-07",4454.169922
"2012-09-10",4449.939941
"2012-09-11",4468.189941
"2012-09-12",4475.959961
"2012-09-13",4533.149902
"2012-09-14",4540.189941
"2012-09-17",4509.720215
"2012-09-18",4495.180176
"2012-09-19",4504.02002
"2012-09-20",4478.149902
"2012-09-21",4463.5
"2012-09-24",4479.459961
"2012-09-25",4448.470215
"2012-09-26",4440.970215
"2012-09-27",4458.560059
"2012-09-28",4441.700195
"2012-10-01",4454.370117
"2012-10-02",4453.919922
"2012-10-03",4475.049805
"2012-10-04",4505.459961
"2012-10-05",4516.890137
"2012-10-08",4515.450195
"2012-10-09",4480.600098
"2012-10-10",4456.799805
"2012-10-11",4452.569824
"2012-10-12",4457.859863
"2012-10-15",4485.169922
"2012-10-16",4524.490234
"2012-10-17",4542.450195
"2012-10-18",4545.620117
"2012-10-19",4484.529785
"2012-10-22",4477.069824
"2012-10-23",4435.759766
"2012-10-24",4400.689941
"2012-10-25",4415.819824
"2012-10-26",4419.939941
"2012-10-31",4432.919922
"2012-11-01",4465.779785
"2012-11-02",4421.299805
"2012-11-05",4414.899902
"2012-11-06",4457.899902
"2012-11-07",4359.959961
"2012-11-08",4324.399902
"2012-11-09",4310.589844
"2012-11-12",4313.129883
"2012-11-13",4305.089844
"2012-11-14",4232.560059
"2012-11-15",4232.560059
"2012-11-16",4229.970215
"2012-11-19",4291.399902
"2012-11-20",4287.540039
"2012-11-21",4296.450195
"2012-11-23",4339.649902
"2012-11-26",4349.819824
"2012-11-27",4332.779785
"2012-11-28",4363.709961
"2012-11-29",4381.799805
"2012-11-30",4383.47998
"2012-12-03",4353.040039
"2012-12-04",4348.890137
"2012-12-05",4386.379883
"2012-12-06",4389.97998
"2012-12-07",4407.680176
"2012-12-10",4423.779785
"2012-12-11",4440.27002
"2012-12-12",4434.819824
"2012-12-13",4420
"2012-12-14",4414.189941
"2012-12-17",4452.700195
"2012-12-18",4501.410156
"2012-12-19",4480.689941
"2012-12-20",4504.009766
"2012-12-21",4473.97998
"2012-12-24",4456.600098
"2012-12-26",4437.27002
"2012-12-27",4426.720215
"2012-12-28",4380.029785
"2012-12-31",4442.069824
"2013-01-02",4543.509766
"2013-01-03",4548.470215
"2013-01-04",4577.600098
"2013-01-07",4554.089844
"2013-01-08",4537.410156
"2013-01-09",4558.899902
"2013-01-10",4583.22998
"2013-01-11",4586.399902
"2013-01-14",4595.27002
"2013-01-15",4611.959961
"2013-01-16",4605.319824
"2013-01-17",4631.700195
"2013-01-18",4652.319824
"2013-01-22",4685.029785
"2013-01-23",4695.259766
"2013-01-24",4730.830078
"2013-01-25",4752.02002
"2013-01-28",4749.47998
"2013-01-29",4768.549805
"2013-01-30",4738.600098
"2013-01-31",4736.529785
"2013-02-01",4776.950195
"2013-02-04",4739.22998
"2013-02-05",4774.720215
"2013-02-06",4774.799805
"2013-02-07",4772.850098
"2013-02-08",4787.310059
"2013-02-11",4783.600098
"2013-02-12",4794.709961
"2013-02-13",4792.040039
"2013-02-14",4786.700195
"2013-02-15",4790.310059
"2013-02-19",4826.330078
"2013-02-20",4780.379883
"2013-02-21",4755.189941
"2013-02-22",4802.930176
"2013-02-25",4722.899902
"2013-02-26",4747.299805
"2013-02-27",4829.169922
"2013-02-28",4829.209961
"2013-03-01",4835.060059
"2013-03-04",4864.52002
"2013-03-05",4914.02002
"2013-03-06",4915.009766
"2013-03-07",4911.200195
"2013-03-08",4941.370117
"2013-03-11",4955.129883
"2013-03-12",4947.310059
"2013-03-13",4976.540039
"2013-03-14",5006.580078
"2013-03-15",5006.129883
"2013-03-18",4984.709961
"2013-03-19",4986.069824
"2013-03-20",4997.410156
"2013-03-21",4953.390137
"2013-03-22",4986.47998
"2013-03-25",4962.779785
"2013-03-26",5002.069824
"2013-03-27",5001.899902
"2013-03-28",5036.939941
"2013-04-01",5011.370117
"2013-04-02",5011.220215
"2013-04-03",4968.359863
"2013-04-04",4987.319824
"2013-04-05",4991.830078
"2013-04-08",5020.109863
"2013-04-09",5024.379883
"2013-04-10",5081.080078
"2013-04-11",5090.129883
"2013-04-12",5086.540039
"2013-04-15",4969
"2013-04-16",5040.209961
"2013-04-17",4987.859863
"2013-04-18",4974.939941
"2013-04-19",5011.790039
"2013-04-22",5019.310059
"2013-04-23",5053.810059
"2013-04-24",5058.939941
"2013-04-25",5065.160156
"2013-04-26",5068.370117
"2013-04-29",5103.149902
"2013-04-30",5115.720215
"2013-05-01",5046.439941
"2013-05-02",5081.990234
"2013-05-03",5135.140137
"2013-05-06",5140.810059
"2013-05-07",5188.899902
"2013-05-08",5189.77002
"2013-05-09",5154.290039
"2013-05-10",5171.509766
"2013-05-13",5153.040039
"2013-05-14",5209.410156
"2013-05-15",5239.720215
"2013-05-16",5211.339844
"2013-05-17",5261.600098
"2013-05-20",5245.160156
"2013-05-21",5257.799805
"2013-05-22",5203.689941
"2013-05-23",5199.5
"2013-05-24",5183.049805
"2013-05-28",5190.100098
"2013-05-29",5141.069824
"2013-05-30",5148.149902
"2013-05-31",5093.149902
"2013-06-03",5118.080078
"2013-06-04",5094.430176
"2013-06-05",5019.02002
"2013-06-06",5058.529785
"2013-06-07",5138.330078
"2013-06-10",5130.620117
"2013-06-11",5088.390137
"2013-06-12",5047.890137
"2013-06-13",5121.600098
"2013-06-14",5095.640137
"2013-06-17",5116.379883
"2013-06-18",5161.419922
"2013-06-19",5085.790039
"2013-06-20",4963.609863
"2013-06-21",4974.120117
"2013-06-24",4918.160156
"2013-06-25",4973.129883
"2013-06-26",5023.149902
"2013-06-27",5055.97998
"2013-06-28",5034.660156
"2013-07-01",5051.709961
"2013-07-02",5037.910156
"2013-07-03",5041.629883
"2013-07-05",5087.299805
"2013-07-08",5116.330078
"2013-07-09",5170.52002
"2013-07-10",5160.52002
"2013-07-11",5224.209961
"2013-07-12",5219.580078
"2013-07-15",5244.850098
"2013-07-16",5223.169922
"2013-07-17",5237.339844
"2013-07-18",5285.649902
"2013-07-19",5285.459961
"2013-07-22",5283.839844
"2013-07-23",5274.319824
"2013-07-24",5237.629883
"2013-07-25",5242.279785
"2013-07-26",5256.649902
"2013-07-29",5234.910156
"2013-07-30",5242.370117
"2013-07-31",5242.640137
"2013-08-01",5326.149902
"2013-08-02",5325.879883
"2013-08-05",5297.990234
"2013-08-06",5256.310059
"2013-08-07",5239.97998
"2013-08-08",5260.25
"2013-08-09",5232.339844
"2013-08-12",5229.100098
"2013-08-13",5219.52002
"2013-08-14",5179.529785
"2013-08-15",5112.629883
"2013-08-16",5107.160156
"2013-08-19",5075.290039
"2013-08-20",5095.22998
"2013-08-21",5057.759766
"2013-08-22",5106.379883
"2013-08-23",5123.129883
"2013-08-26",5105.100098
"2013-08-27",5033.629883
"2013-08-28",5043.379883
"2013-08-29",5044.879883
"2013-08-30",5021.609863
"2013-09-03",5022.089844
"2013-09-04",5055.430176
"2013-09-05",5062.680176
"2013-09-06",5063.419922
"2013-09-09",5114.419922
"2013-09-10",5174.799805
"2013-09-11",5189.97998
"2013-09-12",5164.879883
"2013-09-13",5187.529785
"2013-09-16",5227.549805
"2013-09-17",5239.680176
"2013-09-18",5316.990234
"2013-09-19",5312.379883
"2013-09-20",5257.850098
"2013-09-23",5247.620117
"2013-09-24",5234.890137
"2013-09-25",5207.410156
"2013-09-26",5222.060059
"2013-09-27",5194.47998
"2013-09-30",5166.609863
"2013-10-01",5201.779785
"2013-10-02",5185.220215
"2013-10-03",5133.740234
"2013-10-04",5158.100098
"2013-10-07",5112.399902
"2013-10-08",5066.129883
"2013-10-09",5077.77002
"2013-10-10",5184.490234
"2013-10-11",5217.359863
"2013-10-14",5226.490234
"2013-10-15",5188.100098
"2013-10-16",5256.819824
"2013-10-17",5270.240234
"2013-10-18",5296.640137
"2013-10-21",5300.330078
"2013-10-22",5338.830078
"2013-10-23",5338.720215
"2013-10-24",5369.790039
"2013-10-25",5386.720215
"2013-10-28",5389.75
"2013-10-29",5416.25
"2013-10-30",5389.609863
"2013-10-31",5363.459961
"2013-11-01",5400.97998
"2013-11-04",5425.310059
"2013-11-05",5406.569824
"2013-11-06",5430.450195
"2013-11-07",5370.959961
"2013-11-08",5418.529785
"2013-11-11",5429.220215
"2013-11-12",5427.680176
"2013-11-13",5453.040039
"2013-11-14",5475.02002
"2013-11-15",5507.740234
"2013-11-18",5504.830078
"2013-11-19",5480.049805
"2013-11-20",5451.330078
"2013-11-21",5490.490234
"2013-11-22",5505.919922
"2013-11-25",5509.25
"2013-11-26",5500.629883
"2013-11-27",5511.410156
"2013-11-29",5504.910156
"2013-12-02",5490.970215
"2013-12-03",5461.779785
"2013-12-04",5452.609863
"2013-12-05",5431.919922
"2013-12-06",5489.439941
"2013-12-09",5492.149902
"2013-12-10",5461.330078
"2013-12-11",5403.850098
"2013-12-12",5385.029785
"2013-12-13",5392.689941
"2013-12-16",5437.339844
"2013-12-17",5428.879883
"2013-12-18",5513.740234
"2013-12-19",5510.540039
"2013-12-20",5543.180176
