"Index","VZ.Close"
"2010-01-04",31.212946
"2010-01-05",31.269218
"2010-01-06",29.937416
"2010-01-07",29.759218
"2010-01-08",29.777975
"2010-01-11",29.8999
"2010-01-12",29.928038
"2010-01-13",29.890522
"2010-01-14",29.280895
"2010-01-15",28.680647
"2010-01-19",29.290274
"2010-01-20",28.80257
"2010-01-21",28.727539
"2010-01-22",28.455551
"2010-01-25",28.774435
"2010-01-26",28.29611
"2010-01-27",28.014744
"2010-01-28",27.508284
"2010-01-29",27.592693
"2010-02-01",27.770893
"2010-02-02",27.88344
"2010-02-03",27.37698
"2010-02-04",26.851763
"2010-02-05",26.954929
"2010-02-08",26.60791
"2010-02-09",26.96431
"2010-02-10",27.076855
"2010-02-11",27.236298
"2010-02-12",27.133129
"2010-02-16",27.367601
"2010-02-17",27.330086
"2010-02-18",27.339464
"2010-02-19",27.217539
"2010-02-22",27.19878
"2010-02-23",26.954929
"2010-02-24",27.161264
"2010-02-25",27.086233
"2010-02-26",27.133129
"2010-03-01",27.189402
"2010-03-02",27.442633
"2010-03-03",27.320707
"2010-03-04",27.452011
"2010-03-05",27.414495
"2010-03-08",27.789652
"2010-03-09",28.052259
"2010-03-10",27.902199
"2010-03-11",27.986609
"2010-03-12",27.88344
"2010-03-15",28.005365
"2010-03-16",28.071018
"2010-03-17",28.277353
"2010-03-18",28.418037
"2010-03-19",28.521204
"2010-03-22",28.746298
"2010-03-23",29.055801
"2010-03-24",28.568098
"2010-03-25",28.427416
"2010-03-26",28.483688
"2010-03-29",28.55872
"2010-03-30",29.290274
"2010-03-31",29.093317
"2010-04-01",29.337168
"2010-04-05",29.505987
"2010-04-06",29.262136
"2010-04-07",28.361763
"2010-04-08",28.286732
"2010-04-09",28.2117
"2010-04-12",28.080397
"2010-04-13",28.202322
"2010-04-14",27.995987
"2010-04-15",27.70524
"2010-04-16",27.742758
"2010-04-19",27.88344
"2010-04-20",27.911577
"2010-04-21",27.723999
"2010-04-22",27.46139
"2010-04-23",27.245674
"2010-04-26",27.142508
"2010-04-27",26.96431
"2010-04-28",27.311329
"2010-04-29",27.405117
"2010-04-30",27.104992
"2010-05-03",27.47077
"2010-05-04",26.96431
"2010-05-05",26.898657
"2010-05-06",26.270271
"2010-05-07",26.439091
"2010-05-10",26.833004
"2010-05-11",26.636047
"2010-05-12",26.917414
"2010-05-13",26.908035
"2010-05-14",26.739216
"2010-05-17",26.879898
"2010-05-18",26.654804
"2010-05-19",26.739216
"2010-05-20",26.035799
"2010-05-21",26.223375
"2010-05-24",25.78257
"2010-05-25",25.698158
"2010-05-26",25.257351
"2010-05-27",25.86698
"2010-05-28",25.810705
"2010-06-01",25.51996
"2010-06-02",25.876358
"2010-06-03",25.923252
"2010-06-04",25.51996
"2010-06-07",25.398033
"2010-06-08",25.960768
"2010-06-09",26.054556
"2010-06-10",26.579775
"2010-06-11",26.78611
"2010-06-14",26.851763
"2010-06-15",27.301949
"2010-06-16",27.367601
"2010-06-17",27.283192
"2010-06-18",27.320707
"2010-06-21",27.255054
"2010-06-22",27.255054
"2010-06-23",27.508284
"2010-06-24",27.161264
"2010-06-25",26.776731
"2010-06-28",26.926792
"2010-06-29",26.842382
"2010-06-30",26.27965
"2010-07-01",26.382818
"2010-07-02",26.809999
"2010-07-06",26.610001
"2010-07-07",26.52
"2010-07-08",26.780001
"2010-07-09",26.65
"2010-07-12",26.49
"2010-07-13",26.889999
"2010-07-14",26.84
"2010-07-15",26.799999
"2010-07-16",26.690001
"2010-07-19",26.719999
"2010-07-20",26.67
"2010-07-21",26.52
"2010-07-22",27
"2010-07-23",28.02
"2010-07-26",28.280001
"2010-07-27",28.59
"2010-07-28",28.91
"2010-07-29",28.879999
"2010-07-30",29.059999
"2010-08-02",29.559999
"2010-08-03",29.540001
"2010-08-04",29.4
"2010-08-05",29.549999
"2010-08-06",29.549999
"2010-08-09",29.860001
"2010-08-10",30.02
"2010-08-11",29.559999
"2010-08-12",30.32
"2010-08-13",30.030001
"2010-08-16",29.959999
"2010-08-17",30.17
"2010-08-18",30.15
"2010-08-19",29.620001
"2010-08-20",29.370001
"2010-08-23",29.41
"2010-08-24",29.469999
"2010-08-25",29.66
"2010-08-26",29.5
"2010-08-27",29.84
"2010-08-30",29.440001
"2010-08-31",29.530001
"2010-09-01",30.26
"2010-09-02",30.110001
"2010-09-03",30.200001
"2010-09-07",30.219999
"2010-09-08",30.459999
"2010-09-09",30.84
"2010-09-10",30.82
"2010-09-13",30.9
"2010-09-14",30.91
"2010-09-15",31.190001
"2010-09-16",31.42
"2010-09-17",31.68
"2010-09-20",32.09
"2010-09-21",32.32
"2010-09-22",32.389999
"2010-09-23",32.169998
"2010-09-24",32.639999
"2010-09-27",32.860001
"2010-09-28",32.720001
"2010-09-29",32.66
"2010-09-30",32.59
"2010-10-01",32.889999
"2010-10-04",33.029999
"2010-10-05",33.57
"2010-10-06",33.360001
"2010-10-07",32.93
"2010-10-08",32.830002
"2010-10-11",33.029999
"2010-10-12",32.540001
"2010-10-13",32.209999
"2010-10-14",32.439999
"2010-10-15",32.43
"2010-10-18",32.59
"2010-10-19",32.16
"2010-10-20",32.639999
"2010-10-21",32.52
"2010-10-22",32.09
"2010-10-25",32.349998
"2010-10-26",32.5
"2010-10-27",32.509998
"2010-10-28",32.41
"2010-10-29",32.48
"2010-11-01",32.400002
"2010-11-02",32.799999
"2010-11-03",32.990002
"2010-11-04",33.52
"2010-11-05",33.43
"2010-11-08",33.169998
"2010-11-09",33.009998
"2010-11-10",32.849998
"2010-11-11",32.630001
"2010-11-12",32.560001
"2010-11-15",32.77
"2010-11-16",32.189999
"2010-11-17",32.34
"2010-11-18",32.650002
"2010-11-19",32.59
"2010-11-22",32.5
"2010-11-23",32.389999
"2010-11-24",32.349998
"2010-11-26",32.209999
"2010-11-29",31.9
"2010-11-30",32.009998
"2010-12-01",32.349998
"2010-12-02",32.740002
"2010-12-03",32.900002
"2010-12-06",32.889999
"2010-12-07",32.950001
"2010-12-08",32.98
"2010-12-09",33.560001
"2010-12-10",34.040001
"2010-12-13",34.110001
"2010-12-14",34.669998
"2010-12-15",34.630001
"2010-12-16",34.759998
"2010-12-17",34.639999
"2010-12-20",34.740002
"2010-12-21",34.939999
"2010-12-22",35.18
"2010-12-23",35.439999
"2010-12-27",35.5
"2010-12-28",35.619999
"2010-12-29",35.580002
"2010-12-30",35.560001
"2010-12-31",35.779999
"2011-01-03",36.43
"2011-01-04",37.16
"2011-01-05",37.669998
"2011-01-06",36.23
"2011-01-07",35.93
"2011-01-10",35.919998
"2011-01-11",35.360001
"2011-01-12",35.470001
"2011-01-13",35.799999
"2011-01-14",35.459999
"2011-01-18",34.360001
"2011-01-19",34.599998
"2011-01-20",34.610001
"2011-01-21",34.950001
"2011-01-24",35.240002
"2011-01-25",35.790001
"2011-01-26",36.400002
"2011-01-27",36.490002
"2011-01-28",35.630001
"2011-01-31",35.619999
"2011-02-01",36.27
"2011-02-02",36.16
"2011-02-03",36.380001
"2011-02-04",36.310001
"2011-02-07",36.02
"2011-02-08",36.34
"2011-02-09",36.68
"2011-02-10",36.419998
"2011-02-11",36.389999
"2011-02-14",35.900002
"2011-02-15",36.459999
"2011-02-16",36.169998
"2011-02-17",36.369999
"2011-02-18",36.619999
"2011-02-22",36
"2011-02-23",35.810001
"2011-02-24",35.580002
"2011-02-25",35.970001
"2011-02-28",36.919998
"2011-03-01",36.02
"2011-03-02",36.34
"2011-03-03",36.360001
"2011-03-04",36.080002
"2011-03-07",36.009998
"2011-03-08",36.48
"2011-03-09",36.650002
"2011-03-10",36.400002
"2011-03-11",35.849998
"2011-03-14",35.18
"2011-03-15",34.869999
"2011-03-16",34.299999
"2011-03-17",35.330002
"2011-03-18",35.84
"2011-03-21",36.459999
"2011-03-22",36.950001
"2011-03-23",36.98
"2011-03-24",37.18
"2011-03-25",37.290001
"2011-03-28",37.75
"2011-03-29",38.290001
"2011-03-30",38.459999
"2011-03-31",38.540001
"2011-04-01",38.470001
"2011-04-04",38.610001
"2011-04-05",38.380001
"2011-04-06",37.849998
"2011-04-07",37.759998
"2011-04-08",37.720001
"2011-04-11",37.849998
"2011-04-12",37.639999
"2011-04-13",37.689999
"2011-04-14",37.709999
"2011-04-15",37.849998
"2011-04-18",37.310001
"2011-04-19",37.240002
"2011-04-20",37.790001
"2011-04-21",36.91
"2011-04-25",36.990002
"2011-04-26",37.630001
"2011-04-27",38.25
"2011-04-28",38.27
"2011-04-29",37.779999
"2011-05-02",37.560001
"2011-05-03",37.799999
"2011-05-04",37.669998
"2011-05-05",37.119999
"2011-05-06",37.279999
"2011-05-09",37.240002
"2011-05-10",37.57
"2011-05-11",37.259998
"2011-05-12",37.43
"2011-05-13",37.259998
"2011-05-16",36.970001
"2011-05-17",37.110001
"2011-05-18",37.09
"2011-05-19",37.32
"2011-05-20",37.150002
"2011-05-23",36.849998
"2011-05-24",36.900002
"2011-05-25",36.400002
"2011-05-26",36.610001
"2011-05-27",36.669998
"2011-05-31",36.93
"2011-06-01",36.27
"2011-06-02",36.169998
"2011-06-03",35.630001
"2011-06-06",35.209999
"2011-06-07",35.380001
"2011-06-08",35.900002
"2011-06-09",35.669998
"2011-06-10",35.189999
"2011-06-13",35.630001
"2011-06-14",35.580002
"2011-06-15",35.119999
"2011-06-16",35.240002
"2011-06-17",35.509998
"2011-06-20",35.650002
"2011-06-21",35.990002
"2011-06-22",35.939999
"2011-06-23",36.049999
"2011-06-24",36
"2011-06-27",36.400002
"2011-06-28",36.57
"2011-06-29",36.720001
"2011-06-30",37.23
"2011-07-01",37.799999
"2011-07-05",37.82
"2011-07-06",37.540001
"2011-07-07",37.419998
"2011-07-08",37.48
"2011-07-11",37.119999
"2011-07-12",37.09
"2011-07-13",36.939999
"2011-07-14",36.880001
"2011-07-15",36.82
"2011-07-18",36.709999
"2011-07-19",36.970001
"2011-07-20",37.330002
"2011-07-21",37.57
"2011-07-22",36.740002
"2011-07-25",36.220001
"2011-07-26",36.279999
"2011-07-27",36.209999
"2011-07-28",35.66
