"Index","DJI.Close"
"2011-07-19",12587.419922
"2011-07-20",12571.910156
"2011-07-21",12724.410156
"2011-07-22",12681.160156
"2011-07-25",12592.799805
"2011-07-26",12501.299805
"2011-07-27",12302.549805
"2011-07-28",12240.110352
"2011-07-29",12143.240234
"2011-08-01",12132.490234
"2011-08-02",11866.620117
"2011-08-03",11896.44043
"2011-08-04",11383.679688
"2011-08-05",11444.610352
"2011-08-08",10809.849609
"2011-08-09",11239.769531
"2011-08-10",10719.94043
"2011-08-11",11143.30957
"2011-08-12",11269.019531
"2011-08-15",11482.900391
"2011-08-16",11405.929688
"2011-08-17",11410.209961
"2011-08-18",10990.580078
"2011-08-19",10817.650391
"2011-08-22",10854.650391
"2011-08-23",11176.759766
"2011-08-24",11320.709961
"2011-08-25",11149.820313
"2011-08-26",11284.540039
"2011-08-29",11539.25
"2011-08-30",11559.950195
"2011-08-31",11613.530273
"2011-09-01",11493.570313
"2011-09-02",11240.259766
"2011-09-06",11139.299805
"2011-09-07",11414.860352
"2011-09-08",11295.80957
"2011-09-09",10992.129883
"2011-09-12",11061.120117
"2011-09-13",11105.849609
"2011-09-14",11246.730469
"2011-09-15",11433.179688
"2011-09-16",11509.089844
"2011-09-19",11401.009766
"2011-09-20",11408.660156
"2011-09-21",11124.839844
"2011-09-22",10733.830078
"2011-09-23",10771.480469
"2011-09-26",11043.860352
"2011-09-27",11190.69043
"2011-09-28",11010.900391
"2011-09-29",11153.980469
"2011-09-30",10913.379883
"2011-10-03",10655.299805
"2011-10-04",10808.709961
"2011-10-05",10939.950195
"2011-10-06",11123.330078
"2011-10-07",11103.120117
"2011-10-10",11433.179688
"2011-10-11",11416.299805
"2011-10-12",11518.849609
"2011-10-13",11478.129883
"2011-10-14",11644.490234
"2011-10-17",11397
"2011-10-18",11577.049805
"2011-10-19",11504.620117
"2011-10-20",11541.780273
"2011-10-21",11808.790039
"2011-10-24",11913.620117
"2011-10-25",11706.620117
"2011-10-26",11869.040039
"2011-10-27",12208.549805
"2011-10-28",12231.110352
"2011-10-31",11955.009766
"2011-11-01",11657.959961
"2011-11-02",11836.040039
"2011-11-03",12044.469727
"2011-11-04",11983.240234
"2011-11-07",12068.389648
"2011-11-08",12170.179688
"2011-11-09",11780.94043
"2011-11-10",11893.860352
"2011-11-11",12153.679688
"2011-11-14",12078.980469
"2011-11-15",12096.160156
"2011-11-16",11905.589844
"2011-11-17",11770.730469
"2011-11-18",11796.160156
"2011-11-21",11547.30957
"2011-11-22",11493.719727
"2011-11-23",11257.549805
"2011-11-25",11231.650391
"2011-11-28",11523.009766
"2011-11-29",11555.629883
"2011-11-30",12045.679688
"2011-12-01",12020.030273
"2011-12-02",12019.419922
"2011-12-05",12097.830078
"2011-12-06",12150.129883
"2011-12-07",12196.370117
"2011-12-08",11997.700195
"2011-12-09",12184.259766
"2011-12-12",12021.389648
"2011-12-13",11954.94043
"2011-12-14",11823.480469
"2011-12-15",11868.80957
"2011-12-16",11866.389648
"2011-12-19",11766.259766
"2011-12-20",12103.580078
"2011-12-21",12107.740234
"2011-12-22",12169.650391
"2011-12-23",12294
"2011-12-27",12291.349609
"2011-12-28",12151.410156
"2011-12-29",12287.040039
"2011-12-30",12217.55957
"2012-01-03",12397.379883
"2012-01-04",12418.419922
"2012-01-05",12415.700195
"2012-01-06",12359.919922
"2012-01-09",12392.69043
"2012-01-10",12462.469727
"2012-01-11",12449.450195
"2012-01-12",12471.019531
"2012-01-13",12422.05957
"2012-01-17",12482.070313
"2012-01-18",12578.950195
"2012-01-19",12623.980469
"2012-01-20",12720.480469
"2012-01-23",12708.820313
"2012-01-24",12675.75
"2012-01-25",12758.849609
"2012-01-26",12734.629883
"2012-01-27",12660.459961
"2012-01-30",12653.719727
"2012-01-31",12632.910156
"2012-02-01",12716.459961
"2012-02-02",12705.410156
"2012-02-03",12862.230469
"2012-02-06",12845.129883
"2012-02-07",12878.200195
"2012-02-08",12883.950195
"2012-02-09",12890.459961
"2012-02-10",12801.230469
"2012-02-13",12874.040039
"2012-02-14",12878.280273
"2012-02-15",12780.950195
"2012-02-16",12904.080078
"2012-02-17",12949.870117
"2012-02-21",12965.69043
"2012-02-22",12938.669922
"2012-02-23",12984.69043
"2012-02-24",12982.950195
"2012-02-27",12981.509766
"2012-02-28",13005.120117
"2012-02-29",12952.070313
"2012-03-01",12980.299805
"2012-03-02",12977.570313
"2012-03-05",12962.80957
"2012-03-06",12759.150391
"2012-03-07",12837.330078
"2012-03-08",12907.94043
"2012-03-09",12922.019531
"2012-03-12",12959.709961
"2012-03-13",13177.679688
"2012-03-14",13194.099609
"2012-03-15",13252.759766
"2012-03-16",13232.620117
"2012-03-19",13239.129883
"2012-03-20",13170.19043
"2012-03-21",13124.620117
"2012-03-22",13046.139648
"2012-03-23",13080.730469
"2012-03-26",13241.629883
"2012-03-27",13197.730469
"2012-03-28",13126.209961
"2012-03-29",13145.820313
"2012-03-30",13212.040039
"2012-04-02",13264.490234
"2012-04-03",13199.549805
"2012-04-04",13074.75
"2012-04-05",13060.139648
"2012-04-09",12929.589844
"2012-04-10",12715.929688
"2012-04-11",12805.389648
"2012-04-12",12986.580078
"2012-04-13",12849.589844
"2012-04-16",12921.410156
"2012-04-17",13115.540039
"2012-04-18",13032.75
"2012-04-19",12964.099609
"2012-04-20",13029.259766
"2012-04-23",12927.169922
"2012-04-24",13001.55957
"2012-04-25",13090.719727
"2012-04-26",13204.620117
"2012-04-27",13228.30957
"2012-04-30",13213.629883
"2012-05-01",13279.320313
"2012-05-02",13268.570313
"2012-05-03",13206.589844
"2012-05-04",13038.269531
"2012-05-07",13008.530273
"2012-05-08",12932.089844
"2012-05-09",12835.05957
"2012-05-10",12855.040039
"2012-05-11",12820.599609
"2012-05-14",12695.349609
"2012-05-15",12632
"2012-05-16",12598.549805
"2012-05-17",12442.490234
"2012-05-18",12369.379883
"2012-05-21",12504.480469
"2012-05-22",12502.80957
"2012-05-23",12496.150391
"2012-05-24",12529.75
"2012-05-25",12454.830078
"2012-05-29",12580.69043
"2012-05-30",12419.860352
"2012-05-31",12393.450195
"2012-06-01",12118.570313
"2012-06-04",12101.459961
"2012-06-05",12127.950195
"2012-06-06",12414.790039
"2012-06-07",12460.959961
"2012-06-08",12554.200195
"2012-06-11",12411.230469
"2012-06-12",12573.799805
"2012-06-13",12496.379883
"2012-06-14",12651.910156
"2012-06-15",12767.169922
"2012-06-18",12741.820313
"2012-06-19",12837.330078
"2012-06-20",12824.389648
"2012-06-21",12573.570313
"2012-06-22",12640.780273
"2012-06-25",12502.660156
"2012-06-26",12534.669922
"2012-06-27",12627.009766
"2012-06-28",12602.259766
"2012-06-29",12880.089844
"2012-07-02",12871.389648
"2012-07-03",12943.660156
"2012-07-05",12896.669922
"2012-07-06",12772.469727
"2012-07-09",12736.290039
"2012-07-10",12653.120117
"2012-07-11",12604.530273
"2012-07-12",12573.269531
"2012-07-13",12777.089844
"2012-07-16",12727.209961
"2012-07-17",12805.540039
"2012-07-18",12908.700195
"2012-07-19",12943.360352
"2012-07-20",12822.570313
"2012-07-23",12721.459961
"2012-07-24",12617.320313
"2012-07-25",12676.049805
"2012-07-26",12887.929688
"2012-07-27",13075.660156
"2012-07-30",13073.009766
"2012-07-31",13008.679688
"2012-08-01",12976.129883
"2012-08-02",12878.879883
"2012-08-03",13096.169922
"2012-08-06",13117.509766
"2012-08-07",13168.599609
"2012-08-08",13175.639648
"2012-08-09",13165.19043
"2012-08-10",13207.950195
"2012-08-13",13169.429688
"2012-08-14",13172.139648
"2012-08-15",13164.780273
"2012-08-16",13250.110352
"2012-08-17",13275.200195
"2012-08-20",13271.639648
"2012-08-21",13203.580078
"2012-08-22",13172.759766
"2012-08-23",13057.459961
"2012-08-24",13157.969727
"2012-08-27",13124.669922
"2012-08-28",13102.990234
"2012-08-29",13107.480469
"2012-08-30",13000.709961
"2012-08-31",13090.839844
"2012-09-04",13035.94043
"2012-09-05",13047.480469
"2012-09-06",13292
"2012-09-07",13306.639648
"2012-09-10",13254.290039
"2012-09-11",13323.360352
"2012-09-12",13333.349609
"2012-09-13",13539.860352
"2012-09-14",13593.370117
"2012-09-17",13553.099609
"2012-09-18",13564.639648
"2012-09-19",13577.959961
"2012-09-20",13596.929688
"2012-09-21",13579.469727
"2012-09-24",13558.919922
"2012-09-25",13457.549805
"2012-09-26",13413.509766
"2012-09-27",13485.969727
"2012-09-28",13437.129883
"2012-10-01",13515.110352
"2012-10-02",13482.360352
"2012-10-03",13494.610352
"2012-10-04",13575.360352
"2012-10-05",13610.150391
"2012-10-08",13583.650391
"2012-10-09",13473.530273
"2012-10-10",13344.969727
"2012-10-11",13326.389648
"2012-10-12",13328.849609
"2012-10-15",13424.230469
"2012-10-16",13551.780273
"2012-10-17",13557
"2012-10-18",13548.94043
"2012-10-19",13343.509766
"2012-10-22",13345.889648
"2012-10-23",13102.530273
"2012-10-24",13077.339844
"2012-10-25",13103.679688
"2012-10-26",13107.209961
"2012-10-31",13096.459961
"2012-11-01",13232.620117
"2012-11-02",13093.160156
"2012-11-05",13112.44043
"2012-11-06",13245.679688
"2012-11-07",12932.730469
"2012-11-08",12811.320313
"2012-11-09",12815.389648
"2012-11-12",12815.080078
"2012-11-13",12756.179688
"2012-11-14",12570.950195
"2012-11-15",12542.379883
"2012-11-16",12588.30957
"2012-11-19",12795.959961
"2012-11-20",12788.509766
"2012-11-21",12836.889648
"2012-11-23",13009.530273
"2012-11-26",12967.370117
"2012-11-27",12878.129883
"2012-11-28",12985.110352
"2012-11-29",13021.820313
"2012-11-30",13025.580078
"2012-12-03",12965.599609
"2012-12-04",12951.780273
"2012-12-05",13034.490234
"2012-12-06",13074.040039
"2012-12-07",13155.129883
"2012-12-10",13169.879883
"2012-12-11",13248.44043
"2012-12-12",13245.450195
"2012-12-13",13170.719727
"2012-12-14",13135.009766
"2012-12-17",13235.389648
"2012-12-18",13350.959961
"2012-12-19",13251.969727
"2012-12-20",13311.719727
"2012-12-21",13190.839844
"2012-12-24",13138.929688
"2012-12-26",13114.589844
"2012-12-27",13096.30957
"2012-12-28",12938.110352
"2012-12-31",13104.139648
"2013-01-02",13412.549805
"2013-01-03",13391.360352
"2013-01-04",13435.209961
"2013-01-07",13384.290039
"2013-01-08",13328.849609
"2013-01-09",13390.509766
"2013-01-10",13471.219727
"2013-01-11",13488.429688
"2013-01-14",13507.320313
"2013-01-15",13534.889648
"2013-01-16",13511.230469
"2013-01-17",13596.019531
"2013-01-18",13649.700195
"2013-01-22",13712.209961
"2013-01-23",13779.330078
"2013-01-24",13825.330078
"2013-01-25",13895.980469
"2013-01-28",13881.929688
"2013-01-29",13954.419922
"2013-01-30",13910.419922
"2013-01-31",13860.580078
"2013-02-01",14009.790039
"2013-02-04",13880.080078
"2013-02-05",13979.299805
"2013-02-06",13986.519531
"2013-02-07",13944.049805
"2013-02-08",13992.969727
"2013-02-11",13971.240234
"2013-02-12",14018.700195
"2013-02-13",13982.910156
"2013-02-14",13973.389648
"2013-02-15",13981.759766
"2013-02-19",14035.669922
"2013-02-20",13927.540039
"2013-02-21",13880.620117
"2013-02-22",14000.570313
"2013-02-25",13784.169922
"2013-02-26",13900.129883
"2013-02-27",14075.370117
"2013-02-28",14054.490234
"2013-03-01",14089.660156
"2013-03-04",14127.820313
"2013-03-05",14253.769531
"2013-03-06",14296.240234
"2013-03-07",14329.490234
"2013-03-08",14397.070313
"2013-03-11",14447.290039
"2013-03-12",14450.05957
"2013-03-13",14455.280273
"2013-03-14",14539.139648
"2013-03-15",14514.110352
"2013-03-18",14452.05957
"2013-03-19",14455.820313
"2013-03-20",14511.730469
"2013-03-21",14421.490234
"2013-03-22",14512.030273
"2013-03-25",14447.75
"2013-03-26",14559.650391
"2013-03-27",14526.160156
"2013-03-28",14578.540039
"2013-04-01",14572.849609
"2013-04-02",14662.009766
"2013-04-03",14550.349609
"2013-04-04",14606.110352
"2013-04-05",14565.25
"2013-04-08",14613.480469
"2013-04-09",14673.459961
"2013-04-10",14802.240234
"2013-04-11",14865.139648
"2013-04-12",14865.05957
"2013-04-15",14599.200195
"2013-04-16",14756.780273
"2013-04-17",14618.589844
"2013-04-18",14537.139648
"2013-04-19",14547.509766
"2013-04-22",14567.169922
"2013-04-23",14719.459961
"2013-04-24",14676.299805
"2013-04-25",14700.799805
"2013-04-26",14712.549805
"2013-04-29",14818.75
"2013-04-30",14839.799805
"2013-05-01",14700.950195
"2013-05-02",14831.580078
"2013-05-03",14973.959961
"2013-05-06",14968.889648
"2013-05-07",15056.200195
"2013-05-08",15105.120117
"2013-05-09",15082.620117
"2013-05-10",15118.490234
"2013-05-13",15091.679688
"2013-05-14",15215.25
"2013-05-15",15275.69043
"2013-05-16",15233.219727
"2013-05-17",15354.400391
"2013-05-20",15335.280273
"2013-05-21",15387.580078
"2013-05-22",15307.169922
"2013-05-23",15294.5
"2013-05-24",15303.099609
"2013-05-28",15409.389648
"2013-05-29",15302.799805
"2013-05-30",15324.530273
"2013-05-31",15115.570313
"2013-06-03",15254.030273
"2013-06-04",15177.540039
"2013-06-05",14960.589844
"2013-06-06",15040.620117
"2013-06-07",15248.120117
"2013-06-10",15238.589844
"2013-06-11",15122.019531
"2013-06-12",14995.230469
"2013-06-13",15176.080078
"2013-06-14",15070.179688
"2013-06-17",15179.849609
"2013-06-18",15318.230469
"2013-06-19",15112.19043
"2013-06-20",14758.320313
"2013-06-21",14799.400391
"2013-06-24",14659.55957
"2013-06-25",14760.30957
"2013-06-26",14910.139648
"2013-06-27",15024.490234
"2013-06-28",14909.599609
"2013-07-01",14974.959961
"2013-07-02",14932.410156
"2013-07-03",14988.370117
"2013-07-05",15135.839844
"2013-07-08",15224.69043
"2013-07-09",15300.339844
"2013-07-10",15291.660156
"2013-07-11",15460.919922
"2013-07-12",15464.299805
"2013-07-15",15484.259766
"2013-07-16",15451.849609
"2013-07-17",15470.519531
"2013-07-18",15548.540039
"2013-07-19",15543.740234
"2013-07-22",15545.549805
"2013-07-23",15567.740234
"2013-07-24",15542.240234
"2013-07-25",15555.610352
"2013-07-26",15558.830078
"2013-07-29",15521.969727
"2013-07-30",15520.589844
"2013-07-31",15499.540039
"2013-08-01",15628.019531
"2013-08-02",15658.360352
"2013-08-05",15612.129883
"2013-08-06",15518.740234
"2013-08-07",15470.669922
"2013-08-08",15498.320313
"2013-08-09",15425.509766
"2013-08-12",15419.679688
"2013-08-13",15451.009766
"2013-08-14",15337.660156
"2013-08-15",15112.19043
"2013-08-16",15081.469727
"2013-08-19",15010.740234
"2013-08-20",15002.990234
"2013-08-21",14897.549805
"2013-08-22",14963.740234
"2013-08-23",15010.509766
"2013-08-26",14946.459961
"2013-08-27",14776.129883
"2013-08-28",14824.509766
"2013-08-29",14840.950195
"2013-08-30",14810.30957
"2013-09-03",14833.959961
"2013-09-04",14930.870117
"2013-09-05",14937.480469
"2013-09-06",14922.5
"2013-09-09",15063.120117
"2013-09-10",15191.05957
"2013-09-11",15326.599609
"2013-09-12",15300.639648
"2013-09-13",15376.05957
"2013-09-16",15494.780273
"2013-09-17",15529.730469
"2013-09-18",15676.94043
"2013-09-19",15636.549805
"2013-09-20",15451.089844
"2013-09-23",15401.379883
"2013-09-24",15334.589844
"2013-09-25",15273.259766
"2013-09-26",15328.299805
"2013-09-27",15258.240234
"2013-09-30",15129.669922
"2013-10-01",15191.700195
"2013-10-02",15133.139648
"2013-10-03",14996.480469
"2013-10-04",15072.580078
"2013-10-07",14936.240234
"2013-10-08",14776.530273
"2013-10-09",14802.980469
"2013-10-10",15126.070313
"2013-10-11",15237.110352
"2013-10-14",15301.259766
"2013-10-15",15168.009766
"2013-10-16",15373.830078
"2013-10-17",15371.650391
"2013-10-18",15399.650391
"2013-10-21",15392.200195
"2013-10-22",15467.660156
"2013-10-23",15413.330078
"2013-10-24",15509.209961
"2013-10-25",15570.280273
"2013-10-28",15568.929688
"2013-10-29",15680.349609
"2013-10-30",15618.759766
"2013-10-31",15545.75
"2013-11-01",15615.549805
"2013-11-04",15639.120117
"2013-11-05",15618.219727
"2013-11-06",15746.879883
"2013-11-07",15593.980469
"2013-11-08",15761.780273
"2013-11-11",15783.099609
"2013-11-12",15750.669922
"2013-11-13",15821.629883
"2013-11-14",15876.219727
"2013-11-15",15961.700195
"2013-11-18",15976.019531
"2013-11-19",15967.030273
"2013-11-20",15900.820313
"2013-11-21",16009.990234
"2013-11-22",16064.769531
"2013-11-25",16072.540039
"2013-11-26",16072.799805
"2013-11-27",16097.330078
"2013-11-29",16086.410156
"2013-12-02",16008.769531
"2013-12-03",15914.620117
"2013-12-04",15889.769531
"2013-12-05",15821.509766
"2013-12-06",16020.200195
"2013-12-09",16025.530273
"2013-12-10",15973.129883
"2013-12-11",15843.530273
"2013-12-12",15739.429688
"2013-12-13",15755.360352
"2013-12-16",15884.570313
"2013-12-17",15875.259766
"2013-12-18",16167.969727
"2013-12-19",16179.080078
"2013-12-20",16221.139648
"2013-12-23",16294.610352
