"Index","KO.Close"
"2011-01-18",31.74
"2011-01-19",31.709999
"2011-01-20",31.465
"2011-01-21",31.385
"2011-01-24",31.625
"2011-01-25",31.48
"2011-01-26",31.48
"2011-01-27",31.35
"2011-01-28",31.105
"2011-01-31",31.424999
"2011-02-01",31.525
"2011-02-02",31.43
"2011-02-03",31.285
"2011-02-04",31.280001
"2011-02-07",31.26
"2011-02-08",31.434999
"2011-02-09",31.575001
"2011-02-10",31.77
"2011-02-11",31.785
"2011-02-14",31.57
"2011-02-15",31.594999
"2011-02-16",31.700001
"2011-02-17",32.275002
"2011-02-18",32.275002
"2011-02-22",31.879999
"2011-02-23",31.955
"2011-02-24",31.940001
"2011-02-25",32.154999
"2011-02-28",31.959999
"2011-03-01",32.455002
"2011-03-02",32.215
"2011-03-03",32.785
"2011-03-04",32.605
"2011-03-07",32.610001
"2011-03-08",32.82
"2011-03-09",32.810001
"2011-03-10",32.645
"2011-03-11",32.404999
"2011-03-14",31.969999
"2011-03-15",31.514999
"2011-03-16",30.799999
"2011-03-17",31.139999
"2011-03-18",31.35
"2011-03-21",31.785
"2011-03-22",31.754999
"2011-03-23",32.134998
"2011-03-24",32.345001
"2011-03-25",32.610001
"2011-03-28",32.514999
"2011-03-29",32.860001
"2011-03-30",33.02
"2011-03-31",33.169998
"2011-04-01",33.610001
"2011-04-04",33.830002
"2011-04-05",33.735001
"2011-04-06",33.814999
"2011-04-07",33.720001
"2011-04-08",33.634998
"2011-04-11",33.700001
"2011-04-12",33.450001
"2011-04-13",33.639999
"2011-04-14",34.154999
"2011-04-15",34.005001
"2011-04-18",33.654999
"2011-04-19",33.544998
"2011-04-20",33.924999
"2011-04-21",33.939999
"2011-04-25",33.869999
"2011-04-26",33.465
"2011-04-27",33.5
"2011-04-28",33.705002
"2011-04-29",33.73
"2011-05-02",33.860001
"2011-05-03",33.939999
"2011-05-04",33.73
"2011-05-05",33.349998
"2011-05-06",33.450001
"2011-05-09",33.474998
"2011-05-10",33.669998
"2011-05-11",33.66
"2011-05-12",34.154999
"2011-05-13",34.09
"2011-05-16",33.915001
"2011-05-17",33.994999
"2011-05-18",34.150002
"2011-05-19",34.23
"2011-05-20",34.150002
"2011-05-23",33.744999
"2011-05-24",33.735001
"2011-05-25",33.455002
"2011-05-26",33.349998
"2011-05-27",33.255001
"2011-05-31",33.404999
"2011-06-01",33.380001
"2011-06-02",33.02
"2011-06-03",32.764999
"2011-06-06",32.709999
"2011-06-07",32.599998
"2011-06-08",32.700001
"2011-06-09",32.945
"2011-06-10",32.695
"2011-06-13",32.560001
"2011-06-14",32.805
"2011-06-15",32.485001
"2011-06-16",32.744999
"2011-06-17",32.810001
"2011-06-20",32.915001
"2011-06-21",33.130001
"2011-06-22",33.200001
"2011-06-23",32.490002
"2011-06-24",32.465
"2011-06-27",32.605
"2011-06-28",33.014999
"2011-06-29",33.355
"2011-06-30",33.645
"2011-07-01",34.044998
"2011-07-05",34.150002
"2011-07-06",34.264999
"2011-07-07",34.375
"2011-07-08",34.34
"2011-07-11",34.049999
"2011-07-12",33.924999
"2011-07-13",34.029999
"2011-07-14",33.834999
"2011-07-15",33.764999
"2011-07-18",33.560001
"2011-07-19",34.66
"2011-07-20",34.435001
"2011-07-21",34.669998
"2011-07-22",34.865002
"2011-07-25",34.630001
"2011-07-26",34.595001
"2011-07-27",34.345001
"2011-07-28",34.404999
"2011-07-29",34.005001
"2011-08-01",33.865002
"2011-08-02",33.535
"2011-08-03",34.200001
"2011-08-04",32.91
"2011-08-05",33.384998
"2011-08-08",32.560001
"2011-08-09",33.34
"2011-08-10",31.98
"2011-08-11",33.235001
"2011-08-12",33.57
"2011-08-15",34.099998
"2011-08-16",34.084999
"2011-08-17",34.639999
"2011-08-18",33.880001
"2011-08-19",33.549999
"2011-08-22",33.634998
"2011-08-23",34.529999
"2011-08-24",34.84
"2011-08-25",33.985001
"2011-08-26",34.25
"2011-08-29",34.865002
"2011-08-30",34.93
"2011-08-31",35.224998
"2011-09-01",35.224998
"2011-09-02",34.869999
"2011-09-06",34.715
"2011-09-07",35.400002
"2011-09-08",35.584999
"2011-09-09",34.685001
"2011-09-12",34.689999
"2011-09-13",34.549999
"2011-09-14",34.884998
"2011-09-15",35.509998
"2011-09-16",35.615002
"2011-09-19",35.244999
"2011-09-20",35.325001
"2011-09-21",34.639999
"2011-09-22",33.91
"2011-09-23",33.709999
"2011-09-26",34.380001
"2011-09-27",34.785
"2011-09-28",34.029999
"2011-09-29",34.525002
"2011-09-30",33.779999
"2011-10-03",32.709999
"2011-10-04",32.615002
"2011-10-05",32.764999
"2011-10-06",32.695
"2011-10-07",32.950001
"2011-10-10",33.450001
"2011-10-11",33.400002
"2011-10-12",33.740002
"2011-10-13",33.700001
"2011-10-14",33.924999
"2011-10-17",33.5
"2011-10-18",33.369999
"2011-10-19",33.514999
"2011-10-20",33.560001
"2011-10-21",34.095001
"2011-10-24",33.935001
"2011-10-25",33.474998
"2011-10-26",33.735001
"2011-10-27",34.285
"2011-10-28",34.465
"2011-10-31",34.16
"2011-11-01",33.52
"2011-11-02",33.884998
"2011-11-03",34.325001
"2011-11-04",33.889999
"2011-11-07",34.105
"2011-11-08",34.325001
"2011-11-09",33.514999
"2011-11-10",33.695
"2011-11-11",34.060001
"2011-11-14",33.895
"2011-11-15",34
"2011-11-16",33.505001
"2011-11-17",33.310001
"2011-11-18",33.695
"2011-11-21",32.974998
"2011-11-22",32.985001
"2011-11-23",32.435001
"2011-11-25",32.369999
"2011-11-28",32.584999
"2011-11-29",33.095001
"2011-11-30",33.615002
"2011-12-01",33.415001
"2011-12-02",33.189999
"2011-12-05",33.154999
"2011-12-06",33.34
"2011-12-07",33.389999
"2011-12-08",33.365002
"2011-12-09",33.785
"2011-12-12",33.445
"2011-12-13",33.240002
"2011-12-14",33.130001
"2011-12-15",33.445
"2011-12-16",33.720001
"2011-12-19",33.685001
"2011-12-20",34.200001
"2011-12-21",34.785
"2011-12-22",34.595001
"2011-12-23",34.970001
"2011-12-27",34.939999
"2011-12-28",34.755001
"2011-12-29",35.080002
"2011-12-30",34.985001
"2012-01-03",35.07
"2012-01-04",34.849998
"2012-01-05",34.685001
"2012-01-06",34.465
"2012-01-09",34.465
"2012-01-10",34.669998
"2012-01-11",34.029999
"2012-01-12",33.785
"2012-01-13",33.494999
"2012-01-17",33.674999
"2012-01-18",33.794998
"2012-01-19",33.724998
"2012-01-20",34.044998
"2012-01-23",34.264999
"2012-01-24",33.950001
"2012-01-25",34.215
"2012-01-26",34.005001
"2012-01-27",33.720001
"2012-01-30",33.73
"2012-01-31",33.764999
"2012-02-01",33.924999
"2012-02-02",33.915001
"2012-02-03",34.040001
"2012-02-06",34.014999
"2012-02-07",34.275002
"2012-02-08",34.165001
"2012-02-09",33.985001
"2012-02-10",33.970001
"2012-02-13",34.220001
"2012-02-14",34.450001
"2012-02-15",34.200001
"2012-02-16",34.43
"2012-02-17",34.525002
"2012-02-21",34.41
"2012-02-22",34.625
"2012-02-23",34.59
"2012-02-24",34.5
"2012-02-27",34.415001
"2012-02-28",34.424999
"2012-02-29",34.93
"2012-03-01",34.799999
"2012-03-02",34.59
"2012-03-05",34.615002
"2012-03-06",34.380001
"2012-03-07",34.395
"2012-03-08",34.634998
"2012-03-09",34.755001
"2012-03-12",35.075001
"2012-03-13",35.125
"2012-03-14",35.110001
"2012-03-15",35.165001
"2012-03-16",35.080002
"2012-03-19",35.200001
"2012-03-20",35.294998
"2012-03-21",35.560001
"2012-03-22",35.709999
"2012-03-23",35.744999
"2012-03-26",35.950001
"2012-03-27",35.935001
"2012-03-28",36.330002
"2012-03-29",36.904999
"2012-03-30",37.005001
"2012-04-02",37.07
"2012-04-03",36.880001
"2012-04-04",36.73
"2012-04-05",36.735001
"2012-04-09",36.435001
"2012-04-10",36.009998
"2012-04-11",36.060001
"2012-04-12",36.110001
"2012-04-13",35.970001
"2012-04-16",36.220001
"2012-04-17",36.974998
"2012-04-18",37.084999
"2012-04-19",36.91
"2012-04-20",37.064999
"2012-04-23",36.845001
"2012-04-24",37.060001
"2012-04-25",37.465
"2012-04-26",37.855
"2012-04-27",38.314999
"2012-04-30",38.16
"2012-05-01",38.465
"2012-05-02",38.580002
"2012-05-03",38.720001
"2012-05-04",38.5
"2012-05-07",38.639999
"2012-05-08",38.57
"2012-05-09",38.389999
"2012-05-10",38.705002
"2012-05-11",38.735001
"2012-05-14",38.435001
"2012-05-15",38.285
"2012-05-16",38.165001
"2012-05-17",37.560001
"2012-05-18",37.025002
"2012-05-21",37.255001
"2012-05-22",37.095001
"2012-05-23",37.275002
"2012-05-24",37.779999
"2012-05-25",37.615002
"2012-05-29",37.73
"2012-05-30",37.529999
"2012-05-31",37.365002
"2012-06-01",36.544998
"2012-06-04",36.82
"2012-06-05",36.619999
"2012-06-06",37.305
"2012-06-07",37.139999
"2012-06-08",37.619999
"2012-06-11",37.330002
"2012-06-12",37.599998
"2012-06-13",37.345001
"2012-06-14",37.869999
"2012-06-15",38.044998
"2012-06-18",37.990002
"2012-06-19",37.869999
"2012-06-20",37.779999
"2012-06-21",37.334999
"2012-06-22",37.470001
"2012-06-25",37.384998
"2012-06-26",37.540001
"2012-06-27",38.169998
"2012-06-28",38.285
"2012-06-29",39.095001
"2012-07-02",39.459999
"2012-07-03",39.580002
"2012-07-05",39.224998
"2012-07-06",39.075001
"2012-07-09",38.990002
"2012-07-10",38.990002
"2012-07-11",38.73
"2012-07-12",38.32
"2012-07-13",38.639999
"2012-07-16",38.240002
"2012-07-17",38.845001
"2012-07-18",38.720001
"2012-07-19",38.775002
"2012-07-20",38.514999
"2012-07-23",38.439999
"2012-07-24",38.330002
"2012-07-25",38.509998
"2012-07-26",39.424999
"2012-07-27",40.005001
"2012-07-30",40.560001
"2012-07-31",40.400002
"2012-08-01",40.505001
"2012-08-02",39.875
"2012-08-03",40.415001
"2012-08-06",40.32
"2012-08-07",39.884998
"2012-08-08",39.779999
"2012-08-09",39.619999
"2012-08-10",39.395
"2012-08-13",39.299999
"2012-08-14",39.380001
"2012-08-15",39.349998
"2012-08-16",39.549999
"2012-08-17",39.529999
"2012-08-20",39.470001
"2012-08-21",39.259998
"2012-08-22",38.77
"2012-08-23",38.110001
"2012-08-24",38.470001
"2012-08-27",38.169998
"2012-08-28",38
"2012-08-29",37.459999
"2012-08-30",37.139999
"2012-08-31",37.400002
"2012-09-04",37.279999
"2012-09-05",37.509998
"2012-09-06",38.150002
"2012-09-07",37.900002
"2012-09-10",37.66
"2012-09-11",37.77
"2012-09-12",37.549999
"2012-09-13",38.349998
"2012-09-14",38.119999
"2012-09-17",38.349998
"2012-09-18",38.619999
"2012-09-19",38.52
"2012-09-20",38.639999
"2012-09-21",38.029999
"2012-09-24",38.119999
"2012-09-25",37.68
"2012-09-26",37.759998
"2012-09-27",38.310001
"2012-09-28",37.93
"2012-10-01",38.380001
"2012-10-02",38.34
"2012-10-03",38.240002
"2012-10-04",38.330002
"2012-10-05",38.580002
"2012-10-08",38.580002
"2012-10-09",38.560001
"2012-10-10",38.09
"2012-10-11",38.110001
"2012-10-12",38.23
"2012-10-15",38.130001
"2012-10-16",37.900002
"2012-10-17",37.740002
"2012-10-18",37.84
"2012-10-19",37.400002
"2012-10-22",37.23
"2012-10-23",36.610001
"2012-10-24",36.880001
"2012-10-25",37.09
"2012-10-26",37.040001
"2012-10-31",37.18
"2012-11-01",37.330002
"2012-11-02",37.080002
"2012-11-05",36.77
"2012-11-06",37.419998
"2012-11-07",36.720001
"2012-11-08",36.360001
"2012-11-09",36.290001
"2012-11-12",36.080002
"2012-11-13",36.16
"2012-11-14",36.009998
"2012-11-15",36.43
"2012-11-16",36.560001
"2012-11-19",37.240002
"2012-11-20",37.25
"2012-11-21",37.389999
"2012-11-23",37.93
"2012-11-26",37.360001
"2012-11-27",37.419998
"2012-11-28",37.560001
"2012-11-29",37.970001
"2012-11-30",37.919998
"2012-12-03",37.380001
"2012-12-04",37.150002
"2012-12-05",37.310001
"2012-12-06",37.380001
"2012-12-07",37.709999
"2012-12-10",37.639999
"2012-12-11",37.860001
"2012-12-12",37.639999
"2012-12-13",37.599998
"2012-12-14",37.66
"2012-12-17",37.5
"2012-12-18",37.279999
"2012-12-19",36.779999
"2012-12-20",37.049999
"2012-12-21",36.889999
"2012-12-24",36.73
"2012-12-26",36.419998
"2012-12-27",36.419998
"2012-12-28",35.970001
"2012-12-31",36.25
"2013-01-02",37.599998
"2013-01-03",37.599998
"2013-01-04",37.66
"2013-01-07",37.299999
"2013-01-08",37.040001
"2013-01-09",37.029999
"2013-01-10",36.959999
"2013-01-11",36.91
"2013-01-14",36.990002
"2013-01-15",37.32
"2013-01-16",37.32
"2013-01-17",37.509998
"2013-01-18",37.700001
"2013-01-22",37.130001
"2013-01-23",37.130001
"2013-01-24",37.110001
"2013-01-25",37.049999
"2013-01-28",37.009998
"2013-01-29",37.419998
"2013-01-30",37.5
"2013-01-31",37.240002
"2013-02-01",37.540001
"2013-02-04",37.349998
"2013-02-05",38.139999
"2013-02-06",38.310001
"2013-02-07",38.91
"2013-02-08",38.77
"2013-02-11",38.610001
"2013-02-12",37.560001
"2013-02-13",37.209999
"2013-02-14",36.84
"2013-02-15",37.419998
"2013-02-19",37.669998
"2013-02-20",37.73
"2013-02-21",37.709999
"2013-02-22",38.52
"2013-02-25",37.720001
"2013-02-26",38.110001
"2013-02-27",38.450001
"2013-02-28",38.720001
"2013-03-01",38.700001
"2013-03-04",38.82
"2013-03-05",38.68
"2013-03-06",39.02
"2013-03-07",39.119999
"2013-03-08",39.220001
"2013-03-11",39.310001
"2013-03-12",38.959999
"2013-03-13",38.59
"2013-03-14",39.02
"2013-03-15",38.830002
"2013-03-18",38.759998
"2013-03-19",39.330002
"2013-03-20",39.869999
"2013-03-21",40.07
"2013-03-22",40.040001
"2013-03-25",40.119999
"2013-03-26",40.689999
"2013-03-27",40.220001
"2013-03-28",40.439999
"2013-04-01",40.450001
"2013-04-02",40.720001
"2013-04-03",40.169998
"2013-04-04",40.540001
"2013-04-05",40.080002
"2013-04-08",40.860001
"2013-04-09",40.709999
"2013-04-10",41.07
"2013-04-11",41.18
"2013-04-12",41.080002
"2013-04-15",40.09
"2013-04-16",42.369999
"2013-04-17",42.549999
"2013-04-18",42.099998
"2013-04-19",42.66
"2013-04-22",42.720001
"2013-04-23",42.700001
"2013-04-24",42.150002
"2013-04-25",42.349998
"2013-04-26",42.099998
"2013-04-29",42.240002
"2013-04-30",42.330002
"2013-05-01",42.209999
"2013-05-02",41.959999
"2013-05-03",42.240002
"2013-05-06",42.080002
"2013-05-07",42.700001
"2013-05-08",42.459999
"2013-05-09",42.119999
"2013-05-10",42.150002
"2013-05-13",42.189999
"2013-05-14",42.52
"2013-05-15",42.919998
"2013-05-16",43.09
"2013-05-17",42.970001
"2013-05-20",42.380001
"2013-05-21",42.34
"2013-05-22",42.25
"2013-05-23",41.93
"2013-05-24",42.240002
"2013-05-28",42.549999
"2013-05-29",41.400002
"2013-05-30",40.77
"2013-05-31",39.990002
"2013-06-03",40.810001
"2013-06-04",41.419998
"2013-06-05",40.650002
"2013-06-06",40.790001
"2013-06-07",41.41
"2013-06-10",41.18
"2013-06-11",40.790001
"2013-06-12",40.389999
"2013-06-13",40.41
"2013-06-14",40.34
"2013-06-17",40.68
"2013-06-18",40.93
"2013-06-19",40.41
"2013-06-20",39.130001
"2013-06-21",39.759998
"2013-06-24",39.529999
"2013-06-25",39.720001
"2013-06-26",40.330002
"2013-06-27",40.259998
"2013-06-28",40.110001
"2013-07-01",40.459999
"2013-07-02",40.369999
"2013-07-03",40.490002
"2013-07-05",40.52
"2013-07-08",40.540001
"2013-07-09",40.830002
"2013-07-10",40.68
"2013-07-11",41.029999
"2013-07-12",41.029999
"2013-07-15",41.009998
"2013-07-16",40.23
"2013-07-17",40.84
"2013-07-18",40.810001
"2013-07-19",41.09
"2013-07-22",40.84
"2013-07-23",40.959999
"2013-07-24",40.860001
"2013-07-25",40.84
"2013-07-26",40.639999
"2013-07-29",40.279999
"2013-07-30",40.32
"2013-07-31",40.080002
"2013-08-01",40.57
"2013-08-02",40.220001
"2013-08-05",40.290001
"2013-08-06",40.369999
"2013-08-07",40.150002
"2013-08-08",40.200001
"2013-08-09",40.16
"2013-08-12",39.830002
"2013-08-13",39.650002
"2013-08-14",39.529999
"2013-08-15",39.09
"2013-08-16",39.049999
"2013-08-19",38.779999
"2013-08-20",38.650002
"2013-08-21",38.279999
"2013-08-22",38.310001
"2013-08-23",38.52
"2013-08-26",38.119999
"2013-08-27",38.150002
"2013-08-28",38.349998
"2013-08-29",38.099998
"2013-08-30",38.18
"2013-09-03",37.900002
"2013-09-04",38.540001
"2013-09-05",38.240002
"2013-09-06",38.349998
"2013-09-09",38.52
"2013-09-10",38.630001
"2013-09-11",38.779999
"2013-09-12",38.439999
"2013-09-13",38.689999
"2013-09-16",38.860001
"2013-09-17",38.790001
"2013-09-18",39.59
"2013-09-19",39.310001
"2013-09-20",39.400002
"2013-09-23",38.630001
"2013-09-24",38.529999
"2013-09-25",38.330002
"2013-09-26",38.740002
"2013-09-27",38.400002
"2013-09-30",37.880001
"2013-10-01",37.950001
"2013-10-02",37.43
"2013-10-03",37.16
"2013-10-04",37.200001
"2013-10-07",37.049999
"2013-10-08",37.279999
"2013-10-09",37.080002
"2013-10-10",37.779999
"2013-10-11",37.77
"2013-10-14",37.91
"2013-10-15",37.66
"2013-10-16",38
"2013-10-17",38.549999
"2013-10-18",38.779999
"2013-10-21",38.82
"2013-10-22",39.09
"2013-10-23",39.09
"2013-10-24",38.799999
"2013-10-25",39.029999
"2013-10-28",39.610001
"2013-10-29",39.799999
"2013-10-30",39.619999
"2013-10-31",39.57
"2013-11-01",39.610001
"2013-11-04",39.509998
"2013-11-05",39.5
"2013-11-06",40.049999
"2013-11-07",39.830002
"2013-11-08",40.049999
"2013-11-11",39.869999
"2013-11-12",39.880001
"2013-11-13",40.119999
"2013-11-14",40.209999
"2013-11-15",40.220001
"2013-11-18",40.169998
"2013-11-19",40.139999
"2013-11-20",40.060001
"2013-11-21",40.43
"2013-11-22",40.43
"2013-11-25",40.369999
"2013-11-26",40.25
"2013-11-27",40.189999
"2013-11-29",40.189999
"2013-12-02",40.080002
"2013-12-03",40.349998
"2013-12-04",40.369999
"2013-12-05",39.830002
"2013-12-06",40.459999
"2013-12-09",40.400002
"2013-12-10",39.849998
"2013-12-11",40.130001
"2013-12-12",39.209999
"2013-12-13",39.23
"2013-12-16",39.27
"2013-12-17",39.099998
"2013-12-18",40.02
"2013-12-19",39.860001
"2013-12-20",40.040001
"2013-12-23",40.16
"2013-12-24",40.189999
"2013-12-26",40.490002
"2013-12-27",40.66
"2013-12-30",41.09
"2013-12-31",41.310001
"2014-01-02",40.66
"2014-01-03",40.459999
"2014-01-06",40.27
"2014-01-07",40.389999
"2014-01-08",39.939999
"2014-01-09",39.73
"2014-01-10",40.130001
"2014-01-13",39.529999
"2014-01-14",39.689999
"2014-01-15",39.759998
"2014-01-16",39.709999
"2014-01-17",39.279999
"2014-01-21",39.919998
"2014-01-22",39.900002
"2014-01-23",39.240002
"2014-01-24",38.84
"2014-01-27",38.73
"2014-01-28",38.869999
"2014-01-29",37.900002
"2014-01-30",38.169998
"2014-01-31",37.82
"2014-02-03",37.200001
"2014-02-04",37.48
"2014-02-05",37.610001
"2014-02-06",38.029999
"2014-02-07",37.950001
"2014-02-10",38.57
"2014-02-11",38.639999
"2014-02-12",38.509998
"2014-02-13",38.650002
"2014-02-14",38.93
"2014-02-18",37.470001
"2014-02-19",37.099998
"2014-02-20",37.299999
"2014-02-21",37.18
"2014-02-24",37.5
"2014-02-25",37.77
"2014-02-26",37.869999
"2014-02-27",38.07
"2014-02-28",38.200001
"2014-03-03",38.119999
"2014-03-04",38.310001
"2014-03-05",38.349998
"2014-03-06",38.470001
"2014-03-07",38.549999
"2014-03-10",38.650002
"2014-03-11",38.799999
"2014-03-12",38.470001
"2014-03-13",37.970001
"2014-03-14",38.169998
"2014-03-17",38.27
"2014-03-18",38.400002
"2014-03-19",38.139999
"2014-03-20",38.450001
"2014-03-21",38.439999
"2014-03-24",38.400002
"2014-03-25",38.619999
"2014-03-26",38.610001
"2014-03-27",38.82
"2014-03-28",38.950001
"2014-03-31",38.66
"2014-04-01",38.41
"2014-04-02",38.330002
"2014-04-03",38.07
"2014-04-04",38.220001
"2014-04-07",38.619999
"2014-04-08",38.900002
"2014-04-09",38.990002
"2014-04-10",38.889999
"2014-04-11",38.630001
"2014-04-14",38.73
"2014-04-15",40.18
"2014-04-16",40.59
"2014-04-17",40.720001
"2014-04-21",40.75
"2014-04-22",40.709999
"2014-04-23",40.73
"2014-04-24",40.700001
"2014-04-25",41.009998
"2014-04-28",41.029999
"2014-04-29",40.57
"2014-04-30",40.790001
"2014-05-01",40.779999
"2014-05-02",40.950001
"2014-05-05",40.759998
"2014-05-06",40.490002
"2014-05-07",40.91
"2014-05-08",40.73
"2014-05-09",40.869999
"2014-05-12",40.82
"2014-05-13",41.110001
"2014-05-14",40.889999
"2014-05-15",40.52
"2014-05-16",40.889999
"2014-05-19",40.709999
"2014-05-20",40.580002
