"Index","RUT.Close"
"2010-06-07",618.48999
"2010-06-08",617.690002
"2010-06-09",618.289978
"2010-06-10",639.789978
"2010-06-11",649
"2010-06-14",652.27002
"2010-06-15",668.77002
"2010-06-16",666.130005
"2010-06-17",665.849976
"2010-06-18",666.919983
"2010-06-21",660.030029
"2010-06-22",645.909973
"2010-06-23",644.25
"2010-06-24",633.169983
"2010-06-25",645.109985
"2010-06-28",641.539978
"2010-06-29",615.960022
"2010-06-30",609.48999
"2010-07-01",604.76001
"2010-07-02",598.969971
"2010-07-06",590.030029
"2010-07-07",611.659973
"2010-07-08",620.27002
"2010-07-09",629.429993
"2010-07-12",621.609985
"2010-07-13",642.820007
"2010-07-14",640.159973
"2010-07-15",634.619995
"2010-07-16",610.390015
"2010-07-19",613.080017
"2010-07-20",624.23999
"2010-07-21",612.640015
"2010-07-22",635.47998
"2010-07-23",650.650024
"2010-07-26",665.219971
"2010-07-27",662.169983
"2010-07-28",650.76001
"2010-07-29",650.429993
"2010-07-30",650.890015
"2010-08-02",661.859985
"2010-08-03",655.659973
"2010-08-04",662.960022
"2010-08-05",655.070007
"2010-08-06",650.679993
"2010-08-09",659.52002
"2010-08-10",646.359985
"2010-08-11",620.390015
"2010-08-12",616.97998
"2010-08-13",609.48999
"2010-08-16",615.099976
"2010-08-17",626.299988
"2010-08-18",628.039978
"2010-08-19",610.960022
"2010-08-20",610.780029
"2010-08-23",602.669983
"2010-08-24",595.590027
"2010-08-25",604.869995
"2010-08-26",599.76001
"2010-08-27",616.76001
"2010-08-30",601.719971
"2010-08-31",602.059998
"2010-09-01",624.98999
"2010-09-02",632.26001
"2010-09-03",643.359985
"2010-09-07",629.289978
"2010-09-08",634.25
"2010-09-09",634.619995
"2010-09-10",636.460022
"2010-09-13",652.280029
"2010-09-14",649.22998
"2010-09-15",652.51001
"2010-09-16",647.809998
"2010-09-17",651.440002
"2010-09-20",669.97998
"2010-09-21",664.659973
"2010-09-22",656.710022
"2010-09-23",648.840027
"2010-09-24",671.01001
"2010-09-27",668.289978
"2010-09-28",675.429993
"2010-09-29",677.640015
"2010-09-30",676.140015
"2010-10-01",679.289978
"2010-10-04",669.450012
"2010-10-05",689.349976
"2010-10-06",685.330017
"2010-10-07",684.22998
"2010-10-08",693.820007
"2010-10-11",693.47998
"2010-10-12",696.039978
"2010-10-13",706.469971
"2010-10-14",704.690002
"2010-10-15",703.159973
"2010-10-18",710.130005
"2010-10-19",694.150024
"2010-10-20",702.109985
"2010-10-21",698.119995
"2010-10-22",703.429993
"2010-10-25",707.890015
"2010-10-26",706.929993
"2010-10-27",704.22998
"2010-10-28",701.030029
"2010-10-29",703.349976
"2010-11-01",698.559998
"2010-11-02",712.890015
"2010-11-03",715.140015
"2010-11-04",733.460022
"2010-11-05",736.590027
"2010-11-08",736.77002
"2010-11-09",725.97998
"2010-11-10",734.869995
"2010-11-11",731.580017
"2010-11-12",719.27002
"2010-11-15",719.940002
"2010-11-16",705.340027
"2010-11-17",707.77002
"2010-11-18",720.840027
"2010-11-19",724.359985
"2010-11-22",727.330017
"2010-11-23",719.929993
"2010-11-24",736.530029
"2010-11-26",732.72998
"2010-11-29",731.950012
"2010-11-30",727.01001
"2010-12-01",743.140015
"2010-12-02",751.200012
"2010-12-03",756.419983
"2010-12-06",760.859985
"2010-12-07",764.419983
"2010-12-08",764.039978
"2010-12-09",767.630005
"2010-12-10",776.830017
"2010-12-13",772.099976
"2010-12-14",771.659973
"2010-12-15",768.359985
"2010-12-16",776.559998
"2010-12-17",779.51001
"2010-12-20",782.299988
"2010-12-21",790.52002
"2010-12-22",790.590027
"2010-12-23",788.960022
"2010-12-27",792.349976
"2010-12-28",789.460022
"2010-12-29",790.26001
"2010-12-30",789.73999
"2010-12-31",783.650024
"2011-01-03",798.559998
"2011-01-04",785.830017
"2011-01-05",795.090027
"2011-01-06",791.419983
"2011-01-07",787.830017
"2011-01-10",791.580017
"2011-01-11",794.76001
"2011-01-12",801.359985
"2011-01-13",800.650024
"2011-01-14",807.570007
"2011-01-18",807.559998
"2011-01-19",786.890015
"2011-01-20",778.080017
"2011-01-21",773.179993
"2011-01-24",779.280029
"2011-01-25",779.960022
"2011-01-26",793.719971
"2011-01-27",795.429993
"2011-01-28",775.400024
"2011-01-31",781.25
"2011-02-01",798.890015
"2011-02-02",796.159973
"2011-02-03",798.630005
"2011-02-04",800.109985
"2011-02-07",808.320007
"2011-02-08",813.690002
"2011-02-09",809.27002
"2011-02-10",812.700012
"2011-02-11",822.109985
"2011-02-14",825.900024
"2011-02-15",820.030029
"2011-02-16",828.369995
"2011-02-17",834.02002
"2011-02-18",834.820007
"2011-02-22",812.960022
"2011-02-23",799.650024
"2011-02-24",804.179993
"2011-02-25",821.950012
"2011-02-28",823.450012
"2011-03-01",807.080017
"2011-03-02",810.900024
"2011-03-03",828.890015
"2011-03-04",824.98999
"2011-03-07",812.25
"2011-03-08",824.659973
"2011-03-09",821.190002
"2011-03-10",799.530029
"2011-03-11",802.830017
"2011-03-14",798.169983
"2011-03-15",791.330017
"2011-03-16",781.900024
"2011-03-17",785.52002
"2011-03-18",794.659973
"2011-03-21",813.02002
"2011-03-22",808.659973
"2011-03-23",811.23999
"2011-03-24",817.099976
"2011-03-25",823.849976
"2011-03-28",821.77002
"2011-03-29",829.48999
"2011-03-30",840.369995
"2011-03-31",843.549988
"2011-04-01",846.77002
"2011-04-04",849.359985
"2011-04-05",853.309998
"2011-04-06",854.169983
"2011-04-07",849.440002
"2011-04-08",840.890015
"2011-04-11",833.859985
"2011-04-12",822.27002
"2011-04-13",823.919983
"2011-04-14",827.469971
"2011-04-15",834.97998
"2011-04-18",821.51001
"2011-04-19",823.01001
"2011-04-20",839.450012
"2011-04-21",845.640015
"2011-04-25",844.22998
"2011-04-26",853.039978
"2011-04-27",858.309998
"2011-04-28",861.549988
"2011-04-29",865.289978
"2011-05-02",854.77002
"2011-05-03",843.77002
"2011-05-04",832.900024
"2011-05-05",829.23999
"2011-05-06",833.340027
"2011-05-09",842.799988
"2011-05-10",855.909973
"2011-05-11",840.659973
"2011-05-12",847.530029
"2011-05-13",835.669983
"2011-05-16",822.909973
"2011-05-17",820.359985
"2011-05-18",833.450012
"2011-05-19",835.159973
"2011-05-20",829.059998
"2011-05-23",814.039978
"2011-05-24",810.330017
"2011-05-25",820.869995
"2011-05-26",830.869995
"2011-05-27",836.26001
"2011-05-31",848.299988
"2011-06-01",821.400024
"2011-06-02",820.690002
"2011-06-03",808.130005
"2011-06-06",795.320007
"2011-06-07",797.549988
"2011-06-08",788.039978
"2011-06-09",792.640015
"2011-06-10",779.539978
"2011-06-13",777.200012
"2011-06-14",793.98999
"2011-06-15",779.460022
"2011-06-16",781.539978
"2011-06-17",781.75
"2011-06-20",788.47998
"2011-06-21",806.369995
"2011-06-22",799.869995
"2011-06-23",802.679993
"2011-06-24",797.789978
"2011-06-27",805.140015
"2011-06-28",817.309998
"2011-06-29",819.919983
"2011-06-30",827.429993
"2011-07-01",840.039978
"2011-07-05",841.619995
"2011-07-06",845.22998
"2011-07-07",858.109985
"2011-07-08",852.570007
"2011-07-11",833.539978
"2011-07-12",829.77002
"2011-07-13",836.97998
"2011-07-14",823.320007
"2011-07-15",828.780029
"2011-07-18",815.969971
"2011-07-19",834.619995
"2011-07-20",832.340027
"2011-07-21",841.26001
"2011-07-22",841.820007
"2011-07-25",831.400024
"2011-07-26",824.830017
"2011-07-27",800.530029
"2011-07-28",799.340027
"2011-07-29",797.030029
"2011-08-01",792.849976
"2011-08-02",767.01001
"2011-08-03",772.780029
"2011-08-04",726.799988
"2011-08-05",714.630005
"2011-08-08",650.960022
"2011-08-09",696.159973
"2011-08-10",660.210022
"2011-08-11",695.890015
"2011-08-12",697.5
"2011-08-15",718.630005
"2011-08-16",704.76001
"2011-08-17",704.030029
"2011-08-18",662.51001
"2011-08-19",651.700012
"2011-08-22",651.340027
"2011-08-23",683.070007
"2011-08-24",692.570007
"2011-08-25",674.419983
"2011-08-26",691.789978
"2011-08-29",724.650024
"2011-08-30",728.080017
"2011-08-31",726.809998
"2011-09-01",708.919983
"2011-09-02",683.359985
"2011-09-06",680.869995
"2011-09-07",709.469971
"2011-09-08",694.919983
"2011-09-09",673.960022
"2011-09-12",679.76001
"2011-09-13",691.73999
"2011-09-14",704.119995
"2011-09-15",713.51001
"2011-09-16",714.309998
"2011-09-19",702.22998
"2011-09-20",689.950012
"2011-09-21",664.580017
"2011-09-22",643.419983
"2011-09-23",652.429993
"2011-09-26",665.619995
"2011-09-27",680.22998
"2011-09-28",651.969971
"2011-09-29",662.799988
"2011-09-30",644.159973
"2011-10-03",609.48999
"2011-10-04",648.640015
"2011-10-05",658.109985
"2011-10-06",673.799988
"2011-10-07",656.210022
"2011-10-10",684.900024
"2011-10-11",688.969971
"2011-10-12",700.380005
"2011-10-13",698.820007
"2011-10-14",712.460022
"2011-10-17",688.599976
"2011-10-18",709.340027
"2011-10-19",694.369995
"2011-10-20",696.419983
"2011-10-21",712.419983
"2011-10-24",736.030029
"2011-10-25",713.650024
"2011-10-26",727.150024
"2011-10-27",765.429993
"2011-10-28",761
"2011-10-31",741.059998
"2011-11-01",713.890015
"2011-11-02",733.26001
"2011-11-03",751.530029
"2011-11-04",746.48999
"2011-11-07",745.27002
"2011-11-08",755.27002
"2011-11-09",718.859985
"2011-11-10",725.47998
"2011-11-11",744.640015
"2011-11-14",732.890015
"2011-11-15",743.080017
"2011-11-16",729.859985
"2011-11-17",718.75
"2011-11-18",719.419983
"2011-11-21",701.900024
"2011-11-22",696.26001
"2011-11-23",674.340027
"2011-11-25",666.159973
"2011-11-28",697.900024
"2011-11-29",696.099976
"2011-11-30",737.419983
"2011-12-01",730.75
"2011-12-02",735.02002
"2011-12-05",747.030029
"2011-12-06",746.780029
"2011-12-07",746.140015
"2011-12-08",722.679993
"2011-12-09",745.400024
"2011-12-12",733.150024
"2011-12-13",718.059998
"2011-12-14",708.460022
"2011-12-15",716.01001
"2011-12-16",722.049988
"2011-12-19",708.559998
"2011-12-20",738.219971
"2011-12-21",740.450012
"2011-12-22",745.51001
"2011-12-23",747.97998
"2011-12-27",751.309998
"2011-12-28",735.210022
"2011-12-29",744.97998
"2011-12-30",740.919983
"2012-01-03",752.280029
"2012-01-04",747.280029
"2012-01-05",752.289978
"2012-01-06",749.710022
"2012-01-09",753.51001
"2012-01-10",764.75
"2012-01-11",767.23999
"2012-01-12",770.48999
"2012-01-13",764.200012
"2012-01-17",765.530029
"2012-01-18",779.26001
"2012-01-19",782.369995
"2012-01-20",784.619995
"2012-01-23",783.049988
"2012-01-24",788.27002
"2012-01-25",795.580017
"2012-01-26",792.909973
"2012-01-27",798.849976
"2012-01-30",792.380005
"2012-01-31",792.820007
"2012-02-01",809.659973
"2012-02-02",812.890015
"2012-02-03",831.109985
"2012-02-06",828.369995
"2012-02-07",827.369995
"2012-02-08",828.390015
"2012-02-09",824.98999
"2012-02-10",813.330017
"2012-02-13",824.809998
"2012-02-14",820.650024
"2012-02-15",813.97998
"2012-02-16",829.960022
"2012-02-17",828.679993
"2012-02-21",823.200012
"2012-02-22",816.5
"2012-02-23",829.22998
"2012-02-24",826.919983
"2012-02-27",826.659973
"2012-02-28",823.799988
"2012-02-29",810.940002
"2012-03-01",815.219971
"2012-03-02",802.419983
"2012-03-05",803.650024
"2012-03-06",787.090027
"2012-03-07",795.950012
"2012-03-08",806.340027
"2012-03-09",817
"2012-03-12",814.289978
"2012-03-13",831.22998
"2012-03-14",823.400024
"2012-03-15",831.460022
"2012-03-16",830.179993
"2012-03-19",837.77002
"2012-03-20",829.23999
"2012-03-21",829.919983
"2012-03-22",821.440002
"2012-03-23",830.030029
"2012-03-26",846.130005
"2012-03-27",839.97998
"2012-03-28",834.450012
"2012-03-29",832.219971
"2012-03-30",830.299988
"2012-04-02",840.630005
"2012-04-03",834.799988
"2012-04-04",820.380005
"2012-04-05",818.179993
"2012-04-09",803.460022
"2012-04-10",784.150024
"2012-04-11",796.590027
"2012-04-12",808.590027
"2012-04-13",796.289978
"2012-04-16",798.080017
"2012-04-17",810.630005
"2012-04-18",803.320007
"2012-04-19",798.900024
"2012-04-20",804.049988
"2012-04-23",791.849976
"2012-04-24",798.049988
"2012-04-25",812.119995
"2012-04-26",818.330017
"2012-04-27",825.469971
"2012-04-30",816.880005
"2012-05-01",815.890015
"2012-05-02",818.599976
"2012-05-03",806.590027
"2012-05-04",791.840027
"2012-05-07",793.809998
"2012-05-08",793.059998
"2012-05-09",788.919983
"2012-05-10",791.75
"2012-05-11",790.059998
"2012-05-14",778.950012
"2012-05-15",777.359985
"2012-05-16",772.109985
"2012-05-17",754.330017
"2012-05-18",747.210022
"2012-05-21",764.640015
"2012-05-22",759.630005
"2012-05-23",765.169983
"2012-05-24",766.570007
"2012-05-25",766.409973
"2012-05-29",777.159973
"2012-05-30",762
"2012-05-31",761.820007
"2012-06-01",737.419983
"2012-06-04",737.23999
"2012-06-05",746.090027
"2012-06-06",765.169983
"2012-06-07",760.340027
"2012-06-08",769.190002
"2012-06-11",751.01001
"2012-06-12",761.530029
"2012-06-13",752.380005
"2012-06-14",762.340027
"2012-06-15",771.320007
"2012-06-18",772.530029
"2012-06-19",786.429993
"2012-06-20",784.049988
"2012-06-21",764.830017
"2012-06-22",775.159973
"2012-06-25",761.900024
"2012-06-26",765.02002
"2012-06-27",776.23999
"2012-06-28",775.890015
"2012-06-29",798.48999
"2012-07-02",807.940002
"2012-07-03",818.48999
"2012-07-05",817.429993
"2012-07-06",807.140015
"2012-07-09",804.799988
"2012-07-10",795.169983
"2012-07-11",792.26001
"2012-07-12",789.619995
"2012-07-13",800.98999
"2012-07-16",796.659973
"2012-07-17",799.450012
"2012-07-18",805.059998
"2012-07-19",802.169983
"2012-07-20",791.539978
"2012-07-23",778.900024
"2012-07-24",767.75
"2012-07-25",769.309998
"2012-07-26",777.109985
"2012-07-27",796
"2012-07-30",791.580017
"2012-07-31",786.940002
"2012-08-01",771.130005
"2012-08-02",768.599976
"2012-08-03",788.47998
"2012-08-06",794.349976
"2012-08-07",801.340027
"2012-08-08",800.159973
"2012-08-09",802.900024
"2012-08-10",801.549988
"2012-08-13",799.48999
"2012-08-14",796.880005
"2012-08-15",804.26001
"2012-08-16",813.080017
"2012-08-17",819.890015
"2012-08-20",816.51001
"2012-08-21",815.359985
"2012-08-22",812.559998
"2012-08-23",806
"2012-08-24",809.190002
"2012-08-27",810.400024
"2012-08-28",814.280029
"2012-08-29",817.840027
"2012-08-30",808.640015
"2012-08-31",812.090027
"2012-09-04",822.140015
"2012-09-05",821.22998
"2012-09-06",837.950012
"2012-09-07",842.27002
"2012-09-10",839.369995
"2012-09-11",841.919983
"2012-09-12",845.119995
"2012-09-13",856.119995
"2012-09-14",864.700012
"2012-09-17",858.900024
"2012-09-18",856.929993
"2012-09-19",856.080017
"2012-09-20",851.51001
"2012-09-21",855.51001
"2012-09-24",851.76001
"2012-09-25",839.119995
"2012-09-26",833.929993
"2012-09-27",843.539978
"2012-09-28",837.450012
"2012-10-01",840.309998
"2012-10-02",840.51001
"2012-10-03",838.780029
"2012-10-04",844.650024
"2012-10-05",842.859985
"2012-10-08",838.409973
"2012-10-09",827.919983
"2012-10-10",826.75
"2012-10-11",829.780029
"2012-10-12",823.090027
"2012-10-15",828.280029
"2012-10-16",835.440002
"2012-10-17",842.52002
"2012-10-18",837.119995
"2012-10-19",821
"2012-10-22",820.52002
"2012-10-23",816.200012
"2012-10-24",813.650024
"2012-10-25",816.820007
"2012-10-26",813.25
"2012-10-31",818.72998
"2012-11-01",827.849976
"2012-11-02",814.369995
"2012-11-05",819.539978
"2012-11-06",825.640015
"2012-11-07",804.52002
"2012-11-08",793.650024
"2012-11-09",795.02002
"2012-11-12",793.76001
"2012-11-13",789.01001
"2012-11-14",773.200012
"2012-11-15",769.47998
"2012-11-16",776.280029
"2012-11-19",793.059998
"2012-11-20",793.809998
"2012-11-21",798.380005
"2012-11-23",807.179993
"2012-11-26",809.02002
"2012-11-27",807.73999
"2012-11-28",813.5
"2012-11-29",823.200012
"2012-11-30",821.919983
"2012-12-03",820.799988
"2012-12-04",822.119995
"2012-12-05",820.599976
"2012-12-06",821.789978
"2012-12-07",822.27002
"2012-12-10",826.26001
"2012-12-11",834.98999
"2012-12-12",829.390015
"2012-12-13",824.200012
"2012-12-14",823.75
"2012-12-17",835
"2012-12-18",847.690002
"2012-12-19",847.890015
"2012-12-20",852.48999
"2012-12-21",847.919983
"2012-12-24",844.73999
"2012-12-26",838.890015
"2012-12-27",837.400024
"2012-12-28",832.099976
"2012-12-31",849.349976
"2013-01-02",873.419983
"2013-01-03",872.599976
"2013-01-04",879.150024
"2013-01-07",875.799988
"2013-01-08",874.700012
"2013-01-09",879.51001
"2013-01-10",881.23999
"2013-01-11",880.77002
"2013-01-14",880.099976
"2013-01-15",884.599976
"2013-01-16",882.309998
"2013-01-17",890.359985
"2013-01-18",892.799988
"2013-01-22",899.23999
"2013-01-23",896.700012
"2013-01-24",900.190002
"2013-01-25",905.23999
"2013-01-28",906.710022
"2013-01-29",907.309998
"2013-01-30",896.909973
"2013-01-31",902.090027
"2013-02-01",911.200012
"2013-02-04",899.280029
"2013-02-05",908.219971
"2013-02-06",911.289978
"2013-02-07",908.099976
"2013-02-08",913.669983
"2013-02-11",913.030029
"2013-02-12",917.52002
"2013-02-13",920.580017
"2013-02-14",923.76001
"2013-02-15",923.150024
"2013-02-19",932
"2013-02-20",913.5
"2013-02-21",905.400024
"2013-02-22",916.150024
"2013-02-25",895.840027
"2013-02-26",900.049988
"2013-02-27",909.919983
"2013-02-28",911.109985
"2013-03-01",914.72998
"2013-03-04",916.679993
"2013-03-05",927.400024
"2013-03-06",929.960022
"2013-03-07",934.570007
"2013-03-08",942.5
"2013-03-11",942.51001
"2013-03-12",940.26001
"2013-03-13",943.900024
"2013-03-14",953.070007
"2013-03-15",952.47998
"2013-03-18",947.200012
"2013-03-19",942.849976
"2013-03-20",951.950012
"2013-03-21",943.919983
"2013-03-22",946.27002
"2013-03-25",945.849976
"2013-03-26",949.820007
"2013-03-27",950.23999
"2013-03-28",951.539978
"2013-04-01",938.789978
"2013-04-02",934.299988
"2013-04-03",918.710022
"2013-04-04",925.659973
"2013-04-05",923.280029
"2013-04-08",931.48999
"2013-04-09",929.340027
"2013-04-10",946.090027
"2013-04-11",947.049988
"2013-04-12",942.849976
"2013-04-15",907.179993
"2013-04-16",923.299988
"2013-04-17",906.799988
"2013-04-18",901.51001
"2013-04-19",912.5
"2013-04-22",914.799988
"2013-04-23",929.359985
"2013-04-24",934.109985
"2013-04-25",940.280029
"2013-04-26",935.25
"2013-04-29",942.429993
"2013-04-30",947.460022
"2013-05-01",924.210022
"2013-05-02",939.849976
"2013-05-03",954.419983
"2013-05-06",959.799988
"2013-05-07",967.820007
"2013-05-08",970.409973
"2013-05-09",966.26001
"2013-05-10",975.159973
"2013-05-13",973.789978
"2013-05-14",985.960022
"2013-05-15",988.539978
"2013-05-16",985.340027
"2013-05-17",996.280029
"2013-05-20",997.97998
"2013-05-21",998.780029
"2013-05-22",982.26001
"2013-05-23",984.280029
"2013-05-24",984.280029
"2013-05-28",997.349976
"2013-05-29",986.960022
"2013-05-30",994.429993
"2013-05-31",984.150024
"2013-06-03",990.530029
"2013-06-04",981.969971
"2013-06-05",968.159973
"2013-06-06",979.460022
"2013-06-07",987.619995
"2013-06-10",992.669983
"2013-06-11",981.450012
"2013-06-12",972.309998
"2013-06-13",989.690002
"2013-06-14",981.380005
"2013-06-17",987.840027
"2013-06-18",999.98999
"2013-06-19",986.5
"2013-06-20",960.52002
"2013-06-21",963.679993
"2013-06-24",951.049988
"2013-06-25",961.26001
"2013-06-26",963.830017
"2013-06-27",979.919983
"2013-06-28",977.47998
"2013-07-01",989.840027
"2013-07-02",989.469971
"2013-07-03",991.130005
"2013-07-05",1005.390015
"2013-07-08",1009.25
"2013-07-09",1018.049988
"2013-07-10",1020.419983
"2013-07-11",1033.180054
"2013-07-12",1036.52002
"2013-07-15",1043.300049
"2013-07-16",1038.75
"2013-07-17",1042.530029
"2013-07-18",1050.27002
"2013-07-19",1050.47998
"2013-07-22",1053.410034
"2013-07-23",1052.199951
"2013-07-24",1043.829956
"2013-07-25",1054.180054
"2013-07-26",1048.51001
"2013-07-29",1040.660034
"2013-07-30",1043.51001
"2013-07-31",1045.26001
"2013-08-01",1059.880005
"2013-08-02",1059.859985
"2013-08-05",1063.01001
"2013-08-06",1052.140015
"2013-08-07",1044.339966
"2013-08-08",1049.469971
"2013-08-09",1048.400024
"2013-08-12",1053.670044
"2013-08-13",1051.98999
"2013-08-14",1047.800049
"2013-08-15",1027.609985
"2013-08-16",1024.300049
"2013-08-19",1013.25
"2013-08-20",1028.569946
"2013-08-21",1021.580017
"2013-08-22",1036.199951
"2013-08-23",1038.23999
"2013-08-26",1038.469971
"2013-08-27",1013.48999
"2013-08-28",1016.5
"2013-08-29",1026.939941
"2013-08-30",1010.900024
"2013-09-03",1016.26001
"2013-09-04",1025.579956
"2013-09-05",1028.689941
"2013-09-06",1029.550049
"2013-09-09",1046.079956
"2013-09-10",1055.719971
"2013-09-11",1055.339966
"2013-09-12",1048.47998
"2013-09-13",1053.97998
"2013-09-16",1056.25
"2013-09-17",1066.390015
"2013-09-18",1076.969971
"2013-09-19",1075.27002
"2013-09-20",1072.829956
"2013-09-23",1072.130005
"2013-09-24",1074.680054
"2013-09-25",1073.51001
"2013-09-26",1078.410034
"2013-09-27",1074.189941
"2013-09-30",1073.790039
"2013-10-01",1087.430054
"2013-10-02",1082.550049
"2013-10-03",1070.900024
"2013-10-04",1078.25
"2013-10-07",1065.790039
"2013-10-08",1047.26001
"2013-10-09",1043.459961
"2013-10-10",1069.5
"2013-10-11",1084.310059
"2013-10-14",1090.300049
"2013-10-15",1079.619995
"2013-10-16",1092.420044
"2013-10-17",1102.27002
"2013-10-18",1114.77002
"2013-10-21",1112.47998
"2013-10-22",1115.630005
"2013-10-23",1110.930054
"2013-10-24",1118.849976
"2013-10-25",1118.339966
"2013-10-28",1117.969971
"2013-10-29",1121.069946
"2013-10-30",1105.5
"2013-10-31",1100.150024
"2013-11-01",1095.670044
"2013-11-04",1108.280029
"2013-11-05",1103.589966
"2013-11-06",1098.630005
"2013-11-07",1079.089966
"2013-11-08",1099.969971
"2013-11-11",1101.5
"2013-11-12",1101.469971
"2013-11-13",1112.180054
"2013-11-14",1111.439941
"2013-11-15",1116.199951
"2013-11-18",1107.290039
"2013-11-19",1101.380005
"2013-11-20",1099.790039
"2013-11-21",1119.619995
"2013-11-22",1124.920044
"2013-11-25",1124.719971
"2013-11-26",1134.530029
"2013-11-27",1141.329956
"2013-11-29",1142.890015
"2013-12-02",1129.119995
"2013-12-03",1123.780029
"2013-12-04",1121.380005
"2013-12-05",1122.469971
"2013-12-06",1131.380005
"2013-12-09",1129.459961
"2013-12-10",1119.689941
"2013-12-11",1101.5
"2013-12-12",1103.27002
"2013-12-13",1107.050049
"2013-12-16",1119.849976
"2013-12-17",1118.890015
"2013-12-18",1133.719971
"2013-12-19",1125.449951
"2013-12-20",1146.469971
"2013-12-23",1157.219971
"2013-12-24",1161.800049
"2013-12-26",1162.650024
"2013-12-27",1161.089966
"2013-12-30",1160.589966
"2013-12-31",1163.640015
"2014-01-02",1150.719971
"2014-01-03",1156.089966
"2014-01-06",1147.160034
"2014-01-07",1157.630005
"2014-01-08",1157.459961
"2014-01-09",1158.349976
"2014-01-10",1164.530029
"2014-01-13",1148.089966
"2014-01-14",1163.430054
"2014-01-15",1171.349976
"2014-01-16",1173.130005
"2014-01-17",1168.430054
"2014-01-21",1175.719971
"2014-01-22",1181.290039
"2014-01-23",1172.400024
"2014-01-24",1144.130005
"2014-01-27",1127.72998
"2014-01-28",1138.23999
"2014-01-29",1122.449951
"2014-01-30",1139.359985
"2014-01-31",1130.880005
"2014-02-03",1094.579956
"2014-02-04",1102.839966
"2014-02-05",1093.589966
"2014-02-06",1103.930054
"2014-02-07",1116.550049
"2014-02-10",1118.72998
"2014-02-11",1129.160034
"2014-02-12",1132.540039
"2014-02-13",1147.790039
"2014-02-14",1149.209961
"2014-02-18",1161.47998
"2014-02-19",1149.069946
"2014-02-20",1162.119995
"2014-02-21",1164.630005
"2014-02-24",1174.550049
"2014-02-25",1173.949951
"2014-02-26",1181.719971
"2014-02-27",1187.939941
"2014-02-28",1183.030029
"2014-03-03",1176.359985
"2014-03-04",1208.650024
"2014-03-05",1205.910034
"2014-03-06",1204.540039
"2014-03-07",1203.319946
"2014-03-10",1200.540039
"2014-03-11",1187.050049
"2014-03-12",1191.369995
"2014-03-13",1176.73999
"2014-03-14",1181.410034
"2014-03-17",1188.22998
"2014-03-18",1205.040039
"2014-03-19",1195.660034
"2014-03-20",1198.969971
"2014-03-21",1193.72998
"2014-03-24",1178.22998
"2014-03-25",1178.050049
"2014-03-26",1155.48999
"2014-03-27",1151.439941
