"Index","CMCSA.Close"
"2014-07-23",27.355
"2014-07-24",27.565001
"2014-07-25",27.195
"2014-07-28",27.365
"2014-07-29",27.495001
"2014-07-30",27.705
"2014-07-31",26.865
"2014-08-01",26.695
"2014-08-04",26.924999
"2014-08-05",26.59
"2014-08-06",26.450001
"2014-08-07",26.34
"2014-08-08",26.75
"2014-08-11",26.875
"2014-08-12",26.9
"2014-08-13",27.055
"2014-08-14",27.184999
"2014-08-15",27.315001
"2014-08-18",27.365
"2014-08-19",27.25
"2014-08-20",27.32
"2014-08-21",27.219999
"2014-08-22",27.09
"2014-08-25",27.325001
"2014-08-26",27.280001
"2014-08-27",27.280001
"2014-08-28",27.26
"2014-08-29",27.360001
"2014-09-02",27.389999
"2014-09-03",27.434999
"2014-09-04",27.440001
"2014-09-05",27.85
"2014-09-08",27.940001
"2014-09-09",28.305
"2014-09-10",28.455
"2014-09-11",28.49
"2014-09-12",28.540001
"2014-09-15",28.51
"2014-09-16",28.615
"2014-09-17",28.545
"2014-09-18",28.424999
"2014-09-19",28.370001
"2014-09-22",27.93
"2014-09-23",27.485001
"2014-09-24",27.43
"2014-09-25",26.969999
"2014-09-26",27.120001
"2014-09-29",27.08
"2014-09-30",26.889999
"2014-10-01",26.465
"2014-10-02",26.42
"2014-10-03",26.825001
"2014-10-06",26.695
"2014-10-07",26.610001
"2014-10-08",27.385
"2014-10-09",26.66
"2014-10-10",26.309999
"2014-10-13",25.82
"2014-10-14",25.735001
"2014-10-15",25.424999
"2014-10-16",24.795
"2014-10-17",25.34
"2014-10-20",25.65
"2014-10-21",26.094999
"2014-10-22",25.745001
"2014-10-23",26.610001
"2014-10-24",27.129999
"2014-10-27",27.025
"2014-10-28",27.365
"2014-10-29",27.450001
"2014-10-30",27.174999
"2014-10-31",27.674999
"2014-11-03",27.799999
"2014-11-04",27.315001
"2014-11-05",27.545
"2014-11-06",27.690001
"2014-11-07",27.575001
"2014-11-10",26.475
"2014-11-11",26.48
"2014-11-12",26.799999
"2014-11-13",27.15
"2014-11-14",27.049999
"2014-11-17",27.075001
"2014-11-18",27.209999
"2014-11-19",27.190001
"2014-11-20",27.190001
"2014-11-21",27.040001
"2014-11-24",27.51
"2014-11-25",28.309999
"2014-11-26",28.43
"2014-11-28",28.52
"2014-12-01",28.299999
"2014-12-02",28.51
"2014-12-03",28.57
"2014-12-04",28.190001
"2014-12-05",28.17
"2014-12-08",28.18
"2014-12-09",28.094999
"2014-12-10",27.785
"2014-12-11",27.950001
"2014-12-12",27.674999
"2014-12-15",27.469999
"2014-12-16",27.405001
"2014-12-17",27.67
"2014-12-18",28.145
"2014-12-19",28.584999
"2014-12-22",28.610001
"2014-12-23",28.950001
"2014-12-24",29.035
"2014-12-26",29.195
"2014-12-29",29.440001
"2014-12-30",29.434999
"2014-12-31",29.004999
"2015-01-02",28.674999
"2015-01-05",27.98
"2015-01-06",27.615
"2015-01-07",27.59
"2015-01-08",28.190001
"2015-01-09",28.145
"2015-01-12",28.084999
"2015-01-13",28.42
"2015-01-14",27.91
"2015-01-15",28
"2015-01-16",28.385
"2015-01-20",27.905001
"2015-01-21",27.885
"2015-01-22",28.285
"2015-01-23",28.155001
"2015-01-26",28.344999
"2015-01-27",28.18
"2015-01-28",27.295
"2015-01-29",26.934999
"2015-01-30",26.575001
"2015-02-02",26.905001
"2015-02-03",27.705
"2015-02-04",28.450001
"2015-02-05",28.485001
"2015-02-06",28.459999
"2015-02-09",28.545
"2015-02-10",28.705
"2015-02-11",28.889999
"2015-02-12",29.190001
"2015-02-13",29.735001
"2015-02-17",29.4
"2015-02-18",29.110001
"2015-02-19",28.924999
"2015-02-20",29.25
"2015-02-23",29.105
"2015-02-24",29.584999
"2015-02-25",29.809999
"2015-02-26",29.575001
"2015-02-27",29.690001
"2015-03-02",29.934999
"2015-03-03",29.98
"2015-03-04",30.215
"2015-03-05",30.165001
"2015-03-06",30.184999
"2015-03-09",30.285
"2015-03-10",29.35
"2015-03-11",29.030001
"2015-03-12",29.665001
"2015-03-13",29.525
"2015-03-16",29.875
"2015-03-17",29.565001
"2015-03-18",29.495001
"2015-03-19",29.375
"2015-03-20",29.725
"2015-03-23",29.559999
"2015-03-24",28.785
"2015-03-25",28.264999
"2015-03-26",27.955
"2015-03-27",27.969999
"2015-03-30",28.305
"2015-03-31",28.235001
"2015-04-01",28.530001
"2015-04-02",28.969999
"2015-04-06",29.105
"2015-04-07",29.16
"2015-04-08",29.59
"2015-04-09",29.795
"2015-04-10",29.905001
"2015-04-13",29.389999
"2015-04-14",29.49
"2015-04-15",29.955
"2015-04-16",29.834999
"2015-04-17",29.209999
"2015-04-20",29.235001
"2015-04-21",29.42
"2015-04-22",29.379999
"2015-04-23",29.615
"2015-04-24",29.82
"2015-04-27",29.440001
"2015-04-28",29.5
"2015-04-29",29.17
"2015-04-30",28.879999
"2015-05-01",29.205
"2015-05-04",29.389999
"2015-05-05",28.99
"2015-05-06",28.83
"2015-05-07",28.959999
"2015-05-08",29.205
"2015-05-11",28.885
"2015-05-12",28.665001
"2015-05-13",28.139999
"2015-05-14",28.27
"2015-05-15",28.32
"2015-05-18",28.485001
"2015-05-19",28.615
"2015-05-20",28.785
"2015-05-21",28.77
"2015-05-22",28.934999
"2015-05-26",29.295
"2015-05-27",29.67
"2015-05-28",29.514999
"2015-05-29",29.23
"2015-06-01",29.389999
"2015-06-02",29.41
"2015-06-03",29.66
"2015-06-04",29.475
"2015-06-05",29.344999
"2015-06-08",28.934999
"2015-06-09",28.924999
"2015-06-10",29.115
"2015-06-11",29.379999
"2015-06-12",29.129999
"2015-06-15",29.17
"2015-06-16",29.440001
"2015-06-17",29.809999
"2015-06-18",30.24
"2015-06-19",30.254999
"2015-06-22",30.485001
"2015-06-23",30.379999
"2015-06-24",30.18
"2015-06-25",30.440001
"2015-06-26",30.635
"2015-06-29",29.99
"2015-06-30",30.07
"2015-07-01",31.125
"2015-07-02",31.17
"2015-07-06",31.055
"2015-07-07",31.254999
"2015-07-08",30.844999
"2015-07-09",31.004999
"2015-07-10",31.594999
"2015-07-13",31.860001
"2015-07-14",31.620001
"2015-07-15",31.875
"2015-07-16",32.16
"2015-07-17",32.134998
"2015-07-20",32.16
"2015-07-21",32.134998
"2015-07-22",32.25
"2015-07-23",31.235001
"2015-07-24",31.084999
"2015-07-27",30.555
"2015-07-28",31.205
"2015-07-29",31.24
"2015-07-30",31.18
"2015-07-31",31.205
"2015-08-03",31.605
"2015-08-04",31.370001
"2015-08-05",29.905001
"2015-08-06",29.379999
"2015-08-07",29.41
"2015-08-10",29.725
"2015-08-11",29.395
"2015-08-12",29.705
"2015-08-13",29.82
"2015-08-14",29.440001
"2015-08-17",30.205
"2015-08-18",29.844999
"2015-08-19",29.959999
"2015-08-20",29.184999
"2015-08-21",28.389999
"2015-08-24",27.205
"2015-08-25",26.924999
"2015-08-26",27.700001
"2015-08-27",28.385
"2015-08-28",28.389999
"2015-08-31",28.165001
"2015-09-01",27.51
"2015-09-02",27.940001
"2015-09-03",28.105
"2015-09-04",27.889999
"2015-09-08",28.555
"2015-09-09",28.334999
"2015-09-10",28.27
"2015-09-11",28.205
"2015-09-14",28.125
"2015-09-15",28.57
"2015-09-16",28.870001
"2015-09-17",29.23
"2015-09-18",28.709999
"2015-09-21",28.945
"2015-09-22",28.855
"2015-09-23",28.684999
"2015-09-24",28.41
"2015-09-25",28.27
"2015-09-28",27.405001
"2015-09-29",27.57
"2015-09-30",28.440001
"2015-10-01",28.705
"2015-10-02",29.360001
"2015-10-05",29.809999
"2015-10-06",29.485001
"2015-10-07",29.85
"2015-10-08",30.49
"2015-10-09",30.245001
"2015-10-12",30.135
"2015-10-13",30.08
"2015-10-14",29.969999
"2015-10-15",30.504999
"2015-10-16",30.66
"2015-10-19",30.780001
"2015-10-20",30.775
"2015-10-21",30.555
"2015-10-22",30.85
"2015-10-23",30.99
"2015-10-26",31.09
"2015-10-27",30.77
"2015-10-28",30.969999
"2015-10-29",31.530001
"2015-10-30",31.309999
"2015-11-02",31.370001
"2015-11-03",31.280001
"2015-11-04",30.73
"2015-11-05",30.905001
"2015-11-06",30.805
"2015-11-09",30.674999
"2015-11-10",30.785
"2015-11-11",30.775
"2015-11-12",30.745001
"2015-11-13",30.115
"2015-11-16",30.674999
"2015-11-17",30.565001
"2015-11-18",31.280001
"2015-11-19",31.309999
"2015-11-20",31.450001
"2015-11-23",31.065001
"2015-11-24",30.83
"2015-11-25",30.700001
"2015-11-27",30.795
"2015-11-30",30.43
"2015-12-01",30.875
"2015-12-02",30.24
"2015-12-03",29.809999
"2015-12-04",30.375
"2015-12-07",30.184999
"2015-12-08",29.77
"2015-12-09",29.295
"2015-12-10",29.834999
"2015-12-11",28.985001
"2015-12-14",28.684999
"2015-12-15",28.875
"2015-12-16",29.35
"2015-12-17",28.705
"2015-12-18",28.200001
"2015-12-21",28.23
"2015-12-22",28.445
"2015-12-23",28.584999
"2015-12-24",28.65
"2015-12-28",28.594999
"2015-12-29",28.780001
"2015-12-30",28.355
"2015-12-31",28.215
"2016-01-04",27.82
"2016-01-05",27.825001
"2016-01-06",27.610001
"2016-01-07",27.305
"2016-01-08",27.334999
"2016-01-11",27.360001
"2016-01-12",27.434999
"2016-01-13",26.775
"2016-01-14",27.525
"2016-01-15",26.945
"2016-01-19",27.125
"2016-01-20",26.805
"2016-01-21",27.16
"2016-01-22",27.665001
"2016-01-25",27.105
"2016-01-26",27.42
"2016-01-27",27.059999
"2016-01-28",27.055
"2016-01-29",27.855
"2016-02-01",27.905001
"2016-02-02",27.295
"2016-02-03",28.92
"2016-02-04",29.105
"2016-02-05",29.705
"2016-02-08",29.700001
"2016-02-09",29.105
"2016-02-10",27.905001
"2016-02-11",28.02
"2016-02-12",28.389999
"2016-02-16",28.74
"2016-02-17",28.85
"2016-02-18",28.66
"2016-02-19",28.879999
"2016-02-22",29.075001
"2016-02-23",28.77
"2016-02-24",29.200001
"2016-02-25",29.264999
"2016-02-26",28.955
"2016-02-29",28.865
"2016-03-01",29.610001
"2016-03-02",29.684999
"2016-03-03",29.959999
"2016-03-04",29.870001
"2016-03-07",29.48
"2016-03-08",29.145
"2016-03-09",29.389999
"2016-03-10",29.184999
"2016-03-11",29.58
"2016-03-14",29.615
"2016-03-15",29.700001
"2016-03-16",29.955
"2016-03-17",30.375
"2016-03-18",29.879999
"2016-03-21",29.92
"2016-03-22",29.934999
"2016-03-23",29.625
"2016-03-24",30.004999
"2016-03-28",30.045
"2016-03-29",30.375
"2016-03-30",30.4
"2016-03-31",30.540001
"2016-04-01",30.934999
"2016-04-04",30.715
"2016-04-05",30.565001
"2016-04-06",31.1
"2016-04-07",30.700001
"2016-04-08",30.799999
"2016-04-11",30.719999
"2016-04-12",30.860001
"2016-04-13",30.975
"2016-04-14",30.92
"2016-04-15",30.985001
"2016-04-18",31.24
"2016-04-19",31.139999
"2016-04-20",30.73
"2016-04-21",30.469999
"2016-04-22",30.549999
"2016-04-25",30.5
"2016-04-26",30.525
"2016-04-27",30.65
"2016-04-28",30.575001
"2016-04-29",30.379999
"2016-05-02",30.615
"2016-05-03",30.475
"2016-05-04",30.445
"2016-05-05",30.525
"2016-05-06",30.709999
"2016-05-09",30.709999
"2016-05-10",31.32
"2016-05-11",31.035
"2016-05-12",31.129999
"2016-05-13",30.92
"2016-05-16",31
"2016-05-17",30.215
"2016-05-18",30.190001
"2016-05-19",30.125
"2016-05-20",30.879999
"2016-05-23",30.905001
"2016-05-24",31.219999
"2016-05-25",31.299999
"2016-05-26",31.145
"2016-05-27",31.440001
"2016-05-31",31.65
"2016-06-01",31.865
"2016-06-02",31.83
"2016-06-03",31.780001
"2016-06-06",31.700001
"2016-06-07",31.625
"2016-06-08",31.610001
"2016-06-09",31.465
"2016-06-10",31.4
"2016-06-13",31.195
"2016-06-14",31.32
"2016-06-15",31.174999
"2016-06-16",31.549999
"2016-06-17",31.184999
"2016-06-20",31.23
"2016-06-21",31.27
"2016-06-22",31.32
"2016-06-23",31.475
"2016-06-24",30.825001
"2016-06-27",31.23
"2016-06-28",31.535
"2016-06-29",31.969999
"2016-06-30",32.595001
"2016-07-01",32.639999
"2016-07-05",32.505001
"2016-07-06",32.549999
"2016-07-07",33.130001
"2016-07-08",33.555
"2016-07-11",33.705002
"2016-07-12",33.575001
"2016-07-13",33.415001
"2016-07-14",33.509998
"2016-07-15",33.439999
"2016-07-18",33.43
"2016-07-19",33.544998
"2016-07-20",33.560001
"2016-07-21",33.509998
"2016-07-22",33.73
"2016-07-25",33.735001
"2016-07-26",33.59
"2016-07-27",33.959999
"2016-07-28",33.93
"2016-07-29",33.625
"2016-08-01",33.77
"2016-08-02",33.450001
"2016-08-03",33.419998
"2016-08-04",33.59
"2016-08-05",33.695
"2016-08-08",33.535
"2016-08-09",33.450001
"2016-08-10",33.610001
"2016-08-11",33.84
"2016-08-12",33.755001
"2016-08-15",33.759998
"2016-08-16",33.654999
"2016-08-17",33.884998
"2016-08-18",33.705002
"2016-08-19",33.145
"2016-08-22",33.220001
"2016-08-23",32.830002
"2016-08-24",32.845001
"2016-08-25",32.779999
"2016-08-26",32.755001
"2016-08-29",32.830002
"2016-08-30",32.775002
"2016-08-31",32.630001
"2016-09-01",32.945
"2016-09-02",33.080002
"2016-09-06",33.169998
"2016-09-07",33.174999
"2016-09-08",33.080002
"2016-09-09",32.555
"2016-09-12",32.880001
"2016-09-13",32.384998
"2016-09-14",32.584999
"2016-09-15",33.119999
"2016-09-16",32.959999
"2016-09-19",32.924999
"2016-09-20",33.115002
"2016-09-21",33.580002
"2016-09-22",33.650002
"2016-09-23",33.575001
"2016-09-26",32.904999
"2016-09-27",33.084999
"2016-09-28",33.34
"2016-09-29",33.125
"2016-09-30",33.169998
"2016-10-03",33.095001
"2016-10-04",32.915001
"2016-10-05",32.900002
"2016-10-06",32.705002
"2016-10-07",32.68
"2016-10-10",32.889999
"2016-10-11",32.48
"2016-10-12",32.619999
"2016-10-13",32.560001
"2016-10-14",32.599998
"2016-10-17",32.509998
"2016-10-18",32.439999
"2016-10-19",32.455002
"2016-10-20",32.174999
"2016-10-21",32.029999
"2016-10-24",32.48
"2016-10-25",32.259998
"2016-10-26",31.280001
"2016-10-27",30.74
"2016-10-28",30.940001
"2016-10-31",30.91
"2016-11-01",30.725
"2016-11-02",30.735001
"2016-11-03",30.475
"2016-11-04",30.33
"2016-11-07",30.754999
"2016-11-08",31.26
"2016-11-09",31.725
"2016-11-10",32.549999
"2016-11-11",33.23
"2016-11-14",33.630001
"2016-11-15",33.490002
"2016-11-16",33.735001
"2016-11-17",34.244999
"2016-11-18",34.169998
"2016-11-21",34.099998
"2016-11-22",34.509998
"2016-11-23",34.48
"2016-11-25",34.580002
"2016-11-28",34.154999
"2016-11-29",35.07
"2016-11-30",34.755001
"2016-12-01",34.93
"2016-12-02",34.389999
"2016-12-05",34.34
"2016-12-06",34.349998
"2016-12-07",34.665001
"2016-12-08",34.615002
"2016-12-09",34.724998
"2016-12-12",34.5
"2016-12-13",34.990002
"2016-12-14",35.009998
"2016-12-15",34.939999
"2016-12-16",34.93
"2016-12-19",35.075001
"2016-12-20",35.505001
"2016-12-21",35.415001
"2016-12-22",35.509998
"2016-12-23",35.325001
"2016-12-27",35.435001
"2016-12-28",35.224998
"2016-12-29",35.044998
"2016-12-30",34.525002
"2017-01-03",34.525002
"2017-01-04",34.935001
"2017-01-05",35.075001
"2017-01-06",35.134998
"2017-01-09",35.415001
"2017-01-10",35.459999
"2017-01-11",35.855
"2017-01-12",35.709999
"2017-01-13",36.384998
"2017-01-17",36.279999
"2017-01-18",36.145
"2017-01-19",36.305
"2017-01-20",36.785
"2017-01-23",36.630001
"2017-01-24",36.799999
"2017-01-25",36.720001
"2017-01-26",37.75
"2017-01-27",37.974998
"2017-01-30",37.669998
"2017-01-31",37.709999
"2017-02-01",37.805
"2017-02-02",37.544998
"2017-02-03",37.630001
"2017-02-06",37.27
"2017-02-07",37.43
"2017-02-08",37.345001
"2017-02-09",37.514999
"2017-02-10",37.575001
"2017-02-13",37.855
"2017-02-14",38.044998
"2017-02-15",38.299999
"2017-02-16",37.994999
"2017-02-17",37.66
"2017-02-21",37.889999
"2017-02-22",37.939999
"2017-02-23",37.650002
"2017-02-24",37.889999
"2017-02-27",37.529999
"2017-02-28",37.419998
"2017-03-01",37.59
"2017-03-02",37.450001
"2017-03-03",37.220001
"2017-03-06",37.439999
"2017-03-07",37.419998
"2017-03-08",37.110001
"2017-03-09",37.380001
"2017-03-10",37.32
"2017-03-13",37.299999
"2017-03-14",37.41
"2017-03-15",37.75
"2017-03-16",37.68
"2017-03-17",37.459999
"2017-03-20",37.48
"2017-03-21",37.07
"2017-03-22",37.040001
"2017-03-23",37.220001
"2017-03-24",37.380001
"2017-03-27",37.110001
"2017-03-28",37.09
"2017-03-29",37.220001
"2017-03-30",37.509998
"2017-03-31",37.59
"2017-04-03",37.560001
"2017-04-04",37.790001
"2017-04-05",37.34
"2017-04-06",38.130001
"2017-04-07",38.029999
"2017-04-10",37.669998
"2017-04-11",37.23
"2017-04-12",37.290001
"2017-04-13",37.139999
"2017-04-17",37.200001
"2017-04-18",37.59
"2017-04-19",37.529999
"2017-04-20",38
"2017-04-21",38.16
"2017-04-24",38.009998
"2017-04-25",38.490002
"2017-04-26",38.790001
"2017-04-27",39.59
"2017-04-28",39.189999
"2017-05-01",39.189999
"2017-05-02",39.34
"2017-05-03",38.540001
"2017-05-04",38.290001
"2017-05-05",39.009998
"2017-05-08",39.200001
"2017-05-09",39.080002
"2017-05-10",39.099998
"2017-05-11",39.259998
"2017-05-12",38.98
"2017-05-15",38.970001
"2017-05-16",38.82
"2017-05-17",38.099998
"2017-05-18",38.669998
"2017-05-19",38.849998
"2017-05-22",39.490002
"2017-05-23",39.779999
"2017-05-24",40.330002
"2017-05-25",40.34
"2017-05-26",40.91
"2017-05-30",41.099998
"2017-05-31",41.689999
"2017-06-01",41.66
"2017-06-02",41.990002
"2017-06-05",41.790001
"2017-06-06",41.720001
"2017-06-07",41.889999
"2017-06-08",40.939999
"2017-06-09",40.689999
"2017-06-12",40.970001
"2017-06-13",41.220001
"2017-06-14",41.09
"2017-06-15",41.439999
"2017-06-16",41.279999
"2017-06-19",41.799999
"2017-06-20",40.389999
"2017-06-21",40.279999
"2017-06-22",39.939999
"2017-06-23",39.5
"2017-06-26",39.59
"2017-06-27",39.25
"2017-06-28",39.860001
"2017-06-29",38.869999
"2017-06-30",38.919998
"2017-07-03",38.360001
"2017-07-05",38.709999
"2017-07-06",38.25
"2017-07-07",38.57
"2017-07-10",38.759998
"2017-07-11",38.77
"2017-07-12",39.02
"2017-07-13",39.310001
"2017-07-14",39.200001
"2017-07-17",39.200001
"2017-07-18",39.18
"2017-07-19",39.34
"2017-07-20",39.490002
"2017-07-21",39.630001
"2017-07-24",39.470001
"2017-07-25",39.75
"2017-07-26",39.349998
"2017-07-27",39.43
"2017-07-28",39.52
"2017-07-31",40.450001
"2017-08-01",40.34
"2017-08-02",40.009998
"2017-08-03",39.700001
"2017-08-04",39.599998
"2017-08-07",39.610001
"2017-08-08",39.919998
"2017-08-09",40.630001
"2017-08-10",40.73
"2017-08-11",41.110001
"2017-08-14",41.900002
"2017-08-15",41.5
"2017-08-16",41.240002
"2017-08-17",40.27
"2017-08-18",40.52
"2017-08-21",40.799999
"2017-08-22",41.349998
"2017-08-23",40.650002
"2017-08-24",40.139999
"2017-08-25",40.200001
"2017-08-28",40.34
"2017-08-29",40.16
"2017-08-30",40.82
"2017-08-31",40.610001
"2017-09-01",41.060001
"2017-09-05",40.669998
"2017-09-06",41.169998
"2017-09-07",38.599998
"2017-09-08",38.209999
"2017-09-11",37.830002
"2017-09-12",37.900002
"2017-09-13",37.959999
"2017-09-14",37.599998
"2017-09-15",36.93
"2017-09-18",37.110001
"2017-09-19",37.299999
"2017-09-20",37.459999
"2017-09-21",37.470001
"2017-09-22",38.099998
"2017-09-25",37.91
"2017-09-26",37.810001
"2017-09-27",38.529999
"2017-09-28",37.82
"2017-09-29",38.48
"2017-10-02",37.970001
"2017-10-03",38.299999
"2017-10-04",38.59
"2017-10-05",38.349998
"2017-10-06",38.009998
"2017-10-09",37.799999
"2017-10-10",37.689999
"2017-10-11",37.419998
"2017-10-12",35.950001
"2017-10-13",36.009998
"2017-10-16",36.610001
"2017-10-17",36.470001
"2017-10-18",36.200001
"2017-10-19",36.900002
"2017-10-20",37.220001
"2017-10-23",36.549999
"2017-10-24",36.5
"2017-10-25",36.830002
"2017-10-26",36.27
"2017-10-27",36.790001
"2017-10-30",36.5
"2017-10-31",36.029999
"2017-11-01",36.080002
"2017-11-02",35.150002
"2017-11-03",35.68
"2017-11-06",35.540001
"2017-11-07",36.389999
"2017-11-08",36.209999
"2017-11-09",36.560001
"2017-11-10",36.849998
"2017-11-13",37.25
"2017-11-14",36.860001
"2017-11-15",37.18
"2017-11-16",37.07
"2017-11-17",36.16
"2017-11-20",35.830002
"2017-11-21",36.419998
"2017-11-22",36.41
"2017-11-24",35.869999
"2017-11-27",35.549999
"2017-11-28",36.25
"2017-11-29",37.189999
"2017-11-30",37.540001
"2017-12-01",38.43
"2017-12-04",40.32
"2017-12-05",39.52
"2017-12-06",38.630001
"2017-12-07",37.889999
"2017-12-08",37.950001
"2017-12-11",38.439999
"2017-12-12",39.509998
"2017-12-13",38.580002
"2017-12-14",39.119999
"2017-12-15",39.709999
"2017-12-18",39.540001
"2017-12-19",39.139999
"2017-12-20",39.380001
"2017-12-21",40.810001
"2017-12-22",40.779999
"2017-12-26",40.82
"2017-12-27",40.41
"2017-12-28",40.290001
"2017-12-29",40.049999
"2018-01-02",41.07
"2018-01-03",40.41
"2018-01-04",40.669998
"2018-01-05",41.040001
"2018-01-08",40.48
"2018-01-09",40.610001
"2018-01-10",41.09
"2018-01-11",42.599998
"2018-01-12",42.439999
"2018-01-16",41.82
"2018-01-17",41.68
"2018-01-18",41.849998
"2018-01-19",42.5
"2018-01-22",42.889999
"2018-01-23",42.439999
"2018-01-24",42.990002
"2018-01-25",42.139999
"2018-01-26",42.799999
"2018-01-29",41.98
"2018-01-30",42.34
"2018-01-31",42.529999
"2018-02-01",41.889999
"2018-02-02",41.110001
"2018-02-05",39.200001
"2018-02-06",39.669998
"2018-02-07",40.150002
"2018-02-08",38.189999
"2018-02-09",38.57
"2018-02-12",38.540001
"2018-02-13",38.959999
"2018-02-14",39.43
"2018-02-15",40.080002
"2018-02-16",39.790001
"2018-02-20",39.470001
"2018-02-21",39.009998
"2018-02-22",38.799999
"2018-02-23",39.5
"2018-02-26",39.580002
"2018-02-27",36.66
"2018-02-28",36.209999
"2018-03-01",36.540001
"2018-03-02",36.490002
"2018-03-05",36.779999
"2018-03-06",36.869999
"2018-03-07",36.119999
"2018-03-08",36.880001
"2018-03-09",37.130001
"2018-03-12",36.959999
"2018-03-13",36.43
"2018-03-14",36.02
"2018-03-15",36.150002
"2018-03-16",35.830002
"2018-03-19",35.299999
"2018-03-20",34.57
"2018-03-21",34.490002
"2018-03-22",33.23
"2018-03-23",33.169998
"2018-03-26",33.540001
"2018-03-27",32.990002
"2018-03-28",33.279999
"2018-03-29",34.169998
"2018-04-02",33.52
"2018-04-03",33.470001
"2018-04-04",34.310001
"2018-04-05",34.599998
"2018-04-06",34.119999
"2018-04-09",33.950001
"2018-04-10",33.860001
"2018-04-11",33.560001
"2018-04-12",33.130001
"2018-04-13",33.02
"2018-04-16",33.529999
"2018-04-17",33.27
"2018-04-18",33.27
"2018-04-19",33.48
"2018-04-20",33.209999
"2018-04-23",33.869999
"2018-04-24",33.349998
"2018-04-25",34.259998
"2018-04-26",33.330002
"2018-04-27",31.809999
"2018-04-30",31.389999
"2018-05-01",32.060001
"2018-05-02",31.299999
"2018-05-03",31.01
"2018-05-04",31.959999
"2018-05-07",32.389999
"2018-05-08",30.59
"2018-05-09",30.73
"2018-05-10",31.559999
"2018-05-11",31.9
"2018-05-14",32.139999
"2018-05-15",32.009998
"2018-05-16",32.549999
"2018-05-17",32.41
"2018-05-18",32.720001
"2018-05-21",32.34
"2018-05-22",32.509998
"2018-05-23",31.879999
"2018-05-24",31.629999
"2018-05-25",31.75
"2018-05-29",31.51
"2018-05-30",31.48
"2018-05-31",31.18
"2018-06-01",31.26
"2018-06-04",31.290001
"2018-06-05",31.08
"2018-06-06",32.27
"2018-06-07",32
"2018-06-08",32.080002
"2018-06-11",32
"2018-06-12",32.380001
"2018-06-13",32.32
"2018-06-14",33.82
"2018-06-15",33.880001
"2018-06-18",32.580002
"2018-06-19",32.810001
"2018-06-20",33.389999
"2018-06-21",32.790001
"2018-06-22",33.810001
"2018-06-25",33.119999
"2018-06-26",32.779999
"2018-06-27",32.290001
"2018-06-28",32.630001
"2018-06-29",32.810001
"2018-07-02",33.169998
"2018-07-03",33.09
"2018-07-05",33.119999
"2018-07-06",33.580002
"2018-07-09",33.560001
"2018-07-10",33.34
"2018-07-11",33.77
"2018-07-12",34.549999
"2018-07-13",34.700001
"2018-07-16",34.970001
"2018-07-17",34.27
"2018-07-18",34.040001
"2018-07-19",34.91
"2018-07-20",34.299999
"2018-07-23",34.169998
"2018-07-24",33.389999
"2018-07-25",33.419998
"2018-07-26",34.75
"2018-07-27",35.080002
"2018-07-30",35.459999
"2018-07-31",35.779999
"2018-08-01",35.400002
"2018-08-02",34.639999
"2018-08-03",35.41
"2018-08-06",35.32
"2018-08-07",35.400002
"2018-08-08",35.049999
"2018-08-09",35.490002
"2018-08-10",35.080002
"2018-08-13",35.040001
"2018-08-14",35.389999
"2018-08-15",34.970001
"2018-08-16",35.66
"2018-08-17",35.599998
"2018-08-20",35.43
"2018-08-21",35.740002
"2018-08-22",35.48
"2018-08-23",35.310001
"2018-08-24",36.5
"2018-08-27",36.43
"2018-08-28",36.349998
"2018-08-29",36.75
"2018-08-30",36.68
"2018-08-31",36.990002
"2018-09-04",36.380001
"2018-09-05",36.279999
"2018-09-06",35.919998
"2018-09-07",36.169998
"2018-09-10",36.360001
"2018-09-11",36.299999
"2018-09-12",36.09
"2018-09-13",37.040001
"2018-09-14",36.959999
"2018-09-17",36.959999
"2018-09-18",37.740002
"2018-09-19",37.32
"2018-09-20",37.810001
"2018-09-21",37.900002
"2018-09-24",35.630001
"2018-09-25",35.400002
"2018-09-26",35.369999
"2018-09-27",35.220001
"2018-09-28",35.41
"2018-10-01",35.52
"2018-10-02",35.700001
"2018-10-03",35.189999
"2018-10-04",35.209999
"2018-10-05",34.560001
"2018-10-08",35.18
"2018-10-09",35.439999
"2018-10-10",34.279999
"2018-10-11",33.669998
"2018-10-12",34.619999
"2018-10-15",35.09
"2018-10-16",36
"2018-10-17",36.400002
"2018-10-18",35.939999
"2018-10-19",35.98
"2018-10-22",35.75
"2018-10-23",35.650002
"2018-10-24",34.119999
"2018-10-25",35.84
"2018-10-26",35.240002
"2018-10-29",35.990002
"2018-10-30",37.709999
"2018-10-31",38.139999
"2018-11-01",37.950001
"2018-11-02",37.66
"2018-11-05",38.02
"2018-11-06",37.73
"2018-11-07",38.299999
"2018-11-08",38.299999
"2018-11-09",38.34
"2018-11-12",38
"2018-11-13",37.720001
"2018-11-14",38.290001
"2018-11-15",38.490002
"2018-11-16",38.59
"2018-11-19",38.18
"2018-11-20",36.759998
"2018-11-21",37.509998
"2018-11-23",37.389999
"2018-11-26",37.77
"2018-11-27",38.360001
"2018-11-28",39.060001
"2018-11-29",39.419998
"2018-11-30",39.009998
"2018-12-03",39.150002
"2018-12-04",37.689999
"2018-12-06",37.880001
"2018-12-07",37.41
"2018-12-10",37.349998
"2018-12-11",36.84
"2018-12-12",36.98
"2018-12-13",36.759998
"2018-12-14",36.34
"2018-12-17",36.209999
