"Index","PG.Close"
"2010-12-27",64.669998
"2010-12-28",64.760002
"2010-12-29",64.400002
"2010-12-30",64.279999
"2010-12-31",64.330002
"2011-01-03",64.769997
"2011-01-04",64.949997
"2011-01-05",64.800003
"2011-01-06",64.690002
"2011-01-07",64.5
"2011-01-10",64.360001
"2011-01-11",64.040001
"2011-01-12",64.970001
"2011-01-13",65.480003
"2011-01-14",65.529999
"2011-01-18",65.5
"2011-01-19",65.349998
"2011-01-20",65.800003
"2011-01-21",65.910004
"2011-01-24",66.580002
"2011-01-25",66.699997
"2011-01-26",66.110001
"2011-01-27",64.18
"2011-01-28",64.199997
"2011-01-31",63.130001
"2011-02-01",62.919998
"2011-02-02",62.790001
"2011-02-03",62.900002
"2011-02-04",63.610001
"2011-02-07",64.550003
"2011-02-08",64.639999
"2011-02-09",64.389999
"2011-02-10",64.580002
"2011-02-11",64.730003
"2011-02-14",64.540001
"2011-02-15",63.919998
"2011-02-16",63.759998
"2011-02-17",64
"2011-02-18",64.300003
"2011-02-22",64.07
"2011-02-23",64.150002
"2011-02-24",63.049999
"2011-02-25",62.84
"2011-02-28",63.049999
"2011-03-01",62.740002
"2011-03-02",62.41
"2011-03-03",62.549999
"2011-03-04",62.029999
"2011-03-07",61.709999
"2011-03-08",62.049999
"2011-03-09",62
"2011-03-10",61.490002
"2011-03-11",61.490002
"2011-03-14",61.349998
"2011-03-15",60.66
"2011-03-16",59.73
"2011-03-17",60.43
"2011-03-18",60.599998
"2011-03-21",61.299999
"2011-03-22",60.93
"2011-03-23",60.91
"2011-03-24",61.139999
"2011-03-25",60.880001
"2011-03-28",60.66
"2011-03-29",61.279999
"2011-03-30",61.970001
"2011-03-31",61.599998
"2011-04-01",62.080002
"2011-04-04",62.259998
"2011-04-05",61.669998
"2011-04-06",61.759998
"2011-04-07",62.130001
"2011-04-08",61.900002
"2011-04-11",62.189999
"2011-04-12",62.889999
"2011-04-13",62.990002
"2011-04-14",63.299999
"2011-04-15",64.18
"2011-04-18",64
"2011-04-19",63.860001
"2011-04-20",63.720001
"2011-04-21",63.27
"2011-04-25",63.369999
"2011-04-26",63.830002
"2011-04-27",64.019997
"2011-04-28",64.5
"2011-04-29",64.900002
"2011-05-02",65.18
"2011-05-03",65.709999
"2011-05-04",66.470001
"2011-05-05",65.879997
"2011-05-06",65.269997
"2011-05-09",65.139999
"2011-05-10",65.730003
"2011-05-11",65.919998
"2011-05-12",66.839996
"2011-05-13",66.860001
"2011-05-16",66.940002
"2011-05-17",67.419998
"2011-05-18",67.379997
"2011-05-19",67.459999
"2011-05-20",67.360001
"2011-05-23",67.050003
"2011-05-24",67.010002
"2011-05-25",66.379997
"2011-05-26",66.190002
"2011-05-27",66.199997
"2011-05-31",67
"2011-06-01",66.400002
"2011-06-02",66.010002
"2011-06-03",65.43
"2011-06-06",65.5
"2011-06-07",65.059998
"2011-06-08",64.849998
"2011-06-09",65.010002
"2011-06-10",64.699997
"2011-06-13",64.769997
"2011-06-14",64.760002
"2011-06-15",63.759998
"2011-06-16",64.260002
"2011-06-17",64.690002
"2011-06-20",65.089996
"2011-06-21",64.220001
"2011-06-22",64.059998
"2011-06-23",63.459999
"2011-06-24",62.59
"2011-06-27",62.82
"2011-06-28",62.720001
"2011-06-29",62.549999
"2011-06-30",63.57
"2011-07-01",64.269997
"2011-07-05",64.260002
"2011-07-06",64.699997
"2011-07-07",64.949997
"2011-07-08",64.93
"2011-07-11",64.720001
"2011-07-12",64.529999
"2011-07-13",64.639999
"2011-07-14",64.599998
"2011-07-15",64.830002
"2011-07-18",64.550003
"2011-07-19",64.610001
"2011-07-20",64.199997
"2011-07-21",64.489998
"2011-07-22",64.25
"2011-07-25",63.310001
"2011-07-26",63.09
"2011-07-27",62.200001
"2011-07-28",61.919998
"2011-07-29",61.490002
"2011-08-01",61.43
"2011-08-02",60.869999
"2011-08-03",60.73
"2011-08-04",59.580002
"2011-08-05",60.59
"2011-08-08",59.290001
"2011-08-09",60.220001
"2011-08-10",58.509998
"2011-08-11",60.450001
"2011-08-12",61.139999
"2011-08-15",61.880001
"2011-08-16",61.619999
"2011-08-17",61.669998
"2011-08-18",60.860001
"2011-08-19",60.959999
"2011-08-22",61.709999
"2011-08-23",63.02
"2011-08-24",63.310001
"2011-08-25",62.529999
"2011-08-26",62.57
"2011-08-29",63.09
"2011-08-30",63.5
"2011-08-31",63.68
"2011-09-01",63.259998
"2011-09-02",62.549999
"2011-09-06",62.380001
"2011-09-07",62.720001
"2011-09-08",62.91
"2011-09-09",61.84
"2011-09-12",61.830002
"2011-09-13",61.939999
"2011-09-14",62.34
"2011-09-15",62.779999
"2011-09-16",64.330002
"2011-09-19",63.810001
"2011-09-20",64.080002
"2011-09-21",63.02
"2011-09-22",61.169998
"2011-09-23",61.25
"2011-09-26",62.540001
"2011-09-27",63.259998
"2011-09-28",62.73
"2011-09-29",63.700001
"2011-09-30",63.18
"2011-10-03",62.84
"2011-10-04",63.369999
"2011-10-05",63.34
"2011-10-06",63.610001
"2011-10-07",63.91
"2011-10-10",64.800003
"2011-10-11",64.57
"2011-10-12",64.889999
"2011-10-13",64.650002
"2011-10-14",64.889999
"2011-10-17",64.260002
"2011-10-18",64.919998
"2011-10-19",64.75
"2011-10-20",65.089996
"2011-10-21",66.260002
"2011-10-24",65.370003
"2011-10-25",64.510002
"2011-10-26",64.949997
"2011-10-27",65.260002
"2011-10-28",64.730003
"2011-10-31",63.990002
"2011-11-01",62.709999
"2011-11-02",62.860001
"2011-11-03",63.209999
"2011-11-04",63.029999
"2011-11-07",63.459999
"2011-11-08",64.209999
"2011-11-09",62.720001
"2011-11-10",63.240002
"2011-11-11",63.889999
"2011-11-14",63.049999
"2011-11-15",63.560001
"2011-11-16",63.279999
"2011-11-17",62.939999
"2011-11-18",63.240002
"2011-11-21",61.66
"2011-11-22",61.689999
"2011-11-23",61.060001
"2011-11-25",61
"2011-11-28",62.240002
"2011-11-29",62.529999
"2011-11-30",64.57
"2011-12-01",64.080002
"2011-12-02",64.660004
"2011-12-05",64.839996
"2011-12-06",64.839996
"2011-12-07",65.230003
"2011-12-08",64.470001
"2011-12-09",64.970001
"2011-12-12",64.309998
"2011-12-13",64.730003
"2011-12-14",64.449997
"2011-12-15",64.989998
"2011-12-16",65.139999
"2011-12-19",64.949997
"2011-12-20",65.790001
"2011-12-21",66
"2011-12-22",66.190002
"2011-12-23",66.669998
"2011-12-27",66.790001
"2011-12-28",66.540001
"2011-12-29",66.970001
"2011-12-30",66.709999
"2012-01-03",66.830002
"2012-01-04",66.800003
"2012-01-05",66.519997
"2012-01-06",66.360001
"2012-01-09",66.639999
"2012-01-10",66.330002
"2012-01-11",65.68
"2012-01-12",65.809998
"2012-01-13",65.809998
"2012-01-17",66.260002
"2012-01-18",66.029999
"2012-01-19",66.080002
"2012-01-20",66.230003
"2012-01-23",65
"2012-01-24",64.5
"2012-01-25",64.980003
"2012-01-26",64.800003
"2012-01-27",64.300003
"2012-01-30",63.209999
"2012-01-31",63.040001
"2012-02-01",63.209999
"2012-02-02",63.32
"2012-02-03",62.77
"2012-02-06",63.509998
"2012-02-07",63.700001
"2012-02-08",63.639999
"2012-02-09",64.040001
"2012-02-10",63.880001
"2012-02-13",64.230003
"2012-02-14",64.480003
"2012-02-15",64.550003
"2012-02-16",65.199997
"2012-02-17",64.910004
"2012-02-21",64.419998
"2012-02-22",64.440002
"2012-02-23",66.419998
"2012-02-24",66.709999
"2012-02-27",66.699997
"2012-02-28",67.389999
"2012-02-29",67.620003
"2012-03-01",66.660004
"2012-03-02",66.669998
"2012-03-05",66.949997
"2012-03-06",66.839996
"2012-03-07",66.580002
"2012-03-08",66.900002
"2012-03-09",66.93
"2012-03-12",67.709999
"2012-03-13",67.900002
"2012-03-14",67.849998
"2012-03-15",67.68
"2012-03-16",67.25
"2012-03-19",67.209999
"2012-03-20",67.209999
"2012-03-21",67.199997
"2012-03-22",67.519997
"2012-03-23",67.43
"2012-03-26",67.459999
"2012-03-27",67.150002
"2012-03-28",67.190002
"2012-03-29",67.010002
"2012-03-30",67.209999
"2012-04-02",67.559998
"2012-04-03",67.089996
"2012-04-04",67.260002
"2012-04-05",67.309998
"2012-04-09",66.809998
"2012-04-10",66.349998
"2012-04-11",66.440002
"2012-04-12",66.089996
"2012-04-13",65.809998
"2012-04-16",66.779999
"2012-04-17",67.019997
"2012-04-18",66.75
"2012-04-19",66.57
"2012-04-20",67.510002
"2012-04-23",66.650002
"2012-04-24",67
"2012-04-25",66.889999
"2012-04-26",66.870003
"2012-04-27",64.440002
"2012-04-30",63.639999
"2012-05-01",63.57
"2012-05-02",63.98
"2012-05-03",64.510002
"2012-05-04",64.279999
"2012-05-07",64.25
"2012-05-08",64.160004
"2012-05-09",63.669998
"2012-05-10",64.139999
"2012-05-11",63.68
"2012-05-14",63.580002
"2012-05-15",63.720001
"2012-05-16",64.290001
"2012-05-17",63.959999
"2012-05-18",63.52
"2012-05-21",63.389999
"2012-05-22",63.150002
"2012-05-23",62.389999
"2012-05-24",62.57
"2012-05-25",62.490002
"2012-05-29",62.950001
"2012-05-30",62.32
"2012-05-31",62.290001
"2012-06-01",61.549999
"2012-06-04",61.400002
"2012-06-05",61.169998
"2012-06-06",61.799999
"2012-06-07",62.759998
"2012-06-08",62.75
"2012-06-11",62.540001
"2012-06-12",62.759998
"2012-06-13",62.57
"2012-06-14",63.18
"2012-06-15",62.880001
"2012-06-18",62.290001
"2012-06-19",62.209999
"2012-06-20",60.389999
"2012-06-21",59.75
"2012-06-22",59.830002
"2012-06-25",59.310001
"2012-06-26",59.27
"2012-06-27",59.98
"2012-06-28",60.290001
"2012-06-29",61.25
"2012-07-02",61.189999
"2012-07-03",61.360001
"2012-07-05",61.349998
"2012-07-06",61.279999
"2012-07-09",61.549999
"2012-07-10",61.73
"2012-07-11",61.400002
"2012-07-12",63.700001
"2012-07-13",65.089996
"2012-07-16",64.809998
"2012-07-17",65.349998
"2012-07-18",64.82
"2012-07-19",64.919998
"2012-07-20",64.730003
"2012-07-23",64.389999
"2012-07-24",64.019997
"2012-07-25",64.019997
"2012-07-26",64.559998
"2012-07-27",65.089996
"2012-07-30",65.099998
"2012-07-31",64.540001
"2012-08-01",64.010002
"2012-08-02",63.509998
"2012-08-03",65.5
"2012-08-06",65.809998
"2012-08-07",66.220001
"2012-08-08",66.720001
"2012-08-09",66.730003
"2012-08-10",66.769997
"2012-08-13",66.480003
"2012-08-14",66.730003
"2012-08-15",66.639999
"2012-08-16",67
"2012-08-17",67
"2012-08-20",66.75
"2012-08-21",66.769997
"2012-08-22",66.849998
"2012-08-23",66.68
"2012-08-24",67.019997
"2012-08-27",67.110001
"2012-08-28",66.989998
"2012-08-29",66.870003
"2012-08-30",66.879997
"2012-08-31",67.190002
"2012-09-04",67.400002
"2012-09-05",67.290001
"2012-09-06",68.239998
"2012-09-07",68.519997
"2012-09-10",68.510002
"2012-09-11",68.260002
"2012-09-12",68.099998
"2012-09-13",68.910004
"2012-09-14",69.160004
"2012-09-17",69.25
"2012-09-18",69.220001
"2012-09-19",69.260002
"2012-09-20",69.559998
"2012-09-21",69.419998
"2012-09-24",69.760002
"2012-09-25",69.589996
"2012-09-26",69.300003
"2012-09-27",69.300003
"2012-09-28",69.360001
"2012-10-01",69.449997
"2012-10-02",68.790001
"2012-10-03",69.169998
"2012-10-04",69.379997
"2012-10-05",69.629997
"2012-10-08",69.099998
"2012-10-09",68.699997
"2012-10-10",68.139999
"2012-10-11",68
"2012-10-12",67.940002
"2012-10-15",68.709999
"2012-10-16",69
"2012-10-17",69.470001
"2012-10-18",69.470001
"2012-10-19",68.57
"2012-10-22",68.5
"2012-10-23",67.440002
"2012-10-24",68.080002
"2012-10-25",70.07
"2012-10-26",69.440002
"2012-10-31",69.239998
"2012-11-01",69.25
"2012-11-02",69.190002
"2012-11-05",68.669998
"2012-11-06",68.93
"2012-11-07",68.059998
"2012-11-08",66.910004
"2012-11-09",67.010002
"2012-11-12",67.080002
"2012-11-13",66.849998
"2012-11-14",66.529999
"2012-11-15",66.32
"2012-11-16",66.82
"2012-11-19",67.919998
"2012-11-20",68.300003
"2012-11-21",68.470001
"2012-11-23",69.589996
"2012-11-26",69.480003
"2012-11-27",68.989998
"2012-11-28",69.440002
"2012-11-29",69.5
"2012-11-30",69.830002
"2012-12-03",69.580002
"2012-12-04",69.309998
"2012-12-05",69.410004
"2012-12-06",69.949997
"2012-12-07",70.290001
"2012-12-10",70.220001
"2012-12-11",70.660004
"2012-12-12",70.760002
"2012-12-13",70.129997
"2012-12-14",69.93
"2012-12-17",69.93
"2012-12-18",69.970001
"2012-12-19",69.339996
"2012-12-20",69.82
"2012-12-21",68.720001
"2012-12-24",68.519997
"2012-12-26",68
"2012-12-27",67.970001
"2012-12-28",67.150002
"2012-12-31",67.889999
"2013-01-02",69.389999
"2013-01-03",68.949997
"2013-01-04",69.089996
"2013-01-07",68.620003
"2013-01-08",68.510002
"2013-01-09",68.879997
"2013-01-10",69.269997
"2013-01-11",69.220001
"2013-01-14",69.629997
"2013-01-15",69.879997
"2013-01-16",69.339996
"2013-01-17",69.669998
"2013-01-18",69.940002
"2013-01-22",69.949997
"2013-01-23",70.690002
"2013-01-24",70.419998
"2013-01-25",73.25
"2013-01-28",73.769997
"2013-01-29",75
"2013-01-30",75.080002
"2013-01-31",75.160004
"2013-02-01",75.919998
"2013-02-04",75.25
"2013-02-05",75.699997
"2013-02-06",76.150002
"2013-02-07",76.150002
"2013-02-08",75.75
"2013-02-11",75.809998
"2013-02-12",75.980003
"2013-02-13",76.559998
"2013-02-14",76.779999
"2013-02-15",76.540001
"2013-02-19",77.379997
"2013-02-20",77.080002
"2013-02-21",77.040001
"2013-02-22",76.989998
"2013-02-25",75.919998
"2013-02-26",76.080002
"2013-02-27",76.75
"2013-02-28",76.18
"2013-03-01",76.489998
"2013-03-04",76.68
"2013-03-05",77.050003
"2013-03-06",77.199997
"2013-03-07",76.900002
"2013-03-08",77.18
"2013-03-11",77.349998
"2013-03-12",77.169998
"2013-03-13",76.800003
"2013-03-14",77.389999
"2013-03-15",76.339996
"2013-03-18",76.160004
"2013-03-19",77.110001
"2013-03-20",77.580002
"2013-03-21",77.209999
"2013-03-22",77.269997
"2013-03-25",76.68
"2013-03-26",77.400002
"2013-03-27",77.059998
"2013-03-28",77.059998
"2013-04-01",77.699997
"2013-04-02",78.959999
"2013-04-03",78.120003
"2013-04-04",78.540001
"2013-04-05",78.230003
"2013-04-08",78.790001
"2013-04-09",78.260002
"2013-04-10",79.239998
"2013-04-11",79.669998
"2013-04-12",80.080002
"2013-04-15",79.650002
"2013-04-16",80.099998
"2013-04-17",79.059998
"2013-04-18",79.870003
"2013-04-19",81.43
"2013-04-22",81.400002
"2013-04-23",82.540001
"2013-04-24",77.120003
"2013-04-25",76.580002
"2013-04-26",77.099998
"2013-04-29",77.68
"2013-04-30",76.769997
"2013-05-01",76.989998
"2013-05-02",77.760002
"2013-05-03",78.190002
"2013-05-06",77.75
"2013-05-07",77.940002
"2013-05-08",78.440002
"2013-05-09",78.209999
"2013-05-10",78.760002
"2013-05-13",78.589996
"2013-05-14",79.470001
"2013-05-15",80.68
"2013-05-16",80.199997
"2013-05-17",80.019997
"2013-05-20",79.089996
"2013-05-21",78.800003
"2013-05-22",78.82
"2013-05-23",78.699997
"2013-05-24",81.879997
"2013-05-28",80.860001
"2013-05-29",78.900002
"2013-05-30",79.089996
"2013-05-31",76.760002
"2013-06-03",77.660004
"2013-06-04",77.370003
"2013-06-05",76.660004
"2013-06-06",76.82
"2013-06-07",77.75
"2013-06-10",78.07
"2013-06-11",78.120003
"2013-06-12",77.599998
"2013-06-13",78.43
"2013-06-14",78.029999
"2013-06-17",78.959999
"2013-06-18",79.040001
"2013-06-19",77.610001
"2013-06-20",75.25
"2013-06-21",77.43
"2013-06-24",76.580002
"2013-06-25",76.690002
"2013-06-26",77.400002
"2013-06-27",77.669998
"2013-06-28",76.989998
"2013-07-01",78.019997
"2013-07-02",78.440002
"2013-07-03",78.57
"2013-07-05",78.339996
"2013-07-08",78.760002
"2013-07-09",79.57
"2013-07-10",79.800003
"2013-07-11",80.769997
"2013-07-12",81.550003
"2013-07-15",81.510002
"2013-07-16",80.970001
"2013-07-17",80.089996
"2013-07-18",80.300003
"2013-07-19",81.370003
"2013-07-22",81.220001
"2013-07-23",80.949997
"2013-07-24",80.269997
"2013-07-25",80.410004
"2013-07-26",80.389999
"2013-07-29",80.089996
"2013-07-30",80.440002
"2013-07-31",80.300003
"2013-08-01",81.639999
"2013-08-02",81.290001
"2013-08-05",81.400002
"2013-08-06",81.739998
"2013-08-07",81.959999
"2013-08-08",82.169998
"2013-08-09",81.639999
"2013-08-12",81.620003
"2013-08-13",81.660004
"2013-08-14",81.25
"2013-08-15",80.480003
"2013-08-16",79.900002
"2013-08-19",79.589996
"2013-08-20",79.529999
"2013-08-21",79.379997
"2013-08-22",79.769997
"2013-08-23",80.010002
"2013-08-26",78.540001
"2013-08-27",77.970001
"2013-08-28",76.849998
"2013-08-29",77.309998
"2013-08-30",77.889999
"2013-09-03",77.75
"2013-09-04",77.489998
"2013-09-05",77.139999
"2013-09-06",77.150002
"2013-09-09",78.160004
"2013-09-10",77.949997
"2013-09-11",78.269997
"2013-09-12",78.260002
"2013-09-13",79.050003
"2013-09-16",80.160004
"2013-09-17",79.830002
"2013-09-18",80.300003
"2013-09-19",80.120003
"2013-09-20",79.389999
"2013-09-23",79.279999
"2013-09-24",78.620003
"2013-09-25",77.720001
"2013-09-26",78.050003
"2013-09-27",77.209999
"2013-09-30",75.589996
"2013-10-01",76.160004
"2013-10-02",75.93
"2013-10-03",75.839996
"2013-10-04",76.019997
"2013-10-07",75.650002
"2013-10-08",76.330002
"2013-10-09",76.949997
"2013-10-10",77.889999
"2013-10-11",78.480003
"2013-10-14",78.739998
"2013-10-15",77.599998
"2013-10-16",78.339996
"2013-10-17",79.419998
"2013-10-18",79.410004
"2013-10-21",78.970001
"2013-10-22",80.379997
"2013-10-23",80.910004
"2013-10-24",80.610001
"2013-10-25",80
"2013-10-28",81.300003
"2013-10-29",82.459999
"2013-10-30",81.519997
"2013-10-31",80.75
"2013-11-01",81.150002
"2013-11-04",81.330002
"2013-11-05",81.43
"2013-11-06",82.809998
"2013-11-07",82.32
"2013-11-08",82.510002
"2013-11-11",82.260002
"2013-11-12",82.800003
"2013-11-13",83.5
"2013-11-14",84.32
"2013-11-15",84.839996
"2013-11-18",84.57
"2013-11-19",84.339996
"2013-11-20",84.690002
"2013-11-21",84.669998
"2013-11-22",84.949997
"2013-11-25",85.410004
"2013-11-26",84.639999
"2013-11-27",84.279999
"2013-11-29",84.220001
"2013-12-02",83.339996
"2013-12-03",83.830002
"2013-12-04",83.349998
"2013-12-05",82.690002
"2013-12-06",84.519997
"2013-12-09",84.779999
"2013-12-10",83.650002
"2013-12-11",84.019997
"2013-12-12",82.300003
"2013-12-13",82.370003
"2013-12-16",81.690002
"2013-12-17",80.910004
"2013-12-18",82.379997
"2013-12-19",81.900002
"2013-12-20",81.839996
"2013-12-23",81.309998
"2013-12-24",81.309998
"2013-12-26",81.760002
"2013-12-27",82.010002
"2013-12-30",82
"2013-12-31",81.410004
"2014-01-02",80.540001
"2014-01-03",80.449997
"2014-01-06",80.639999
"2014-01-07",81.419998
"2014-01-08",80.239998
"2014-01-09",80.419998
"2014-01-10",80.300003
"2014-01-13",80.010002
"2014-01-14",80.870003
"2014-01-15",80.790001
"2014-01-16",80.559998
"2014-01-17",79.879997
"2014-01-21",80.18
"2014-01-22",79.230003
"2014-01-23",78.239998
"2014-01-24",79.18
"2014-01-27",78.470001
"2014-01-28",79.110001
"2014-01-29",77.639999
"2014-01-30",76.870003
"2014-01-31",76.620003
"2014-02-03",75.699997
"2014-02-04",76.089996
"2014-02-05",76.449997
"2014-02-06",76.900002
"2014-02-07",77.309998
"2014-02-10",78.029999
"2014-02-11",78.839996
"2014-02-12",77.489998
"2014-02-13",77.800003
"2014-02-14",79.400002
"2014-02-18",77.970001
"2014-02-19",78.139999
"2014-02-20",77.919998
"2014-02-21",77.970001
"2014-02-24",77.860001
"2014-02-25",78.120003
"2014-02-26",77.860001
"2014-02-27",78.190002
"2014-02-28",78.660004
"2014-03-03",77.480003
"2014-03-04",78.449997
"2014-03-05",77.82
"2014-03-06",78.059998
"2014-03-07",78.379997
"2014-03-10",78.529999
"2014-03-11",78.949997
"2014-03-12",79.239998
"2014-03-13",79.190002
"2014-03-14",78.980003
"2014-03-17",79.839996
"2014-03-18",79.769997
"2014-03-19",78.779999
"2014-03-20",78.32
"2014-03-21",77.879997
"2014-03-24",79.300003
"2014-03-25",79.809998
"2014-03-26",79.5
"2014-03-27",79.650002
"2014-03-28",79.760002
"2014-03-31",80.599998
"2014-04-01",80.339996
"2014-04-02",80.129997
"2014-04-03",80.099998
"2014-04-04",79.769997
"2014-04-07",80.489998
"2014-04-08",81.349998
"2014-04-09",81.489998
"2014-04-10",81.089996
"2014-04-11",80.760002
"2014-04-14",80.809998
"2014-04-15",80.839996
"2014-04-16",81.650002
"2014-04-17",81.760002
"2014-04-21",81.559998
"2014-04-22",81.25
"2014-04-23",80.360001
"2014-04-24",81.150002
"2014-04-25",81.410004
"2014-04-28",82.940002
"2014-04-29",82.440002
"2014-04-30",82.550003
"2014-05-01",82.339996
"2014-05-02",81.919998
"2014-05-05",81.699997
"2014-05-06",81.129997
"2014-05-07",82.089996
