"Index","QCOM.Close"
"2012-01-18",57.59
"2012-01-19",58
"2012-01-20",57.73
"2012-01-23",58.150002
"2012-01-24",58.68
"2012-01-25",58.990002
"2012-01-26",57.810001
"2012-01-27",57.790001
"2012-01-30",58.630001
"2012-01-31",58.82
"2012-02-01",59.560001
"2012-02-02",60.73
"2012-02-03",61.060001
"2012-02-06",61.07
"2012-02-07",61.549999
"2012-02-08",61.470001
"2012-02-09",61.939999
"2012-02-10",61.73
"2012-02-13",61.740002
"2012-02-14",61.709999
"2012-02-15",61.580002
"2012-02-16",62.27
"2012-02-17",62.52
"2012-02-21",62.779999
"2012-02-22",62.549999
"2012-02-23",63.509998
"2012-02-24",63.439999
"2012-02-27",63.310001
"2012-02-28",62.68
"2012-02-29",62.18
"2012-03-01",62.610001
"2012-03-02",62.43
"2012-03-05",62.110001
"2012-03-06",61.560001
"2012-03-07",62.720001
"2012-03-08",63.32
"2012-03-09",63.93
"2012-03-12",63.849998
"2012-03-13",64.849998
"2012-03-14",65.110001
"2012-03-15",65.209999
"2012-03-16",65.410004
"2012-03-19",66.75
"2012-03-20",66.75
"2012-03-21",66.43
"2012-03-22",66.290001
"2012-03-23",66.68
"2012-03-26",68.589996
"2012-03-27",68.489998
"2012-03-28",68.120003
"2012-03-29",67.93
"2012-03-30",68.059998
"2012-04-02",68.32
"2012-04-03",68.129997
"2012-04-04",67.389999
"2012-04-05",67.190002
"2012-04-09",66.5
"2012-04-10",66.220001
"2012-04-11",66.220001
"2012-04-12",68.330002
"2012-04-13",66.669998
"2012-04-16",66.25
"2012-04-17",67.230003
"2012-04-18",66.989998
"2012-04-19",62.560001
"2012-04-20",62.25
"2012-04-23",61.560001
"2012-04-24",61.860001
"2012-04-25",63.259998
"2012-04-26",63.91
"2012-04-27",64.18
"2012-04-30",63.830002
"2012-05-01",63.639999
"2012-05-02",64.239998
"2012-05-03",63.549999
"2012-05-04",61.91
"2012-05-07",61.919998
"2012-05-08",62.669998
"2012-05-09",62.009998
"2012-05-10",62.48
"2012-05-11",61.860001
"2012-05-14",61.459999
"2012-05-15",61.439999
"2012-05-16",59.110001
"2012-05-17",57.16
"2012-05-18",55.98
"2012-05-21",57.220001
"2012-05-22",57.93
"2012-05-23",58.139999
"2012-05-24",57.150002
"2012-05-25",57.32
"2012-05-29",58.389999
"2012-05-30",57.450001
"2012-05-31",57.310001
"2012-06-01",55.119999
"2012-06-04",55.849998
"2012-06-05",57.18
"2012-06-06",58.400002
"2012-06-07",58
"2012-06-08",58.759998
"2012-06-11",57.790001
"2012-06-12",59.400002
"2012-06-13",58.939999
"2012-06-14",56.790001
"2012-06-15",56.5
"2012-06-18",56.77
"2012-06-19",57.02
"2012-06-20",57
"2012-06-21",55.130001
"2012-06-22",55.639999
"2012-06-25",53.560001
"2012-06-26",53.919998
"2012-06-27",54.91
"2012-06-28",54.299999
"2012-06-29",55.68
"2012-07-02",55.669998
"2012-07-03",56.259998
"2012-07-05",56.25
"2012-07-06",55.310001
"2012-07-09",55.32
"2012-07-10",55.169998
"2012-07-11",54.369999
"2012-07-12",53.73
"2012-07-13",54.98
"2012-07-16",54.360001
"2012-07-17",54.459999
"2012-07-18",56.049999
"2012-07-19",58.439999
"2012-07-20",57.68
"2012-07-23",57.32
"2012-07-24",56.790001
"2012-07-25",57.279999
"2012-07-26",58.209999
"2012-07-27",59.34
"2012-07-30",59.150002
"2012-07-31",59.68
"2012-08-01",59.52
"2012-08-02",58.880001
"2012-08-03",60.240002
"2012-08-06",60.130001
"2012-08-07",61.34
"2012-08-08",61.450001
"2012-08-09",62
"2012-08-10",61.98
"2012-08-13",62.099998
"2012-08-14",62.389999
"2012-08-15",62.52
"2012-08-16",62.57
"2012-08-17",63.290001
"2012-08-20",62.799999
"2012-08-21",62.080002
"2012-08-22",62.169998
"2012-08-23",62.040001
"2012-08-24",62.43
"2012-08-27",62.369999
"2012-08-28",62.009998
"2012-08-29",62.110001
"2012-08-30",61.200001
"2012-08-31",61.459999
"2012-09-04",60.810001
"2012-09-05",60.68
"2012-09-06",62.619999
"2012-09-07",61.93
"2012-09-10",61.290001
"2012-09-11",61.849998
"2012-09-12",62.439999
"2012-09-13",63.849998
"2012-09-14",64.879997
"2012-09-17",64.809998
"2012-09-18",65.080002
"2012-09-19",65.080002
"2012-09-20",64.349998
"2012-09-21",64.269997
"2012-09-24",63.669998
"2012-09-25",62.73
"2012-09-26",62.32
"2012-09-27",63.490002
"2012-09-28",62.470001
"2012-10-01",61.91
"2012-10-02",61.790001
"2012-10-03",62.07
"2012-10-04",62.650002
"2012-10-05",62.639999
"2012-10-08",61.400002
"2012-10-09",60.389999
"2012-10-10",59.779999
"2012-10-11",59.209999
"2012-10-12",58.889999
"2012-10-15",59.290001
"2012-10-16",60.360001
"2012-10-17",60.98
"2012-10-18",59.959999
"2012-10-19",58.75
"2012-10-22",58.68
"2012-10-23",58.310001
"2012-10-24",57.630001
"2012-10-25",57.43
"2012-10-26",59.040001
"2012-10-31",58.610001
"2012-11-01",59.73
"2012-11-02",59.299999
"2012-11-05",60.43
"2012-11-06",60.369999
"2012-11-07",58.119999
"2012-11-08",60.669998
"2012-11-09",61.619999
"2012-11-12",61.619999
"2012-11-13",62.130001
"2012-11-14",61.73
"2012-11-15",61.279999
"2012-11-16",61.93
"2012-11-19",62.09
"2012-11-20",62.139999
"2012-11-21",62.139999
"2012-11-23",63.130001
"2012-11-26",62.490002
"2012-11-27",62.259998
"2012-11-28",62.650002
"2012-11-29",63.349998
"2012-11-30",63.619999
"2012-12-03",63.369999
"2012-12-04",63.470001
"2012-12-05",63.630001
"2012-12-06",64.199997
"2012-12-07",63.860001
"2012-12-10",63.93
"2012-12-11",64.349998
"2012-12-12",63.490002
"2012-12-13",62.759998
"2012-12-14",59.830002
"2012-12-17",62.040001
"2012-12-18",63.360001
"2012-12-19",62.549999
"2012-12-20",62.860001
"2012-12-21",61.610001
"2012-12-24",61.900002
"2012-12-26",61.59
"2012-12-27",61.509998
"2012-12-28",60.639999
"2012-12-31",61.860001
"2013-01-02",64.75
"2013-01-03",64.449997
"2013-01-04",63.5
"2013-01-07",64.010002
"2013-01-08",63.91
"2013-01-09",64.879997
"2013-01-10",64.779999
"2013-01-11",64.900002
"2013-01-14",64.239998
"2013-01-15",64.440002
"2013-01-16",64.790001
"2013-01-17",65.139999
"2013-01-18",64.68
"2013-01-22",64.68
"2013-01-23",64.889999
"2013-01-24",64.400002
"2013-01-25",63.66
"2013-01-28",63.669998
"2013-01-29",63.450001
"2013-01-30",63.529999
"2013-01-31",66.019997
"2013-02-01",66.730003
"2013-02-04",65.639999
"2013-02-05",66.949997
"2013-02-06",67.18
"2013-02-07",66.540001
"2013-02-08",66.949997
"2013-02-11",67.18
"2013-02-12",65.889999
"2013-02-13",65.449997
"2013-02-14",65.529999
"2013-02-15",65.43
"2013-02-19",65.669998
"2013-02-20",65.269997
"2013-02-21",64.82
"2013-02-22",64.940002
"2013-02-25",64.800003
"2013-02-26",65.269997
"2013-02-27",65.639999
"2013-02-28",65.639999
"2013-03-01",66.300003
"2013-03-04",66.629997
"2013-03-05",67.970001
"2013-03-06",66.669998
"2013-03-07",66.790001
"2013-03-08",66.650002
"2013-03-11",66.699997
"2013-03-12",67.040001
"2013-03-13",66.75
"2013-03-14",66.57
"2013-03-15",64.970001
"2013-03-18",64.559998
"2013-03-19",64.720001
"2013-03-20",65.739998
"2013-03-21",65.349998
"2013-03-22",65.919998
"2013-03-25",65.669998
"2013-03-26",66.620003
"2013-03-27",66.68
"2013-03-28",66.940002
"2013-04-01",66
"2013-04-02",66.25
"2013-04-03",65.970001
"2013-04-04",65.809998
"2013-04-05",65.160004
"2013-04-08",65.860001
"2013-04-09",65.959999
"2013-04-10",67.290001
"2013-04-11",67.029999
"2013-04-12",66.68
"2013-04-15",65.489998
"2013-04-16",65.809998
"2013-04-17",64.230003
"2013-04-18",63.639999
"2013-04-19",63.93
"2013-04-22",64.580002
"2013-04-23",65.349998
"2013-04-24",66
"2013-04-25",62.439999
"2013-04-26",61.52
"2013-04-29",61.610001
"2013-04-30",61.599998
"2013-05-01",61.919998
"2013-05-02",62.889999
"2013-05-03",63.77
"2013-05-06",63.860001
"2013-05-07",63.970001
"2013-05-08",64.120003
"2013-05-09",64.110001
"2013-05-10",64.639999
"2013-05-13",64.82
"2013-05-14",65.32
"2013-05-15",65.540001
"2013-05-16",65.639999
"2013-05-17",66.610001
"2013-05-20",66.099998
"2013-05-21",65.760002
"2013-05-22",65.230003
"2013-05-23",63.91
"2013-05-24",64.260002
"2013-05-28",64.07
"2013-05-29",64.110001
"2013-05-30",64.18
"2013-05-31",63.48
"2013-06-03",63.23
"2013-06-04",63.709999
"2013-06-05",63.150002
"2013-06-06",62.970001
"2013-06-07",62.099998
"2013-06-10",62.029999
"2013-06-11",61.66
"2013-06-12",61.110001
"2013-06-13",61.959999
"2013-06-14",61.380001
"2013-06-17",62.07
"2013-06-18",62.380001
"2013-06-19",61.91
"2013-06-20",60.919998
"2013-06-21",60.669998
"2013-06-24",59.880001
"2013-06-25",61.810001
"2013-06-26",61.27
"2013-06-27",61.080002
"2013-06-28",61.09
"2013-07-01",60.959999
"2013-07-02",60.919998
"2013-07-03",60.91
"2013-07-05",60.950001
"2013-07-08",59.990002
"2013-07-09",59.389999
"2013-07-10",60.439999
"2013-07-11",61.299999
"2013-07-12",62.02
"2013-07-15",61.279999
"2013-07-16",61.849998
"2013-07-17",62.650002
"2013-07-18",61.119999
"2013-07-19",61.459999
"2013-07-22",62.209999
"2013-07-23",62.299999
"2013-07-24",61.389999
"2013-07-25",63.419998
"2013-07-26",64.610001
"2013-07-29",64.239998
"2013-07-30",64.510002
"2013-07-31",64.559998
"2013-08-01",65.269997
"2013-08-02",66.75
"2013-08-05",66.25
"2013-08-06",65.589996
"2013-08-07",65.209999
"2013-08-08",66.349998
"2013-08-09",66.269997
"2013-08-12",66.459999
"2013-08-13",67.25
"2013-08-14",66.959999
"2013-08-15",66.949997
"2013-08-16",66.900002
"2013-08-19",66.330002
"2013-08-20",66.709999
"2013-08-21",66.57
"2013-08-22",67.129997
"2013-08-23",67.150002
"2013-08-26",66.949997
"2013-08-27",66.019997
"2013-08-28",66.559998
"2013-08-29",66.709999
"2013-08-30",66.279999
"2013-09-03",66.75
"2013-09-04",67.279999
"2013-09-05",67.830002
"2013-09-06",68.019997
"2013-09-09",69.300003
"2013-09-10",70.089996
"2013-09-11",68.089996
"2013-09-12",68.809998
"2013-09-13",68.580002
"2013-09-16",68.089996
"2013-09-17",69.419998
"2013-09-18",69.639999
"2013-09-19",69.459999
"2013-09-20",69.059998
"2013-09-23",68.980003
"2013-09-24",68.510002
"2013-09-25",68.75
"2013-09-26",68.870003
"2013-09-27",67.379997
"2013-09-30",67.32
"2013-10-01",67.489998
"2013-10-02",67.68
"2013-10-03",67.110001
"2013-10-04",68.019997
"2013-10-07",67.190002
"2013-10-08",66.349998
"2013-10-09",65.709999
"2013-10-10",66.839996
"2013-10-11",67.550003
"2013-10-14",67.75
"2013-10-15",68.169998
"2013-10-16",68.870003
"2013-10-17",68.699997
"2013-10-18",68.400002
"2013-10-21",68.769997
"2013-10-22",68.919998
"2013-10-23",67.040001
"2013-10-24",66.940002
"2013-10-25",68.269997
"2013-10-28",68.540001
"2013-10-29",68.93
"2013-10-30",69.040001
"2013-10-31",69.489998
"2013-11-01",69.900002
"2013-11-04",69.57
"2013-11-05",69.010002
"2013-11-06",69.739998
"2013-11-07",67.089996
"2013-11-08",67.449997
"2013-11-11",67.620003
"2013-11-12",68.510002
"2013-11-13",70.029999
"2013-11-14",71.220001
"2013-11-15",72.169998
"2013-11-18",71.940002
"2013-11-19",71.839996
"2013-11-20",71.029999
"2013-11-21",71.709999
"2013-11-22",72.959999
"2013-11-25",72.489998
"2013-11-26",73.650002
"2013-11-27",73.559998
"2013-11-29",73.580002
"2013-12-02",73.440002
"2013-12-03",73.309998
"2013-12-04",73.18
"2013-12-05",73.230003
"2013-12-06",73.760002
"2013-12-09",73.370003
"2013-12-10",73.379997
"2013-12-11",73.010002
"2013-12-12",72.730003
"2013-12-13",72.580002
"2013-12-16",72.790001
"2013-12-17",72.919998
"2013-12-18",73.18
"2013-12-19",72.43
"2013-12-20",72.910004
"2013-12-23",72.839996
"2013-12-24",73.040001
"2013-12-26",73.480003
"2013-12-27",73.800003
"2013-12-30",73.57
"2013-12-31",74.25
"2014-01-02",73.32
"2014-01-03",72.889999
"2014-01-06",72.699997
"2014-01-07",73.239998
"2014-01-08",73.68
"2014-01-09",73.910004
"2014-01-10",73.870003
"2014-01-13",73.220001
"2014-01-14",73.389999
"2014-01-15",74.510002
"2014-01-16",74.720001
"2014-01-17",74.730003
"2014-01-21",75.459999
"2014-01-22",75.779999
"2014-01-23",75.870003
"2014-01-24",74.080002
"2014-01-27",73.199997
"2014-01-28",71.989998
"2014-01-29",71.120003
"2014-01-30",73.260002
"2014-01-31",74.220001
"2014-02-03",73.32
"2014-02-04",72.510002
"2014-02-05",72.370003
"2014-02-06",73.239998
"2014-02-07",74.410004
"2014-02-10",74.690002
"2014-02-11",75.620003
"2014-02-12",76.419998
"2014-02-13",76.440002
"2014-02-14",76.279999
"2014-02-18",75.599998
"2014-02-19",75.769997
"2014-02-20",75.949997
"2014-02-21",75.610001
"2014-02-24",75.43
"2014-02-25",74.910004
"2014-02-26",75.050003
"2014-02-27",75.190002
"2014-02-28",75.290001
"2014-03-03",73.629997
"2014-03-04",76.110001
"2014-03-05",76.669998
"2014-03-06",77
"2014-03-07",76.790001
"2014-03-10",77.07
"2014-03-11",76.709999
"2014-03-12",76.970001
"2014-03-13",75.629997
"2014-03-14",74.739998
"2014-03-17",77.019997
"2014-03-18",77.449997
"2014-03-19",76.809998
"2014-03-20",78.099998
"2014-03-21",78.190002
"2014-03-24",77.739998
"2014-03-25",78.559998
"2014-03-26",78.309998
"2014-03-27",79.050003
"2014-03-28",79.279999
"2014-03-31",78.860001
"2014-04-01",80.099998
"2014-04-02",80.139999
"2014-04-03",80.550003
"2014-04-04",78.529999
"2014-04-07",78.080002
"2014-04-08",78.889999
"2014-04-09",79.93
"2014-04-10",78.07
"2014-04-11",78.010002
"2014-04-14",79.139999
"2014-04-15",79.489998
"2014-04-16",80.18
"2014-04-17",81.32
"2014-04-21",80.93
"2014-04-22",80.610001
"2014-04-23",80.709999
"2014-04-24",77.870003
"2014-04-25",77.610001
"2014-04-28",78.050003
"2014-04-29",78.519997
"2014-04-30",78.709999
"2014-05-01",78.989998
"2014-05-02",78.989998
"2014-05-05",79.559998
"2014-05-06",79.309998
"2014-05-07",79.330002
"2014-05-08",79.5
"2014-05-09",79.5
"2014-05-12",79.970001
"2014-05-13",80.370003
"2014-05-14",80.410004
