"Index","NDX.Close"
"2010-04-22",2045.160034
"2010-04-23",2055.330078
"2010-04-26",2049.090088
"2010-04-27",2006.25
"2010-04-28",2007.589966
"2010-04-29",2042.890015
"2010-04-30",2000.630005
"2010-05-03",2031.599976
"2010-05-04",1968.969971
"2010-05-05",1958.26001
"2010-05-06",1893.75
"2010-05-07",1849.439941
"2010-05-10",1942.609985
"2010-05-11",1940.47998
"2010-05-12",1975.579956
"2010-05-13",1945.52002
"2010-05-14",1907.099976
"2010-05-17",1915.449951
"2010-05-18",1887.060059
"2010-05-19",1873.420044
"2010-05-20",1800.119995
"2010-05-21",1822.77002
"2010-05-24",1815.280029
"2010-05-25",1815.680054
"2010-05-26",1796.469971
"2010-05-27",1862.709961
"2010-05-28",1852.390015
"2010-06-01",1835.040039
"2010-06-02",1879.589966
"2010-06-03",1895.660034
"2010-06-04",1832.040039
"2010-06-07",1798.160034
"2010-06-08",1795.699951
"2010-06-09",1778.920044
"2010-06-10",1830.089966
"2010-06-11",1847.150024
"2010-06-14",1845.47998
"2010-06-15",1897.47998
"2010-06-16",1905.310059
"2010-06-17",1910.650024
"2010-06-18",1913.47998
"2010-06-21",1895.839966
"2010-06-22",1880.540039
"2010-06-23",1874.420044
"2010-06-24",1844.589966
"2010-06-25",1838.52002
"2010-06-28",1836
"2010-06-29",1764.060059
"2010-06-30",1739.140015
"2010-07-01",1734.410034
"2010-07-02",1728.339966
"2010-07-06",1734.680054
"2010-07-07",1789.719971
"2010-07-08",1798.310059
"2010-07-09",1814.790039
"2010-07-12",1821.030029
"2010-07-13",1845.030029
"2010-07-14",1853.410034
"2010-07-15",1856.23999
"2010-07-16",1803.47998
"2010-07-19",1819.280029
"2010-07-20",1840.670044
"2010-07-21",1817.300049
"2010-07-22",1863.099976
"2010-07-23",1875.380005
"2010-07-26",1890.400024
"2010-07-27",1888.810059
"2010-07-28",1872.619995
"2010-07-29",1860.300049
"2010-07-30",1864
"2010-08-02",1898.98999
"2010-08-03",1891.810059
"2010-08-04",1909.199951
"2010-08-05",1904.949951
"2010-08-06",1902.880005
"2010-08-09",1915.170044
"2010-08-10",1899.23999
"2010-08-11",1845.380005
"2010-08-12",1832.170044
"2010-08-13",1818.800049
"2010-08-16",1821.51001
"2010-08-17",1845.369995
"2010-08-18",1850.800049
"2010-08-19",1823
"2010-08-20",1825.75
"2010-08-23",1808.310059
"2010-08-24",1775.27002
"2010-08-25",1790.880005
"2010-08-26",1769.02002
"2010-08-27",1791.640015
"2010-08-30",1772.069946
"2010-08-31",1767.430054
"2010-09-01",1820.050049
"2010-09-02",1840.579956
"2010-09-03",1870.310059
"2010-09-07",1856.5
"2010-09-08",1880
"2010-09-09",1886.140015
"2010-09-10",1892.339966
"2010-09-13",1921.670044
"2010-09-14",1928.589966
"2010-09-15",1939.599976
"2010-09-16",1948.109985
"2010-09-17",1955.829956
"2010-09-20",1989.430054
"2010-09-21",1989.109985
"2010-09-22",1982.76001
"2010-09-23",1982.150024
"2010-09-24",2023.839966
"2010-09-27",2010.98999
"2010-09-28",2012.430054
"2010-09-29",2009.079956
"2010-09-30",1998.040039
"2010-10-01",1996.599976
"2010-10-04",1975.329956
"2010-10-05",2024.630005
"2010-10-06",2006.52002
"2010-10-07",2011.630005
"2010-10-08",2027.030029
"2010-10-11",2026.97998
"2010-10-12",2041.550049
"2010-10-13",2057.25
"2010-10-14",2054.51001
"2010-10-15",2097.72998
"2010-10-18",2104.149902
"2010-10-19",2069.72998
"2010-10-20",2085.75
"2010-10-21",2090.100098
"2010-10-22",2104.209961
"2010-10-25",2113.550049
"2010-10-26",2119.050049
"2010-10-27",2125.879883
"2010-10-28",2129.72998
"2010-10-29",2124.449951
"2010-11-01",2128.419922
"2010-11-02",2151.719971
"2010-11-03",2158.360107
"2010-11-04",2187.800049
"2010-11-05",2186.709961
"2010-11-08",2188.939941
"2010-11-09",2176.879883
"2010-11-10",2187.73999
"2010-11-11",2173.110107
"2010-11-12",2137.949951
"2010-11-15",2131.47998
"2010-11-16",2093.629883
"2010-11-17",2100
"2010-11-18",2134.77002
"2010-11-19",2135.27002
"2010-11-22",2150.860107
"2010-11-23",2116.610107
"2010-11-24",2160.52002
"2010-11-26",2153.909912
"2010-11-29",2144.560059
"2010-11-30",2117.330078
"2010-12-01",2162.830078
"2010-12-02",2185.300049
"2010-12-03",2191.169922
"2010-12-06",2189.810059
"2010-12-07",2189.350098
"2010-12-08",2200.600098
"2010-12-09",2201.570068
"2010-12-10",2215.340088
"2010-12-13",2207.449951
"2010-12-14",2212.590088
"2010-12-15",2202.449951
"2010-12-16",2218.02002
"2010-12-17",2218.290039
"2010-12-20",2223.040039
"2010-12-21",2234.570068
"2010-12-22",2235.909912
"2010-12-23",2230.27002
"2010-12-27",2229.860107
"2010-12-28",2227.419922
"2010-12-29",2231.639893
"2010-12-30",2225.719971
"2010-12-31",2217.860107
"2011-01-03",2254.22998
"2011-01-04",2251.459961
"2011-01-05",2270.399902
"2011-01-06",2277.51001
"2011-01-07",2276.699951
"2011-01-10",2284.379883
"2011-01-11",2288.72998
"2011-01-12",2304.879883
"2011-01-13",2305.530029
"2011-01-14",2323.429932
"2011-01-18",2328.790039
"2011-01-19",2303.320068
"2011-01-20",2286.080078
"2011-01-21",2268.320068
"2011-01-24",2300.389893
"2011-01-25",2304.030029
"2011-01-26",2314.189941
"2011-01-27",2330.070068
"2011-01-28",2270.51001
"2011-01-31",2281.909912
"2011-02-01",2324.949951
"2011-02-02",2321.090088
"2011-02-03",2323.070068
"2011-02-04",2338.199951
"2011-02-07",2349.199951
"2011-02-08",2363.610107
"2011-02-09",2360.949951
"2011-02-10",2364.350098
"2011-02-11",2379.149902
"2011-02-14",2385.600098
"2011-02-15",2381.919922
"2011-02-16",2397.939941
"2011-02-17",2397.570068
"2011-02-18",2392.469971
"2011-02-22",2322.860107
"2011-02-23",2300.939941
"2011-02-24",2313.310059
"2011-02-25",2346.290039
"2011-02-28",2350.98999
"2011-03-01",2315.26001
"2011-03-02",2326.77002
"2011-03-03",2371.76001
"2011-03-04",2359.959961
"2011-03-07",2328.070068
"2011-03-08",2337.550049
"2011-03-09",2322.689941
"2011-03-10",2284.290039
"2011-03-11",2299.26001
"2011-03-14",2290.719971
"2011-03-15",2259.620117
"2011-03-16",2202.969971
"2011-03-17",2225.23999
"2011-03-18",2221.070068
"2011-03-21",2262.699951
"2011-03-22",2257.959961
"2011-03-23",2270.5
"2011-03-24",2312.090088
"2011-03-25",2316.360107
"2011-03-28",2303.100098
"2011-03-29",2325.540039
"2011-03-30",2336.52002
"2011-03-31",2338.98999
"2011-04-01",2342.919922
"2011-04-04",2334.540039
"2011-04-05",2327.870117
"2011-04-06",2332.340088
"2011-04-07",2332.879883
"2011-04-08",2321.179932
"2011-04-11",2314.5
"2011-04-12",2298.300049
"2011-04-13",2316.629883
"2011-04-14",2311.25
"2011-04-15",2307.580078
"2011-04-18",2292.340088
"2011-04-19",2306.77002
"2011-04-20",2357.76001
"2011-04-21",2377.300049
"2011-04-25",2383.719971
"2011-04-26",2396.030029
"2011-04-27",2413.590088
"2011-04-28",2409.899902
"2011-04-29",2404.080078
"2011-05-02",2404.23999
"2011-05-03",2392.800049
"2011-05-04",2387.51001
"2011-05-05",2375.209961
"2011-05-06",2383.179932
"2011-05-09",2390.969971
"2011-05-10",2411.350098
"2011-05-11",2393.080078
"2011-05-12",2407.889893
"2011-05-13",2379.23999
"2011-05-16",2337.850098
"2011-05-17",2343.51001
"2011-05-18",2362.949951
"2011-05-19",2369.669922
"2011-05-20",2351.429932
"2011-05-23",2316.780029
"2011-05-24",2303.550049
"2011-05-25",2310.949951
"2011-05-26",2325.929932
"2011-05-27",2336.090088
"2011-05-31",2372.540039
"2011-06-01",2322.47998
"2011-06-02",2326.699951
"2011-06-03",2292.310059
"2011-06-06",2274.47998
"2011-06-07",2268.959961
"2011-06-08",2252.889893
"2011-06-09",2256.649902
"2011-06-10",2221.090088
"2011-06-13",2222.280029
"2011-06-14",2250.340088
"2011-06-15",2209.01001
"2011-06-16",2199.929932
"2011-06-17",2192.959961
"2011-06-20",2204.360107
"2011-06-21",2251.820068
"2011-06-22",2235.75
"2011-06-23",2255.050049
"2011-06-24",2217.060059
"2011-06-27",2252.23999
"2011-06-28",2285.75
"2011-06-29",2294.429932
"2011-06-30",2325.070068
"2011-07-01",2361.389893
"2011-07-05",2371.209961
"2011-07-06",2378.580078
"2011-07-07",2412.889893
"2011-07-08",2405.889893
"2011-07-11",2362
"2011-07-12",2343.790039
"2011-07-13",2352.429932
"2011-07-14",2325.060059
"2011-07-15",2356.669922
"2011-07-18",2344.01001
"2011-07-19",2398.169922
"2011-07-20",2387.800049
"2011-07-21",2404.23999
"2011-07-22",2429.5
"2011-07-25",2424.149902
"2011-07-26",2429.449951
"2011-07-27",2367.159912
"2011-07-28",2371.77002
"2011-07-29",2362.810059
"2011-08-01",2354.050049
"2011-08-02",2292.850098
"2011-08-03",2312.780029
"2011-08-04",2207.199951
"2011-08-05",2194.379883
"2011-08-08",2060.290039
"2011-08-09",2160.790039
"2011-08-10",2073.090088
"2011-08-11",2167.070068
"2011-08-12",2182.050049
"2011-08-15",2214.120117
"2011-08-16",2194.27002
"2011-08-17",2181.620117
"2011-08-18",2073.030029
"2011-08-19",2038.219971
"2011-08-22",2044.72998
"2011-08-23",2129.27002
"2011-08-24",2145.040039
"2011-08-25",2108.209961
"2011-08-26",2161.969971
"2011-08-29",2223.959961
"2011-08-30",2237.689941
"2011-08-31",2241.01001
"2011-09-01",2219.050049
"2011-09-02",2167.830078
"2011-09-06",2167.600098
"2011-09-07",2223.75
"2011-09-08",2214.290039
"2011-09-09",2163.659912
"2011-09-12",2191.840088
"2011-09-13",2220.580078
"2011-09-14",2252.75
"2011-09-15",2286.560059
"2011-09-16",2306.090088
"2011-09-19",2308.76001
"2011-09-20",2295.889893
"2011-09-21",2258.300049
"2011-09-22",2184.590088
"2011-09-23",2206.860107
"2011-09-26",2234.280029
"2011-09-27",2253.550049
"2011-09-28",2220.840088
"2011-09-29",2197.679932
"2011-09-30",2139.179932
"2011-10-03",2085.040039
"2011-10-04",2129.209961
"2011-10-05",2182.77002
"2011-10-06",2217.98999
"2011-10-07",2202.76001
"2011-10-10",2278.649902
"2011-10-11",2294.919922
"2011-10-12",2307.179932
"2011-10-13",2326.879883
"2011-10-14",2371.939941
"2011-10-17",2334.379883
"2011-10-18",2364.870117
"2011-10-19",2316.810059
"2011-10-20",2306.290039
"2011-10-21",2335.929932
"2011-10-24",2384.419922
"2011-10-25",2335.870117
"2011-10-26",2334.790039
"2011-10-27",2399.830078
"2011-10-28",2401.290039
"2011-10-31",2360.080078
"2011-11-01",2298.370117
"2011-11-02",2318.320068
"2011-11-03",2367.709961
"2011-11-04",2356.320068
"2011-11-07",2371.040039
"2011-11-08",2400.01001
"2011-11-09",2314.100098
"2011-11-10",2312.070068
"2011-11-11",2355.780029
"2011-11-14",2341.320068
"2011-11-15",2366.23999
"2011-11-16",2324.370117
"2011-11-17",2272.090088
"2011-11-18",2253.949951
"2011-11-21",2211.139893
"2011-11-22",2216.330078
"2011-11-23",2166.540039
"2011-11-25",2150.879883
"2011-11-28",2224.219971
"2011-11-29",2211.389893
"2011-11-30",2295.199951
"2011-12-01",2309.199951
"2011-12-02",2302.040039
"2011-12-05",2326.949951
"2011-12-06",2321.48999
"2011-12-07",2320.540039
"2011-12-08",2282.590088
"2011-12-09",2318.679932
"2011-12-12",2292.23999
"2011-12-13",2268.370117
"2011-12-14",2233.030029
"2011-12-15",2226.709961
"2011-12-16",2238.179932
"2011-12-19",2215.27002
"2011-12-20",2281.939941
"2011-12-21",2249.030029
"2011-12-22",2266.77002
"2011-12-23",2287.570068
"2011-12-27",2293.120117
"2011-12-28",2267.080078
"2011-12-29",2285.070068
"2011-12-30",2277.830078
"2012-01-03",2321.959961
"2012-01-04",2329.709961
"2012-01-05",2348.97998
"2012-01-06",2356.169922
"2012-01-09",2350.649902
"2012-01-10",2367.379883
"2012-01-11",2372.25
"2012-01-12",2381.98999
"2012-01-13",2371.97998
"2012-01-17",2393.23999
"2012-01-18",2425.959961
"2012-01-19",2441.699951
"2012-01-20",2437.02002
"2012-01-23",2437.219971
"2012-01-24",2433.959961
"2012-01-25",2465.659912
"2012-01-26",2454.629883
"2012-01-27",2461.77002
"2012-01-30",2465.320068
"2012-01-31",2467.949951
"2012-02-01",2488.179932
"2012-02-02",2495.830078
"2012-02-03",2529.169922
"2012-02-06",2528.300049
"2012-02-07",2532.060059
"2012-02-08",2545.719971
"2012-02-09",2563.929932
"2012-02-10",2547.320068
"2012-02-13",2569.48999
"2012-02-14",2575.23999
"2012-02-15",2556.01001
"2012-02-16",2592.290039
"2012-02-17",2584.23999
"2012-02-21",2590.23999
"2012-02-22",2579.780029
"2012-02-23",2594.929932
"2012-02-24",2604.209961
"2012-02-27",2606.76001
"2012-02-28",2633.459961
"2012-02-29",2623.100098
"2012-03-01",2643.540039
"2012-03-02",2641.580078
"2012-03-05",2614.919922
"2012-03-06",2588.949951
"2012-03-07",2607.850098
"2012-03-08",2637.179932
"2012-03-09",2646.850098
"2012-03-12",2646.850098
"2012-03-13",2697.429932
"2012-03-14",2708.409912
"2012-03-15",2714.790039
"2012-03-16",2712.780029
"2012-03-19",2733.26001
"2012-03-20",2737.629883
"2012-03-21",2736.879883
"2012-03-22",2731.5
"2012-03-23",2728.550049
"2012-03-26",2778.02002
"2012-03-27",2782.120117
"2012-03-28",2770.969971
"2012-03-29",2762.050049
"2012-03-30",2755.27002
"2012-04-02",2784.419922
"2012-04-03",2782.780029
"2012-04-04",2745
"2012-04-05",2762.5
"2012-04-09",2739.97998
"2012-04-10",2695.120117
"2012-04-11",2708.129883
"2012-04-12",2740.26001
"2012-04-13",2698.98999
"2012-04-16",2670.100098
"2012-04-17",2723.580078
"2012-04-18",2716.139893
"2012-04-19",2686.820068
"2012-04-20",2676.040039
"2012-04-23",2653.5
"2012-04-24",2638.72998
"2012-04-25",2709.620117
"2012-04-26",2725.22998
"2012-04-27",2741.340088
"2012-04-30",2723.679932
"2012-05-01",2726.919922
"2012-05-02",2734.77002
"2012-05-03",2704.590088
"2012-05-04",2637.919922
"2012-05-07",2639.280029
"2012-05-08",2629.870117
"2012-05-09",2621.350098
"2012-05-10",2616.23999
"2012-05-11",2615.97998
"2012-05-14",2590.280029
"2012-05-15",2580.75
"2012-05-16",2561.560059
"2012-05-17",2509.050049
"2012-05-18",2478.530029
"2012-05-21",2545.429932
"2012-05-22",2539.199951
"2012-05-23",2547.080078
"2012-05-24",2531.350098
"2012-05-25",2527.050049
"2012-05-29",2558.969971
"2012-05-30",2537.399902
"2012-05-31",2524.870117
"2012-06-01",2458.830078
"2012-06-04",2478.129883
"2012-06-05",2487.5
"2012-06-06",2546.320068
"2012-06-07",2535.409912
"2012-06-08",2559.209961
"2012-06-11",2517.179932
"2012-06-12",2546.199951
"2012-06-13",2527.439941
"2012-06-14",2539.969971
"2012-06-15",2571.22998
"2012-06-18",2592.52002
"2012-06-19",2620.830078
"2012-06-20",2623.330078
"2012-06-21",2556.959961
"2012-06-22",2585.530029
"2012-06-25",2533.540039
"2012-06-26",2549.840088
"2012-06-27",2565.530029
"2012-06-28",2536.649902
"2012-06-29",2615.719971
"2012-07-02",2625.030029
"2012-07-03",2645.840088
"2012-07-05",2647.469971
"2012-07-06",2612.290039
"2012-07-09",2610.310059
"2012-07-10",2585.52002
"2012-07-11",2570.98999
"2012-07-12",2545.300049
"2012-07-13",2584.969971
"2012-07-16",2577.050049
"2012-07-17",2591.649902
"2012-07-18",2625.870117
"2012-07-19",2655.810059
"2012-07-20",2618.040039
"2012-07-23",2589.929932
"2012-07-24",2567.459961
"2012-07-25",2549.199951
"2012-07-26",2584.850098
"2012-07-27",2647.030029
"2012-07-30",2642.120117
"2012-07-31",2642.530029
"2012-08-01",2635.129883
"2012-08-02",2625.52002
"2012-08-03",2676
"2012-08-06",2694.090088
"2012-08-07",2717.159912
"2012-08-08",2714.02002
"2012-08-09",2719.610107
"2012-08-10",2722.959961
"2012-08-13",2728.679932
"2012-08-14",2727.790039
"2012-08-15",2735.469971
"2012-08-16",2768.090088
"2012-08-17",2780.300049
"2012-08-20",2784.330078
"2012-08-21",2772.199951
"2012-08-22",2783.419922
"2012-08-23",2762.02002
"2012-08-24",2778.050049
"2012-08-27",2782.550049
"2012-08-28",2782.689941
"2012-08-29",2784
"2012-08-30",2753.73999
"2012-08-31",2772.23999
"2012-09-04",2772.030029
"2012-09-05",2766.949951
"2012-09-06",2829.709961
"2012-09-07",2825.110107
"2012-09-10",2788.350098
"2012-09-11",2784.889893
"2012-09-12",2791.679932
"2012-09-13",2831.350098
"2012-09-14",2855.22998
"2012-09-17",2856.439941
"2012-09-18",2857.379883
"2012-09-19",2864.030029
"2012-09-20",2861.699951
"2012-09-21",2861.639893
"2012-09-24",2843.97998
"2012-09-25",2804.530029
"2012-09-26",2781.629883
"2012-09-27",2821.600098
"2012-09-28",2799.189941
"2012-10-01",2794.280029
"2012-10-02",2799.290039
"2012-10-03",2818.840088
"2012-10-04",2828.600098
"2012-10-05",2811.939941
"2012-10-08",2786.919922
"2012-10-09",2741.919922
"2012-10-10",2728.540039
"2012-10-11",2719.209961
"2012-10-12",2720.139893
"2012-10-15",2739.870117
"2012-10-16",2778.379883
"2012-10-17",2775.620117
"2012-10-18",2744.169922
"2012-10-19",2678.320068
"2012-10-22",2694.560059
"2012-10-23",2666.02002
"2012-10-24",2655.550049
"2012-10-25",2657.659912
"2012-10-26",2665.830078
"2012-10-31",2647.919922
"2012-11-01",2687.52002
"2012-11-02",2656.280029
"2012-11-05",2672.909912
"2012-11-06",2681.050049
"2012-11-07",2612.689941
"2012-11-08",2572.570068
"2012-11-09",2584.100098
"2012-11-12",2582.77002
"2012-11-13",2561.860107
"2012-11-14",2531.870117
"2012-11-15",2524.360107
"2012-11-16",2534.159912
"2012-11-19",2595.830078
"2012-11-20",2594.659912
"2012-11-21",2600.47998
"2012-11-23",2639.590088
"2012-11-26",2651.669922
"2012-11-27",2641.419922
"2012-11-28",2665.27002
"2012-11-29",2680.030029
"2012-11-30",2677.879883
"2012-12-03",2671.840088
"2012-12-04",2667.889893
"2012-12-05",2637.889893
"2012-12-06",2656.300049
"2012-12-07",2640.540039
"2012-12-10",2647.570068
"2012-12-11",2682.070068
"2012-12-12",2674.570068
"2012-12-13",2654.01001
"2012-12-14",2628.090088
"2012-12-17",2664.26001
"2012-12-18",2705.389893
"2012-12-19",2690.98999
"2012-12-20",2693.550049
"2012-12-21",2664.669922
"2012-12-24",2658.050049
"2012-12-26",2637.179932
"2012-12-27",2632.939941
"2012-12-28",2606.360107
"2012-12-31",2660.929932
"2013-01-02",2746.469971
"2013-01-03",2732.26001
"2013-01-04",2724.48999
"2013-01-07",2724.219971
"2013-01-08",2718.719971
"2013-01-09",2727.649902
"2013-01-10",2744.179932
"2013-01-11",2748.26001
"2013-01-14",2735.699951
"2013-01-15",2722.97998
"2013-01-16",2734.72998
"2013-01-17",2747.149902
"2013-01-18",2743.23999
"2013-01-22",2746.189941
"2013-01-23",2762.169922
"2013-01-24",2723.530029
"2013-01-25",2736.72998
"2013-01-28",2742.429932
"2013-01-29",2743.580078
"2013-01-30",2738.709961
"2013-01-31",2731.530029
"2013-02-01",2763.959961
"2013-02-04",2715.679932
"2013-02-05",2754.98999
"2013-02-06",2746.350098
"2013-02-07",2746.5
"2013-02-08",2775.560059
"2013-02-11",2774.639893
"2013-02-12",2762.620117
"2013-02-13",2773.77002
"2013-02-14",2771.429932
"2013-02-15",2764.669922
"2013-02-19",2782.860107
"2013-02-20",2739.98999
"2013-02-21",2711.51001
"2013-02-22",2737.280029
"2013-02-25",2700.969971
"2013-02-26",2713.02002
"2013-02-27",2741.26001
"2013-02-28",2738.580078
"2013-03-01",2747.75
"2013-03-04",2759.530029
"2013-03-05",2799.25
"2013-03-06",2792.560059
"2013-03-07",2799.48999
"2013-03-08",2804.110107
"2013-03-11",2811.860107
"2013-03-12",2800.810059
"2013-03-13",2798.679932
"2013-03-14",2807.300049
"2013-03-15",2799.409912
"2013-03-18",2792.300049
"2013-03-19",2787.27002
"2013-03-20",2805.909912
"2013-03-21",2774.850098
"2013-03-22",2800.810059
"2013-03-25",2789.449951
"2013-03-26",2806.5
"2013-03-27",2809.97998
"2013-03-28",2818.689941
"2013-04-01",2797.070068
"2013-04-02",2820.620117
"2013-04-03",2795.040039
"2013-04-04",2794.919922
"2013-04-05",2771.75
"2013-04-08",2786.129883
"2013-04-09",2804.669922
"2013-04-10",2859.209961
"2013-04-11",2859.070068
"2013-04-12",2856.47998
"2013-04-15",2797.469971
"2013-04-16",2838.409912
"2013-04-17",2781.97998
"2013-04-18",2741.949951
"2013-04-19",2780.459961
"2013-04-22",2810.070068
"2013-04-23",2835.370117
"2013-04-24",2834.120117
"2013-04-25",2848.659912
"2013-04-26",2840.550049
"2013-04-29",2866.949951
"2013-04-30",2887.439941
"2013-05-01",2873.350098
"2013-05-02",2911.139893
"2013-05-03",2944.590088
"2013-05-06",2955.360107
"2013-05-07",2952.879883
"2013-05-08",2968.23999
"2013-05-09",2961.120117
"2013-05-10",2981.02002
"2013-05-13",2982.090088
"2013-05-14",2996.050049
"2013-05-15",3002.620117
"2013-05-16",2999.340088
"2013-05-17",3028.959961
"2013-05-20",3020.969971
"2013-05-21",3026.449951
"2013-05-22",2999.129883
"2013-05-23",2991.449951
"2013-05-24",2991.02002
"2013-05-28",3011.939941
"2013-05-29",2994.820068
"2013-05-30",3011.830078
"2013-05-31",2981.76001
"2013-06-03",2990.790039
"2013-06-04",2973.689941
"2013-06-05",2937.139893
"2013-06-06",2950.300049
"2013-06-07",2990.870117
"2013-06-10",2990.48999
"2013-06-11",2959.840088
"2013-06-12",2926.139893
"2013-06-13",2962.899902
"2013-06-14",2943.860107
"2013-06-17",2971.26001
"2013-06-18",2996.090088
"2013-06-19",2959.5
"2013-06-20",2890.330078
"2013-06-21",2877.939941
"2013-06-24",2848.199951
"2013-06-25",2866.5
"2013-06-26",2893.850098
"2013-06-27",2906.840088
"2013-06-28",2909.600098
"2013-07-01",2927.350098
"2013-07-02",2929.629883
"2013-07-03",2941.409912
"2013-07-05",2963.219971
"2013-07-08",2966.129883
"2013-07-09",2984.320068
"2013-07-10",3000.659912
"2013-07-11",3059.459961
"2013-07-12",3079.070068
"2013-07-15",3079.850098
"2013-07-16",3077.469971
"2013-07-17",3085.280029
"2013-07-18",3077.820068
"2013-07-19",3044.929932
"2013-07-22",3055.22998
"2013-07-23",3031.399902
"2013-07-24",3041.159912
"2013-07-25",3061.669922
"2013-07-26",3076.22998
"2013-07-29",3068.949951
"2013-07-30",3085.330078
"2013-07-31",3090.189941
"2013-08-01",3126.300049
"2013-08-02",3143.52002
"2013-08-05",3143.189941
"2013-08-06",3122.199951
"2013-08-07",3118.689941
"2013-08-08",3130.129883
"2013-08-09",3118.570068
"2013-08-12",3125.929932
"2013-08-13",3141.060059
"2013-08-14",3129.449951
"2013-08-15",3076.22998
"2013-08-16",3073.909912
"2013-08-19",3069.76001
"2013-08-20",3082.169922
"2013-08-21",3071.469971
"2013-08-22",3101.820068
"2013-08-23",3124.27002
"2013-08-26",3122.669922
"2013-08-27",3059.580078
"2013-08-28",3072.169922
"2013-08-29",3093.360107
"2013-08-30",3073.810059
"2013-09-03",3091.76001
"2013-09-04",3124.540039
"2013-09-05",3129.939941
"2013-09-06",3133.379883
"2013-09-09",3169.929932
"2013-09-10",3185.070068
"2013-09-11",3179.860107
"2013-09-12",3175.570068
"2013-09-13",3178.280029
"2013-09-16",3168.689941
"2013-09-17",3190.830078
"2013-09-18",3231.310059
"2013-09-19",3237.610107
"2013-09-20",3224.72998
"2013-09-23",3219.340088
"2013-09-24",3218.659912
"2013-09-25",3208.550049
"2013-09-26",3234.040039
"2013-09-27",3230.300049
"2013-09-30",3218.199951
"2013-10-01",3253.050049
"2013-10-02",3253.26001
"2013-10-03",3213.830078
"2013-10-04",3242.570068
"2013-10-07",3215.689941
"2013-10-08",3153.870117
"2013-10-09",3142.540039
"2013-10-10",3210.840088
"2013-10-11",3233.830078
"2013-10-14",3256.02002
"2013-10-15",3244.659912
"2013-10-16",3281.669922
"2013-10-17",3301.280029
"2013-10-18",3353.879883
"2013-10-21",3361.179932
"2013-10-22",3366.929932
"2013-10-23",3346.050049
"2013-10-24",3362.379883
"2013-10-25",3383.830078
"2013-10-28",3382.679932
"2013-10-29",3391.75
"2013-10-30",3385.379883
"2013-10-31",3377.72998
"2013-11-01",3379.76001
"2013-11-04",3384.75
"2013-11-05",3388.820068
"2013-11-06",3385.379883
"2013-11-07",3321.409912
"2013-11-08",3366.840088
"2013-11-11",3362.97998
"2013-11-12",3365.22998
"2013-11-13",3405.560059
"2013-11-14",3415.139893
"2013-11-15",3422.580078
"2013-11-18",3388.870117
"2013-11-19",3378.129883
"2013-11-20",3367.169922
"2013-11-21",3402.73999
"2013-11-22",3422.02002
"2013-11-25",3427.48999
"2013-11-26",3445.76001
"2013-11-27",3470.47998
"2013-11-29",3487.820068
"2013-12-02",3481.149902
"2013-12-03",3479.340088
"2013-12-04",3483.01001
"2013-12-05",3477.72998
"2013-12-06",3504.26001
"2013-12-09",3516.169922
"2013-12-10",3514.199951
"2013-12-11",3468.98999
"2013-12-12",3460.290039
"2013-12-13",3456.399902
"2013-12-16",3475.790039
"2013-12-17",3469.320068
"2013-12-18",3509.629883
"2013-12-19",3498.629883
"2013-12-20",3531.189941
"2013-12-23",3569.399902
"2013-12-24",3572.800049
