"Index","SMSI.Close","MDAXI.Close","FTMC.Close","BAC.Close","MSFT.Close","ORCL.Close","GE.Close","N100.Close","CMCSA.Close","SLB.Close","IXIC.Close","GSPC.Close","MCD.Close","IBEX.Close","CVX.Close","DJA.Close","WFC.Close","DIS.Close","MRK.Close","HD.Close","N225.Close","IBM.Close","FTSE.Close","JPM.Close","NDX.Close","BFX.Close","PEP.Close","OMXIPI.Close","GDAXI.Close","DJI.Close","VZ.Close","JNJ.Close","C.Close","FTAS.Close","PFE.Close","XOM.Close","QCOM.Close","PG.Close","AXJO.Close","ATX.Close","AEX.Close","HSI.Close","RUT.Close","AAPL.Close","KO.Close"
"2010-01-21",1192.349976,7647.540039,9418.099609,15.47,30.01,24.83,15.403846,674.580017,8,68.309998,2265.699951,1116.47998,63.200001,11444,76.239998,3550.679932,28,30.610001,40.080002,28.48,10868.410156,129,5335.100098,40.540001,1850.569946,2484.26001,60.939999,NA,5746.970215,10389.879883,28.727539,63.970001,32.700001,2732.300049,18.254269,66.699997,48.09,59.84,4827.200195,2606.360107,332.170013,20862.669922,628.359985,7.431071,27.184999
"2010-01-22",1185.300049,7539.330078,9325.200195,14.9,28.959999,24.15,15.490385,667.98999,7.925,65.239998,2205.290039,1091.76001,63.389999,11373.400391,74.589996,3473.850098,27.26,29.98,38.869999,27.719999,10590.549805,125.5,5303,39.16,1794.819946,2475.810059,60.389999,NA,5695.319824,10172.980469,28.455551,63.200001,32.5,2714.070068,17.988615,66.099998,46.779999,60.310001,4750.600098,2581.01001,329.480011,20726.179688,617.119995,7.0625,27.120001
"2010-01-25",1172.719971,7548.97998,9293.099609,14.98,29.32,24.030001,15.740385,663.119995,8.005,65.809998,2210.800049,1096.780029,63.09,11249.299805,74.550003,3486.919922,27.66,29.92,38.759998,27.620001,10512.69043,126.120003,5260.299805,39.209999,1802.390015,2475.139893,60.23,NA,5631.370117,10196.860352,28.774435,63.220001,32.299999,2694.219971,17.884251,65.849998,46.91,60.630001,4717.899902,2556.530029,328.51001,20598.550781,618.109985,7.2525,27.174999
"2010-01-26",1183.189941,7557,9292.900391,14.77,29.5,23.879999,15.721154,666.719971,7.85,65.75,2203.72998,1092.170044,63.810001,11347.299805,74.150002,3486.050049,26.99,29.66,38.580002,27.73,10325.280273,125.75,5276.899902,38.439999,1803.859985,2496.449951,60.25,NA,5668.930176,10194.290039,28.29611,62.790001,31.5,2700.860107,17.817837,65.919998,46.889999,60.689999,NA,2545.669922,329.649994,20109.330078,612.159973,7.355,27.07
"2010-01-27",1149.77002,7479.509766,9245.299805,15.19,29.67,23.860001,15.673077,660.73999,7.925,65.699997,2221.409912,1097.5,63.73,11042.200195,73.699997,3495.060059,28.200001,29.32,38.639999,27.84,10252.080078,126.330002,5217.5,39.330002,1818.900024,2493.669922,60.290001,NA,5643.200195,10236.160156,28.014744,63.439999,32,2672.959961,18.026566,65.540001,47.200001,60.810001,4644.600098,2519.030029,327.26001,20033.070313,618.380005,7.424286,27.254999
"2010-01-28",1127.819946,7406.040039,9213.799805,15.37,29.16,23.469999,15.538462,651.409973,7.81,64.629997,2179,1084.530029,62.830002,10829.299805,73.239998,3442.070068,28.450001,29.35,37.970001,27.34,10414.290039,123.75,5145.700195,39.48,1771.099976,2486.51001,59.740002,NA,5540.330078,10120.459961,27.508284,63.799999,32.400002,2640.459961,17.675522,64.959999,40.48,61.68,4673.299805,2473.26001,323.950012,20356.369141,607.929993,7.1175,27.09
"2010-01-29",1140.569946,7505.319824,9237.299805,15.18,28.18,23.059999,15.461538,658.880005,7.915,63.459999,2147.350098,1073.869995,62.43,10947.700195,72.120003,3417.080078,28.43,29.549999,38.18,28.01,10198.040039,122.389999,5188.5,38.939999,1741.040039,2505.199951,59.619999,NA,5608.790039,10067.330078,27.592693,62.860001,33.200001,2660.48999,17.703985,64.43,39.189999,61.549999,4569.600098,2493.530029,327.899994,20121.990234,602.039978,6.859286,27.125
"2010-02-01",1144.939941,7578.589844,9312.099609,15.42,28.41,23.219999,15.625,663.76001,7.97,64.790001,2171.199951,1089.189941,63.889999,10995.200195,73.580002,3460.100098,28.93,29.52,38.299999,28.389999,10205.019531,124.669998,5247.399902,39.630001,1760.719971,2537.709961,60.700001,NA,5654.47998,10185.530273,27.770893,63.09,33.400002,2689.040039,17.827324,66.18,39.77,61.990002,4524.100098,2541.25,331.309998,20243.75,609.25,6.954643,27.190001
"2010-02-02",1159.890015,7710.939941,9480.799805,15.6,28.459999,23.76,16.201923,670.869995,8.145,66.120003,2190.060059,1103.319946,64.029999,11140.900391,74.449997,3493,28.790001,29.98,39.540001,29.030001,10371.089844,125.529999,5283.299805,40.549999,1776.920044,2547.110107,61.150002,NA,5709.660156,10296.849609,27.88344,63.990002,34.099998,2711.050049,18.254269,66.959999,39.259998,62.900002,4605.299805,2563.169922,334.040009,20272.179688,614.049988,6.995,27.525
"2010-02-03",1132.939941,7675.680176,9417.799805,15.53,28.629999,23.75,16.038462,667.320007,7.985,65.989998,2190.909912,1097.280029,65.209999,10888.400391,73.209999,3467.820068,28.139999,30.75,38.720001,28.469999,10404.330078,125.660004,5253.200195,40.290001,1784.699951,2529.659912,61.290001,NA,5672.089844,10270.549805,27.37698,63.630001,33.700001,2695.830078,17.666035,66.599998,39.630001,62.650002,4647.899902,2538.159912,333.029999,20722.080078,610.659973,7.115357,27.434999
"2010-02-04",1064.089966,7458.379883,9223.799805,14.75,27.84,23.110001,15.423077,647.969971,7.76,62.5,2125.429932,1063.109985,64.059998,10241.700195,71.370003,3371.639893,27.059999,29.67,37.099998,27.93,10355.980469,123,5139.299805,38.349998,1732.98999,2454.899902,59.639999,NA,5533.240234,10002.179688,26.851763,62.639999,31.799999,2638.030029,17.106262,64.720001,38.169998,61.400002,4621.600098,2474.850098,323.230011,20341.640625,589.679993,6.858929,26.715
"2010-02-05",1049.380005,7243.129883,9035.900391,15,28.02,23.549999,15.182692,628.73999,7.71,62.060001,2141.120117,1066.189941,63.369999,10103.299805,71.18,3373.669922,27.42,29.540001,36.73,27.98,10057.089844,123.519997,5060.899902,38.299999,1746.119995,2392.52002,59.509998,NA,5434.339844,10012.230469,26.954929,62.639999,32.200001,2596.719971,17.039848,64.800003,38.040001,61.299999,4514.100098,2392.689941,315.040009,19665.080078,592.97998,6.980714,26.545
"2010-02-08",1060.089966,7246.149902,9010.400391,14.48,27.719999,23.120001,15,634.869995,7.605,62.119999,2126.050049,1056.73999,62.919998,10206.299805,70.129997,3341.389893,26.43,29.48,36.59,28.59,9951.820313,121.879997,5092.299805,37.700001,1734.880005,2402.149902,58.959999,NA,5484.850098,9908.389648,26.60791,62.369999,31.5,2609.360107,16.925997,64.349998,37.509998,61.009998,4521.399902,2407.590088,316.5,19550.890625,586.48999,6.932857,26.325001
"2010-02-09",1067.410034,7289.160156,9020,14.47,28.01,23.51,15,636.75,7.695,63.759998,2150.870117,1070.52002,63.57,10275.400391,71.309998,3394.379883,26.709999,29.84,36.470001,28.870001,9932.900391,123.209999,5111.799805,38.389999,1753.839966,2413.179932,60.049999,NA,5498.259766,10058.639648,26.96431,62.759998,31.799999,2618.209961,16.963947,65.199997,37.91,61.759998,4505.100098,2414.48999,317.059998,19790.279297,595.169983,7.006786,27.004999
"2010-02-10",1089.540039,7353.22998,9064.299805,14.67,27.99,23.110001,15.086538,640.52002,7.655,63.650002,2147.870117,1068.130005,63.25,10455,70.75,3383.830078,27.18,30.030001,36.200001,28.65,9963.990234,122.809998,5132,38.869999,1749.76001,2440.790039,60.380001,NA,5536.370117,10038.379883,27.076855,62.73,32,2628.669922,16.83112,64.849998,37.43,61.669998,4513.399902,2451.709961,316.100006,19922.220703,595.820007,6.968571,26.895
"2010-02-11",1070.910034,7344.660156,9127.900391,14.63,28.120001,23.35,15.163462,639.27002,7.665,64.760002,2177.409912,1078.469971,63.790001,10281.700195,71.730003,3419.870117,27.08,30.16,36.880001,28.99,NA,123.730003,5161.5,39.02,1775.73999,2453.790039,61.189999,NA,5503.930176,10144.19043,27.236298,62.91,32.099998,2643.939941,16.954458,65.239998,38.009998,61.959999,4554.299805,2469.409912,316.799988,20290.689453,605.460022,7.095357,27.110001
"2010-02-12",1064.609985,7293.140137,9053,14.45,27.93,23.41,14.951923,636.969971,7.67,64.300003,2183.530029,1075.51001,63.59,10224.900391,71.010002,3405.800049,26.879999,30.07,36.919998,29,10092.19043,124,5142.5,38.950001,1779.109985,2461.469971,60.919998,NA,5500.390137,10099.139648,27.133129,62.720001,31.799999,2632.830078,16.888046,64.800003,38.84,61.759998,4562.100098,2449.570068,315.73999,20268.689453,610.719971,7.156429,26.99
"2010-02-15",NA,7299.910156,9073,NA,NA,NA,NA,638.119995,NA,NA,NA,NA,NA,10293.599609,NA,NA,NA,NA,NA,NA,10013.299805,NA,5167.5,NA,NA,2449.790039,NA,NA,5511.100098,NA,NA,NA,NA,2644.639893,NA,NA,NA,NA,4545.5,2462.199951,315.859985,NA,NA,NA,NA
"2010-02-16",1081.410034,7386.490234,9176.299805,15.16,28.35,23.809999,15.423077,645.900024,7.835,65.650002,2214.189941,1094.869995,64.010002,10393.900391,72.989998,3468.060059,27.389999,30.469999,37.66,29.440001,10034.25,125.230003,5244.100098,40.07,1802.060059,2475.47998,61.310001,NA,5592.120117,10268.80957,27.367601,63.610001,33.099998,2682.23999,16.812143,66.279999,39.02,62.830002,4567.799805,2508.929932,318.839996,NA,620.840027,7.264286,27.41
"2010-02-17",1093.150024,7531,9329.900391,15.66,28.59,24.18,15.528846,655.51001,7.83,65.43,2226.290039,1099.51001,64.260002,10498.599609,72.839996,3475.620117,27.33,30.860001,37.34,30.02,10306.830078,126.330002,5276.600098,40.040001,1810.859985,2512.840088,62.110001,NA,5648.339844,10309.240234,27.330086,63.98,34.099998,2701.929932,16.764706,65.760002,39.43,62.849998,4667.899902,2535.97998,323.130005,20534.009766,624.830017,7.233929,27.665001
"2010-02-18",1100.76001,7599.459961,9385.299805,15.88,28.969999,24.52,15.615385,658.330017,7.865,65.809998,2241.709961,1106.75,64.480003,10574.200195,73.620003,3493.51001,27.34,31.02,37.290001,30.299999,10335.69043,127.809998,5325.100098,40.41,1823.390015,2518.409912,62.529999,NA,5680.410156,10392.900391,27.339464,64.529999,34.299999,2725.23999,16.821632,65.959999,39.810001,63.389999,4654.899902,2562,324.299988,20422.150391,629.320007,7.2475,27.955
"2010-02-19",1110.650024,7597.390137,9431.400391,15.88,28.77,24.32,15.548077,661.309998,8,63.900002,2243.870117,1109.170044,64.739998,10676.700195,74.050003,3516.97998,27.370001,31.23,37.490002,30.15,10123.580078,127.190002,5358.200195,40.029999,1823.319946,2527.72998,62.66,NA,5722.049805,10402.349609,27.217539,63.810001,34.200001,2741.540039,17.068312,65.870003,39.59,63.450001,4635.100098,2573.189941,325.600006,19894.019531,631.619995,7.2025,27.860001
"2010-02-22",1099.280029,7570.640137,9441.700195,16.209999,28.73,24.809999,15.625,659.47998,8.095,61.57,2242.030029,1108.01001,64.769997,10570.5,72.959999,3516.120117,28.01,31.120001,37.119999,30.32,10400.469727,126.849998,5352.100098,40.849998,1817.630005,2521.100098,62.41,NA,5688.439941,10383.379883,27.19878,63.490002,34.599998,2739.469971,17.030361,65.400002,39.009998,63.419998,4717.5,2567.429932,325.119995,20377.269531,632.25,7.157857,27.690001
"2010-02-23",1071.660034,7480.129883,9387.900391,15.94,28.33,24.48,15.336538,652.02002,8.07,60.880001,2213.439941,1094.599976,64.870003,10312.900391,72.040001,3486.830078,27.290001,30.92,36.509998,30.75,10352.099609,126.459999,5315.100098,39.880001,1793.819946,2502.889893,61.779999,NA,5604.069824,10282.410156,26.954929,63.310001,33.5,2721.179932,16.764706,64.940002,38.540001,63.209999,4718.299805,2501.850098,320.98999,20623,625.070007,7.037857,27.415001
"2010-02-24",1065.119995,7396.950195,9359.200195,16.33,28.629999,24.77,15.5,653.72998,8.21,60.91,2235.899902,1105.23999,65.260002,10254,72.339996,3511.360107,27.66,31.389999,36.93,31.360001,10198.830078,127.589996,5342.899902,40.849998,1812.51001,2514.939941,62.080002,NA,5615.509766,10374.160156,27.161264,63.450001,34.5,2732.419922,16.897533,65.550003,37.869999,63.889999,4648.5,2498.189941,320.920013,20467.740234,630.429993,7.166429,27.58
"2010-02-25",1052.349976,7246.819824,9226.900391,16.549999,28.6,24.870001,15.307692,641.690002,8.07,60.810001,2234.219971,1102.939941,64.379997,10126.200195,72.110001,3502.959961,27.440001,31.360001,36.57,31.360001,10101.959961,127.07,5278.200195,40.639999,1812.910034,2480.649902,62.299999,NA,5532.330078,10321.030273,27.086233,63.279999,33.900002,2698.610107,16.783682,65.139999,37.18,63.700001,4594.100098,2440.580078,314.850006,20399.570313,630.460022,7.214286,26.559999
"2010-02-26",1074.180054,7393.259766,9344.400391,16.66,28.67,24.65,15.442308,651.969971,8.22,61.099998,2238.26001,1104.48999,63.849998,10333.599609,72.300003,3504.679932,27.34,31.24,36.880001,31.200001,10126.030273,127.160004,5354.5,41.970001,1818.680054,2514.870117,62.470001,NA,5598.459961,10325.259766,27.133129,63,34,2736.800049,16.650854,65,36.68,63.279999,4637.700195,2438.949951,317.73999,20608.699219,628.559998,7.307857,26.360001
"2010-03-01",1084.359985,7543.850098,9479.799805,16.709999,29.02,24.74,15.288462,662.859985,8.415,61.419998,2273.570068,1115.709961,63.98,10434.900391,72.809998,3535.610107,27.35,31.540001,37.27,31.43,10172.05957,128.570007,5405.899902,41.830002,1846.400024,2543.409912,63.43,NA,5713.509766,10403.790039,27.189402,63.389999,33.900002,2764.620117,16.840607,65.400002,35.560001,63.509998,4686.5,2453.610107,324.369995,21056.929688,642.650024,7.463929,26.635
"2010-03-02",1092.660034,7651.830078,9598.700195,16.459999,28.459999,24.58,15.288462,669.369995,8.4,62.810001,2280.790039,1118.310059,64.07,10521.5,73.32,3534.040039,27.870001,31.879999,37.389999,31.360001,10221.839844,127.419998,5484.100098,41.619999,1851.209961,2558.77002,63.799999,NA,5776.560059,10405.980469,27.442633,63.439999,34,2803.580078,16.698292,65.489998,37.93,63.709999,4701.899902,2470.909912,328.23999,20906.109375,648.309998,7.458929,26.65
"2010-03-03",1107.560059,7708.540039,9612.200195,16.370001,28.459999,24.5,15.413462,675,8.48,63.23,2280.679932,1118.790039,63.630001,10664.5,73.129997,3531.399902,28.200001,31.639999,37.209999,31.469999,10253.139648,126.879997,5533.200195,41.529999,1851.569946,2592.560059,63.98,NA,5817.879883,10396.759766,27.320707,63.400002,34,2825.27002,16.432638,65.43,38.689999,63.549999,4735.700195,2456.97998,331.859985,20876.789063,649.26001,7.476071,26.965
"2010-03-04",1115.98999,7739.549805,9665.299805,16.4,28.629999,24.76,15.490385,673.179993,8.585,62.880001,2292.310059,1122.969971,63.43,10745.299805,73.080002,3544.050049,28.43,32.57,37.139999,31.440001,10145.719727,126.720001,5527.200195,41.919998,1859.719971,2582.959961,64.110001,NA,5795.319824,10444.139648,27.452011,63.57,34.299999,2824.699951,16.442125,65.400002,39.25,63.669998,4750.5,2409.540039,332.450012,20575.779297,652.469971,7.525357,27.235001
"2010-03-05",1143.829956,7853.089844,9774.700195,16.700001,28.59,24.950001,15.721154,685.049988,8.715,63.810001,2326.350098,1138.699951,63.669998,11019.799805,74.300003,3581.639893,29.15,33.220001,37.490002,31.799999,10368.959961,127.25,5599.799805,42.810001,1888.560059,2611.030029,64.370003,NA,5877.359863,10566.200195,27.414495,64.040001,35,2861.060059,16.58444,66.470001,38.759998,63.689999,4767.200195,2455.780029,338.679993,20787.970703,666.02002,7.819643,27.35
"2010-03-08",1149.380005,7844.879883,9786.400391,16.74,28.629999,24.700001,15.644231,683.609985,8.78,64.480003,2332.209961,1138.5,65.120003,11078.299805,74.639999,3582.530029,28.889999,33.189999,37.349998,31.959999,10585.919922,126.410004,5606.700195,42.59,1890.890015,2600.830078,64.150002,NA,5875.910156,10552.519531,27.789652,64.199997,35.599998,2864.469971,16.461102,66.480003,38.790001,63.189999,4807.899902,2492.25,338.170013,21196.869141,667.109985,7.824286,27.23
"2010-03-09",1141,7826.629883,9774.700195,16.799999,28.799999,24.879999,15.855769,684.77002,8.755,64.099998,2340.679932,1140.449951,65.099998,11002.799805,74.300003,3596.23999,28.98,33.310001,37.040001,31.68,10567.650391,125.550003,5602.299805,42.419998,1901.380005,2606.310059,64.360001,NA,5885.890137,10564.379883,28.052259,64.269997,38.200001,2862.26001,16.347248,66.779999,38.68,63.299999,4820.100098,2486.23999,339.089996,21207.550781,669.630005,7.965,27.09
"2010-03-10",1153.430054,7926.490234,9865.299805,17.110001,28.969999,24.870001,15.875,690.349976,8.765,64.199997,2358.949951,1145.609985,64.940002,11121,73.959999,3605.040039,29.57,33.330002,36.669998,31.709999,10563.919922,125.620003,5640.600098,42.93,1917.349976,2634.159912,64.43,NA,5936.720215,10567.330078,27.902199,64.290001,39.599998,2882.080078,16.271347,67.220001,38.880001,63.009998,4820,2517.370117,340.970001,21208.289063,674.929993,8.03,27.1
"2010-03-11",1145.22998,7903.339844,9854.400391,17.120001,29.18,25.139999,15.846154,687.700012,8.785,63.900002,2368.459961,1150.23999,65.209999,11045.400391,73.989998,3621.399902,29.76,33.810001,36.880001,32.130001,10664.950195,127.599998,5617.299805,43.18,1923.810059,2613.52002,64.970001,NA,5928.629883,10611.839844,27.986609,64.220001,41.799999,2871.679932,16.404175,67.220001,39.099998,63.169998,4814.200195,2518.320068,339.019989,21228.199219,677.219971,8.053571,26.799999
"2010-03-12",1148.02002,7926.299805,9941.599609,16.85,29.27,25.049999,16.384615,687.849976,8.71,64.540001,2367.659912,1149.98999,65.529999,11077,73.720001,3621.570068,29.629999,33.689999,37.16,32.450001,10751.259766,127.940002,5625.700195,43.150002,1924.430054,2625.280029,65.099998,NA,5945.109863,10624.69043,27.88344,64.18,39.700001,2878.679932,16.204933,66.800003,38.950001,63.32,4818.100098,2538.389893,339.570007,21209.740234,676.590027,8.092857,26.674999
"2010-03-15",1136.079956,7851.359863,9879,16.85,29.290001,25.280001,16.625,681.450012,8.765,64.309998,2362.209961,1150.51001,65.93,10957.799805,73.57,3629.560059,29.889999,33.720001,37.75,32.689999,10751.980469,127.830002,5593.899902,43.07,1920.089966,2608.800049,66.150002,NA,5903.560059,10642.150391,28.005365,64.57,38.900002,2862.580078,16.375711,66.300003,38.869999,63.700001,4784.100098,2546.75,335.109985,21079.099609,674.409973,7.994286,26.825001
"2010-03-16",1145.780029,7930.830078,9930,17.030001,29.370001,25.209999,17.375,689.549988,8.745,65.519997,2378.01001,1159.459961,66.07,11059.299805,73.980003,3654.73999,30.280001,33.75,37.939999,32.549999,10721.709961,128.669998,5620.399902,43.240002,1932.23999,2631.570068,66.07,NA,5970.990234,10685.980469,28.071018,64.529999,40.5,2875.889893,16.375711,66.57,39.009998,63.529999,4797.200195,2580.969971,339.26001,21022.929688,679.580017,8.016071,26.85
"2010-03-17",1155.869995,8016.02002,10008.5,17.27,29.629999,25.469999,17.346153,694.179993,8.79,66.599998,2389.090088,1166.209961,66.379997,11166.799805,74.669998,3666.52002,30.549999,33.75,38.080002,32.52,10846.980469,127.760002,5644.600098,43.790001,1936.219971,2665.620117,66.57,NA,6024.279785,10733.669922,28.277353,64.650002,40.5,2889.26001,16.328274,67.360001,38.900002,64.010002,4853.200195,2609.48999,343.059998,21384.490234,683.97998,8.004286,26.92
"2010-03-18",1145.5,7987.220215,10004.200195,17.08,29.610001,25.379999,17.490385,692.409973,8.835,65.25,2391.280029,1165.829956,66.68,11073.5,74.760002,3682.340088,30.290001,33.779999,38.450001,32.400002,10744.030273,128.380005,5642.600098,43.639999,1943.939941,2654.850098,66.519997,NA,6012.310059,10779.169922,28.418037,65.059998,40.200001,2888.060059,16.347248,67.389999,40.43,63.73,4863.100098,2583.629883,341.950012,21330.669922,681.609985,8.023214,26.975
"2010-03-19",1136.73999,7961.459961,10019.799805,16.82,29.59,25.190001,17.375,690.080017,8.765,64.32,2374.409912,1159.900024,66.529999,10990.799805,74.980003,3663.129883,30.379999,33.639999,38.060001,32.360001,10824.719727,127.709999,5650.100098,43.450001,1932.430054,2639.280029,66.559998,NA,5982.430176,10741.980469,28.521204,65.110001,39,2891.949951,16.043644,67.040001,40.049999,63.84,4872.200195,2578,338.649994,21370.820313,673.890015,7.9375,27.375
"2010-03-22",1123.140015,7975.870117,9991.900391,16.959999,29.6,25.559999,17.375,689.98999,8.89,63.490002,2395.399902,1165.810059,67.010002,10861.900391,74.459999,3668.879883,30.41,33.950001,38.299999,32.669998,NA,127.980003,5644.5,43.740002,1949.589966,2634.449951,66.309998,NA,5987.5,10785.889648,28.746298,65.099998,40.400002,2888.300049,16.271347,66.970001,40.279999,63.880001,4830.200195,2561.060059,338.130005,20933.25,682.909973,8.026786,27.27
